tay,english,source,kindOf,dialect
aaying co qoleh,fishing net,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
papawng co pinateq/ papawng co pinatas,eraser,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
wawa',basket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
raneq/ raan,road,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
laholaho/ magalaho,wooded mountain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
gawng,creek,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bayho,wind,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bonaqi,sand,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
rawq,soil,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
loliyong,stream,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
wacilong,lake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
laholaho/ magalaho,forest,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bling,crevice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
koog,cave,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
poqing na ragiyax/ yaho' na ragiyax,at the foot of the mountain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
oto' na rawq,mound,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
koog na lalapaq,cavern,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mankaki'man/ babangteq,grassland,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
olay,hot spring,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qiyat,canyon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
koog,cave,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
lalapaq,rock,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tagleq,cascade,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mowalo',independent hill,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
maragraggiyax,lofty mountains and steep hills,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qomowalax,rainy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
wagi',sun,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bowating,moon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kaal,sky,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
boliqo,star,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qowalax,rain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
holaqi,snow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qamisan,winter,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
gabagan,summer,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mabicog,thunder,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
rilo,dew,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hamhom,cloud,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
gohiloq,smoke,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
ciax na Utox/ taptap na Utox,lightning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
claq aping,dry land,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
manakowom,cloudy day,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
haponeq/ hapoy,fire,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
holaqi,ice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kago,earthquake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qalimo',shadow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bayho ka mamati',typhoon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
holaqi,frost,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hbing na qosiya',drip,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kangahag,flood,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
gabagan ka tikay,spring,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
siyag na baro'/ aping na baro',seaside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qamisan ka tikay,autumn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hakri' na Utox/ hakaw na Utox,rainbow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mobaaq a wagi',sunset,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mahantan a kaal la/ ini' salowi a kaal la,dusk,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
masowat a qowalax,stop raining,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sabayho co mamati',typhoon.,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
pakahto a wagi',sunrise,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
imowag/imo,home,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tohong,window,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
balihon,door,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
papatiqan/ papatasan,school,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
batonox,stone,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
rinamowag,roof,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hakri'/ hakaw,bridge,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tatak,shack,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
papasqotian/ papashamqan,toilet,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
laloking,pillar,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
oto' na batbatonox,rock pile,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
libo' na waylong,chicken coop,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
a'nata'/ a'nataan/ aobaaq/ aobaqan,stair,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
latanox/ lata',courtyard,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qiniriyang,wall,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qabqob/ kokco,barn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
romamowag/ romamo,roofing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qomalang/qomiriyang,building a fence,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
latanox na imowag/ soog na imowag/ lata' na imo/ soog na imo,backyard,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kaal i pilag,next year,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
gabiyan,evening,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
cohisa',yesterday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
casan,tomorrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sawni',today,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kasasanan,morning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qaliyan,daytime,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
comakaxa',day before yesterday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
salowan,early morning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
ini' salowi,darkness,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
gabgabbiyan,toward evening,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
lomohing/ lohingon,continue,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mickacka',midnight,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
cko yani,at that time,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
comakatoo',three days ago,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
nohanhan/ ini' na',in a minute,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
makaspat,three days later,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
ciax,gleam,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
makatoo',the day after tomorrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kasasanan,morning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
ma'owah na',future,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mahantan,night,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
olaqi' na',at an early age,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
pilapilag,in a short while,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
babaw na kinriaxan,afternoon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
pincapngan co wagi',o’clock,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
riax ka hahangawan,sunday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kaal,year,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kariariax,everyday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kahani,now,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
inhabgan,birthday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
iyk,inside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kiya tagi ...,somewhere,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
babaw/ riyatox,above,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
poog,front,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hogal/ yaho',below,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
powaqan/ mickacka',middle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
latanox/ lata',outside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kiyl,side,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tangtong,top,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
anan,the right side,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
iyl,the left side,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
iqong,nook,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
iyk na …/ yaho' na ...,beneath something,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hinason/ inowahan,pass,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
minokahol i... tayhok i...,(from somewhere) to somewhere,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
minokahol i ...,from somewhere,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
goma co ki'man/ gomba co ki'man,hoeing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tomabol co claq,plowing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tomobox/ gomhap,sowing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
momowa',seedling (action),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
baloko'/ gino',grain drying box,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tatabol,rake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sasiliyat,scythe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kawso'/ pakaroh,backhoe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
wakhol/ wakbol,warehouse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
somiato',Open up,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
xiriyo,manure,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tatapos/ tatapsan,grain sifters,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
omomo'/ obogan,accelerate the ripening (of fruit),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
nagsan,straw,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bohino/ tawnox,bow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sinbowangan,spear,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sali,arrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
olay,bait,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
patos,gun,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
takiys,hunting knife,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
takiys,straight hunting knife,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qasinog,prey (collectively),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
rangay,stone trap,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qolowang/ toqowaq/ talnga',noose trap,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
wawa',basket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
toqowaq/ rapal/ sipbabaw/ talnga',bird trap,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
pisaneq/ paysan,taboo,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sapiyal,dream,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
homgob/ homgop,witchcraft,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kiyokay,church,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
Gaga' na tatobonan co Utox na nanabakis,pas-vake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
Gaga' na tomobox,misalisin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
Utox,ghost,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hahgob/ hahgop,witchcarft appliance (witch doctor use it for treatment),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qabobing/ qabobo',hat,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sitowing/ siyato',dress,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tominoq/ tominon,weave,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tawyah,belly band,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
banay,men’s earring,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
banay,women’s earring,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
awpon,pants,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
magaleq,torn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qaqsop,headdress,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
lalamo',netting needle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hahabok,belt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kgi,ramie,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qomorom,stain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tiniholot,floating fabric,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
awpon,women’s long pant,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
waay na nanoka',boehmeria thread,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
lalabah/ capang,cloth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
papottrang,makeup and accessories,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tiwayan,traditional blouse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tatohawak,traditional skirt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
amil/ wamil,shoe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
hahabok co olaqi',baby carrier,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
waay,yarn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tatohawak,skirt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bool,codpiece,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tawkan na kari',men’s mesh bag,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tawyah,breastplate,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
oyit,sleeve,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
sitowing/ siyato',jacket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
wakil na tonox,headband (for women’s backpack),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
waay na nanoka',vegetarian linen thread for weaving,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qomagcap,scrape ramie,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kagisi',bamboom back basket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
waqbon,round bamboo basket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kolo'/ bas',bus,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tamayray,bicycle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
gagalgan co kolo'/ aotoan co kolo',station,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
tamayray na kolo',tire,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
parnah/qaso,ship,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kolo',car,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
kolo' na haponeq,train,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
mami',rice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
qosiya',water,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
bowax,rice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/Wenshui_Atayal.xml,standard,Wenshui
