szy,chinese,source,kindOf,dialect,row_type,split
"o cacay a demiad, maladay amin kami tahekal midang.","有一天,我們大家一起去郊遊。",Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sakamo sa ci ama, a mikokay kita to Dieto to pipakalemed ititaan, kyo yadah ko nikaala nomita to niadopan.","爸爸說,我們要感謝祖靈賜福,讓我們有很多獵物收穫。",Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sakamo sa ci ama anobalaki to kako a ladayen ako kiso miadop.,爸爸說等我長大了他再帶我一起去。,Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"matinengay ci ama ako misanga' to bantek, sakamo sa ci ama, sapibihkac to tolakok koyni, sameteken miazih ko nazipaan no aadopen, pazengen ko bihkac i nicolilan no aadopen.","我的爸爸很會製作套索陷阱,爸爸說,這是用來捕抓雉雞的,我們要仔細觀察獵物的腳印,陷阱要放在獵物走的路上。",Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
taloma' to i niyazo' sa ya nikaala a niadopan pawada'en to niyazo'ay a binawlan.,回村時將獵到的獵物和族人們分享。,Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
namakaazih ci ama sakamo sa anoayaw o matinengay a miadopay kiso sa.,爸爸看到後對我說我以後一定會是很厲害的獵人。,Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
anoayaw a maladay aci ama ina tayni.,下次要跟爸爸媽媽一起來。,Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"balaki to kako ayza, konoyen ako ko sapiadop a pana' ato betil, mikilol ci amaan miadop.","現在我長大了,我背起我的弓和箭矢,跟著爸爸一起去打獵。",Formosan-ePark/Final_XML/ep3_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
nayay ko lecohan henay sa matineng toway to no tademawan.,沒有不經學習而懂事的人 (沒有人從一出生就懂得一切),Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nicakayan mapohed, makalamitay mala bodawan ko ngangan.","虛偽之名讓人腐朽,實質的成光耀",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"halipaaninay o mamacakat ko nikaozip, niaaman ko sakaozip o polihic.","賜捨奉獻是創造進步,乞憐是惰落",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mamataay a tatama to tatayna, makilim ko mamocelay a tatayna.","對女人不規矩的男人,其所遇者亦是不矩之女",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
matinengay to likec hakay caay kadamsay ato maliyoh paayaw.,"知道法律的,不一定善良、有正義感",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"sitanengay a tademaw, o sitangahay a kakelidan.","指能力強,聰明的領導者 (有能力的人,有能力的領袖)",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nasandeb masolalis, mabanic ci OO, i loma' henay mihibang sa ko misaydan, azihen henay to cacay a demiad ko ozip sa","○○昨天晚上發燒、腹瀉,醫生囑咐在家休息,要觀察一天",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kyo caay katayza i cacodadan ayza a demiad, misolit to sapatodod i cacodadan to sapihibang a codad.","所以今天無法到校上課,擬向學校請假一天。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"natayza i boyo' miadop, macemot ko piadop.","最近上山打獵,收穫頗多。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
OO nisolitan enem a bolad walo a demiad,○○敬上 6月8日,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mahamin padebo to tood a motaloma' to, nika mabetas ko cacay a bihel.",當他卸完貨準備回家時。忽然發現有一個輪子爆胎了。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
hicahicaen mizawis caay ka ala.,怎麼撿也撿不到。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
imahini sa micaliway kya masingkiay,貨車司機不知如何是好。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sakamo sa: mahica kiso?,"此時,正好有一個精神病患者經過,就問司機怎麼了?",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"han niza kya pacolilay, pasakamo han niza kya masingkiay.","司機想,反正也沒有別的事可做,於是就把事情經過告訴精神病患者",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"sakamo sa kya masingkiay: ""mahini:ay maliyoh to, alaci' o pacolilay ko kawaw iso.","精神病患說:「這麼簡單的問題也解決不了,難怪你只能當貨車司機。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ya toloay bihel simacacay han milicoh ko boloto,你只要把剩下的三個車胎各拆一個螺帽下來,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"patayzaen i mabetasay a bihel, pacolil han tayza i misanga'ay miconos to boloto taneng to.""","裝到第四個車胎上,然後開到最近的修車廠,補上剩下的螺帽就可以了。」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"maseneng mitengil kya pacolilay, sakamo sa: "" sitangah kiso, kya tayni kiso i padekoan no masingkiay? ""","貨車司機敬佩之餘,不禁開口問道:「你這麼聰明,為什麼會住在精神病院?」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"patobeli sa kya masingkiay: ""siimelang kako to singki kyo tayni kako, caay ko nika belilih no mako ko sakatayni. ""","精神病患回答:「我住在這裡是因為我有精神病,不是因為笨!」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
pakongko ci ama i nasandeb matalaw kako ato sabama,爸爸在晚上說的故事 我和弟弟都很害怕,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ko sanglacay waco ko mata lomeniay,1隻白色的狗 2隻眼睛黑溜溜,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ko paboy mababalakas ko tatama halisisip,3隻豬在玩 4個男人在偷看,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ko tolakok koko koko kok i boyo' ci adawang maka,5隻雞一直叫呀叫昇機 在山上被阿達旺釣到,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ko bonac sabelabelat ko tangecepan itiza bili,7顆星星閃閃爍爍 8個奶頭在肚子上,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ko lima mowangic to Di'to ci malataw tangah malatademaw,手斷了哭泣了 瑪拉道神敲一敲變成人,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
palamal sa pakaen to kakawsan mila'dis sa pakaen to Alikakay,火神祭是祭祀祖先 海神祭是祭祀阿里卡蓋,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
niyazo' no Takobowan,達固湖灣部落,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
i tepal no sewi kawcong ko niyazo' no Takobowan,達固湖灣部落位於花蓮市四維中學附近,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o satabakiyay a niyazo' no Sakizaya, o no ayzaay to a lalangawan no Sakizaya itiza.","達固湖灣曾經是撒奇萊雅族最大的部落,也是近代撒奇萊雅族的發源地。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
nidebongan no holam nazikozan malalais ko sakalawpes,"戰敗之後,此地被清軍侵佔,不復存在。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
ayza sa caay to kapapina ko moenengay.,"目前,僅有少數的撒奇萊雅族人居住於此。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
adingo ni Komod Pazik ko midipotay to moenengay i tiza.,"火神Kumud Pazik的英靈,仍人眷顧著這裡的居民。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
niyazo' no Hopo,北埔部落,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nisolitan i codad sa, o nikowanan no Sincen ko Hopo",北埔部落位於新城鄉北埔村,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
namakayzaay i Cipawkan a malimad,"根據文獻記載,北埔最早是由吉寶干部落遷徙至此而建立",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o madipotay no sitangahay Di'to ci Botong ato paodaday Di'to ci Sayon aci Malataw.,"這裡受到智慧之神福通、雨神莎韻,和馬拉道神的眷顧。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
niyazo' no Sakol,撒固兒部落,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"saka singangan no Sakol kya sakol a kilang, naitiza i nozikozan no Ceci padekowan ko Sakol","撒固兒是茄苳樹的意思,原來的撒固兒部落位於慈濟醫院的後方",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"zayhan 34 a mihcaan nama balad, malimad tayza i ayzaay a niyazo'. izaw ko copo kyo sipangangan han to Copo.","民國34年因為大洪水侵襲,遷徙至現在的花蓮市國福里。因築有堤防,而稱為主布部落。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"96 a mihcaan maydih patiko, kyo sipanganganen aca to Sakol.","民國96年,為了追本溯源,正名為撒固兒部落。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o sakol tingalaway a kilang han no Sakizaya. kyo o Sakol sa madipotay no kilang a Di'to,"茄苳樹是撒奇萊雅族的聖樹,因此,撒固兒部落也受到木神的庇佑。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"isasa no toloay kalimoco' a ba'to, kyo o madipotay ni Kabit Di'to sa.","又因位於三角石「神的印記」之下,因此,也受到海神卡蜜德的眷顧。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"tayza mizizaw, miasip to Sokeladi a codad, i nayay ko pahezekan to pinanam","記得有一回去水璉白宮看他,他正努力的透過不甚熟捻且有限的語彙閱讀:蘇格拉底。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"matomes no codad ko loma', mahiza to i pananay a sasing ni Ayinsetan.","他深知書海浩瀚,因此滿屋的書香代表他把學習當做漫長無盡的旅程,心思細膩的他如同門上掛著思考的愛因斯坦圖像。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sakamo han kya itini sa kiso?,曾經問過為什麼不住在部落裡和村人住在一起?,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"""caay ka alawaw! sa"" malecad o mizatengay to ca:nan ko picekol.",「這裡較安靜!」望向遠方的眼神似乎在回憶著什麼;,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"""itini ko kakalokan no nababalaki, o kilang ato lotok tongosay o nakalokan, soni no bali o ngiha' nohni, lala' o ina, tengilen ko kamo mahiza o mabolahay.""","「而且這裡曾是我的祖先耕作的地方,每一棵樹和每一株花草都代表著他們曾經耕作的記憶,這兒的風聲就像是祖先的聲音,土地就像大地的母親。」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mizateng kako, no Di'Di'toan ko nizateng niza, caay ko mamapa:wan, sakaicelang a maozip.","話中充滿了對親人的思念,我想,記憶一旦在靈魂深處造成戰慄與震動,才有可能刻苦銘心地保存下來,並轉化成一股重生的力量吧!",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"milami' i zazan to mahoway, sama', atimsi, makai mokan to sisimalay a boting ato titi, palalamel han misakabi.","晚餐時刻,他隨手摘起路邊的野菜:野茼蒿、山萵苣和龍葵,還和我說吃不慣大魚大肉",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sasa'tim sa to tonoz caay pibakah, sakamokamo sa henay misolit to",這樣混在一起煮成一鍋湯就夠他飽食好起幾天了。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"matabal to sananal, teban no labi taloma'; salihalaw sa i cinizaan. tayza Ciwidian doot to ko zazan","他總是坐早班的列車,然後又坐夜間的火車回家;我擔心他回家後還要驅車回水璉",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
makai milabin. salimolak sa a matawa.,"山路窄小黑暗非常危險,想多留住他一晚。 「回家還怕黑?」他難得看到的愉快微笑。 「況且,我還有家人。」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"pakatawa sa: ""sakapahay a cabay ko tengaan, sananal la'cos caay pakaazih takowanan, kasangilan koheni alawaw macacoli, matalaw kako matengil no miadopay sa.""","他還開玩笑的跟我說:「我的好朋友五色鳥和竹雞,早上若看不到我會心情不好,就會不停的吵架,我怕會讓心神不寧的獵人來找他們麻煩哩。」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"ayaw no 129 a mihcaan, nazikozan malalais","129年前,達固湖灣戰役後",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"caay kapili' ko Pangcah, hang sa midipot to Sakizaya.","阿美族人摒棄了兩族長久以來互相對峙的戒心,接納包容了沾滿鮮血、滿身泥濘,狼狽不堪,冒險跨過七腳川溪的撒奇萊雅族人。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"1878 a mihcaan 9 a bolad 8 a demiad, kakelidan no Holam pacici sa to Pangcah papiazih to pisamsam noheni ci Komod Pazikan","西元1878年9月8日,撒奇萊雅族大阿瑪古穆德.巴吉克慘遭清軍凌遲示眾。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
walo a tatokian ko pisamsam pilabades ta mapatay ci Komod Pazikan.,清將吳光亮強制附近的阿美族人至刑場觀看長達8個小時的凌遲死刑。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ayza o Sakizaya a tademaw macapi to malawpes,"迄於今,撒奇萊雅族人瀕臨滅絕",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"misaicelang to ko tademaw ita, palekal paozip to binacadan",部分後人為了讓族群的文化及宗脈能夠延續、傳承而決定正名。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
kina pinapina ko Pangcah pacokel to kawaw. mikokay ko Sakizaya to pidipot no Pangcah,"在正名的過程中,許多的阿美族人皆能體諒撒奇萊雅族的處境,表達支持,甚至給予協助。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"Sakizaya ato Pangcah matenes to malalamel ko eneng, mapolong ko kawaw to lalangawan",撒奇萊雅族與阿美族在長期混居與文化同質性高的情況下,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"malalamel ko kamo na:yay ko wantan to nakamoan, nika ano politaen izaw ko kasa sizoma.","許多口傳故事的源頭雖早已無法分辨,但細究故事的部分情節仍各顯特色。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
ano azihen ko Sakizaya ato Pangcah a nakamoan to Di'to,比較撒奇萊雅族與阿美族的傳說故事可發現,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
nika payni to icelangay a Di'to ci Malataw kyo pasalisinen.,但後者則因恐其神力、懼其作崇而加以祭拜;,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"ozoma sa i Satokoay baeto a kamo, no Sakizaya sa no Di'to a kawaw, nika no Pangcah sa payni i likisi ko piazih","再者,兩族附會於掃叭石柱的相關傳說中,撒奇萊雅族偏重於神人事蹟,而阿美族則以氏族歷史為主要論述",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
wini ko kasasizomaan.,傳說的文化內涵自有不同的詮釋觀點。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
nika no timotimolan a niyazo' caay to kapolita ko patinako to Alikakay,"但撒奇萊雅族愈往南邊的部落,「Alikakay」所指涉的形象愈加模糊",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
Di'to namin ko matengilay mazihay o Di'to ko malo sasakamowen no niyazo'ay.,"而與當地的鬼怪見聞相混淆,成為當地獨特的神奇傳聞。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
lima amihca kinacacay ko lisin sa;,並為社中五年一祭的傳說依據;,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kaholaman katokoh ayza, o Ciwidian a niyazo' ko sikawaway to la'dis a niyazo'.","而以光復後迄今的採錄資料來看,則屬水璉村最具穩定性",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"nakamowan no Pangcah koyni, nika katokoh ayza sa malasasakamoen no Ciwidiyan a Sakizaya.","並為部落海祭由來的傳說依據。雖然從考察資料得以推測此則傳說可能原為阿美族所流傳,在族群互動下為撒奇萊雅族所吸納,但今日卻穩定的流傳於水璉村的撒奇萊雅族。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
katokoh ayza o Ciwidiyan caay palawpes to la'dis,"由此可見,傳說與祭儀的結合確實為傳說更具傳承穩定性的要素之一,當里漏社的祭儀隨著氏族制度的斷絕後,傳說的穩定性也隨之動搖;而今日水璉村的海祭每年仍持續不斷的舉辦",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sa'timen ko babalaki no niyazo' to nakamoan, kasikazen matalaw ko Di'to no bayo sa.","與海神相關的傳說依然代代傳承而被穩定保留著,部分耆老的心中也仍存有對於講述海神傳說的敬畏之情。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"somamad no waliyan no Pazik i lilis no dadipasan, tiza a lecohan ci Botoc aci Sabak.","太古時期,在花蓮市美崙山東北方靠近海濱的一角,男子福多茲與女子莎法分別出生。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nikasa caay ko ina a nilecohan, Di'to ato lala' ato cikah ko paozipay koheniyan, colal sa i lala' balaki satoway.","但他們並不是母親懷胎而生。而是天神將他們用大地和海鹽來孕育,最後從土地上長成、誕生。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o saayaway no Sakizaya a tademaw koheni. zayhan makay lala'ay tahkal koheni, kyo mala Di'to no lala' han","這兩人是撒奇萊雅族的始祖,由於他們來自土地,因此成為撒奇萊雅族的土地神",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"taling:han noheni masaboyo' sato. kyo o lalacanan han pangangan, o lalangawan no Sakizaya itiza.","他們將吃過的貝殼,在始祖誕生之地堆積成為一座小山丘,因此被稱為「拿拉拉贊婻」,這裡就是撒奇萊雅族的發源地。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"patatenga' ko Sakizaya, o ozip no ina noheni ko lala'",由於撒奇萊雅族人相信土地就是生命,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"molecoh to wawa sa, i potah no loma' milabong to binazo'an ato pona","撒奇萊雅族的母親,在子女出生之後,會把胎盤和臍帶埋在自己家院的土地裡。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"taboen niza ko saloabang no wawa, tayza i kaitizaan no lalangawan no nababalaki, o mahiniyay ko kalacacay no ina ato wawa.","埋在土地之後會化為孩子的守護神,繼續的保護孩子長大成人,直到生命結束。當孩子停止氣息之後,母親的胎盤、臍帶形成的守護神,會將孩子的靈魂包覆起來,引領他一起回到祖靈之地,至此,母親和孩子這一生的緣分才會結束。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"kasadingsingan, palecapoen cini kaka matatengil to sapatizeng to loma', makakilac to kawaw.","春天,萬物更新的日子,哥哥召集他的夥伴一起討論搭建草屋的計畫,分工完成後,便帶著大刀上山。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"silasil han ni kaka ko papah no lalengac i lala', o papazengan to daedac, epah, milongoc to sadipot no Di'to.","哥哥將月桃葉舖在地上,擺上檳榔、米酒,祈求神靈保佑。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"katooday miletek to kilang, aok, oway ato oli'.","接著,大家開始砍集木材、竹子、黃藤和茅草等。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
tocila simacacay miala to talamangaw ato tonoz tayza i pakayingan,"第二天,哥哥和夥伴們每人帶著一隻公雞和糯米糕來到聚會所",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sipacaiten i tongawen kya talamangaw.,將公雞吊掛在刺竹上。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"a mipatodod milongoc to Di'to, miteka sa to misaloma'","向神靈祈福後,哥哥和夥伴們開始搭建草屋",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o sakaka'ay no kasaselaselal sa i tepal mipasobana' to kawaw, malikec ko baloco'","年齡階級的上一級學長在一旁指導,大家分工合作",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o piazih tina kawaw sa, sananalan hakay mahamin to mapatizeng.","依照預定計畫,順利的上午就完成了全部的工作。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"pacoken no babalaki kya talamangaw misalami', malokakanen no misakawaway.","長老們將公雞全部宰殺煮熟,再將雞肉和糯米糕切成小塊,分給全部的工作者。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"awawen no cacay a komong ko katooday a adiwawa no niyazo' malecapo i noayawan no pakayingan, sakamo sa to katooday:","一位長老把全部的小朋友叫到聚會所前,對大家說:",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"""macapi to ko balohay a mihcaan, mahamin to mapatizeng ko loma'","新的一年來了,草屋也搭好了",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"o naayaway mihca a kawaw mahamin to no kasaselal kawawen, maseneng ko babalaki.","年齡階級的青年們把去年所有的工作都圓滿完成了,長老們覺得非常欣慰。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"adasay mapada'so ko adiwawa namin kapah limolak ko kabalaki!""",同時也在這裡祝福各位小朋友們平安快樂的長大!」,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
