tay,english,source,kindOf,dialect,row_type,split
cyo so ini pema qba?,Why didn't you wash your hands?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pema co kisa.,I will wash my hands later.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cya so hmcwa coni?,What were you doing just now?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mnwah co hkangi sesiy.,I went to meet the teacher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
masoq so mqwas biro laga phcwa so la?,What are you going to do after school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa co moyax la.,I will go home directly.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
masoq mqwas biro hiya ga mosa ino?,What is she doing after school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa mstopaw myogi hiya.,She is going to go dancing.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
Sayon cyan so maki moyax?,Sayun are you home?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, owah cka.","Yes, come on in.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Yabong, cyan so maki moyax?","Yabung, are you home?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini kaki moyax Yabong ay! kingan ga Ipay, maki yaw ga? mwah ga kyalaw mo Yabong.",Yabung is not at home. I am Ipay. What can I do for you? I will let him know when he comes back.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cimo ga ima lalo?,Who are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Yaki, cami ga yaway ki yayot, gwahi blihon ha.","Grandma, we are yaway and yayut, please open the door for us.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
ima a?,Who is it?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"kingan ga Toli, nyan co mwah khangi Yokan.","I am Toli, I am here for Yukan.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
Yaki nyan co mwah mkan mlaw iso la.,"Grandma, I am here to see you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"bsyaq so ini owah la, krmaton miso calay.",You haven't been here for a long time. I missed you so much.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Komo, nyan co mwah cisan iso la.","Kumu, I am here to play with you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"nahay owah cka, bsyaq miso mna la.",Come on in! I have been waiting for you for a long time.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"noya mo ngahi qani, tlami maniq.",This is the sweet potato I grow. Try it!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
lbing niqon ngahi qani.,The sweet potato is so sweet.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"owah! qani ga pinnoya mo bway khoniq, tlami maniq.",Come here! These are the fruits I grow. You should try it.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
lbing bway khoniq qani.,The fruit tastes sweet.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
tama! qani ga noya mo qcyay tlami maniq!,Take a seat! You should try some organic corn that I grow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
o! lbing calay niqon qcyay qani.,Wow! The corn tastes so sweet.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
qaniq so onak ga?,Do you want some oranges?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"iyat co kaniq onak, kaniq co ringo hiya.",I can't eat oranges. I will have some apples instead.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
kaniq so pinkan ga?,Would you want some cookies?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"oya, siyan mo maniq.","Sure, I like it very much.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
taqay mo bway khoniq pniqay miso.,Let me peel the fruit for you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"mhoway so, piyox boq bway khoniq qani.",Thank you. This fruit is so juicy.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mala co qsya pboxay miso.,I will bring you some water.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"klokah maniq, piyox hnapoy mo rramat.",Enjoy yourself. I cooked a lot of dishes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
o! shiya calay niqon.,Oh! It smells good and looks delicious.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"klokah maniq, piyox ramat nyan na.",Enjoy yourself. There is a lot more.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"han, mhoway so.","Okay, thank you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"klokah maniq, piyox ramat nyan na.",Enjoy yourself. There are plenty here.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"piyox wan mo niqon la, iyat co kaniq la.",I ate a lot and couldn't eat any more.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
kisa sesiy ga rayon cimo nya rgyax.,I will take you to the mountains today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
kmayan Yaya maha piyox koy rgyax.,Mom says that there are lots of mosquitoes in the mountains.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
kisa sesiy ga rayon cimo nya qmayah.,I will take you to the fields.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa ta tmaroq mqomah ga?,Are we going to loosen the soil?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
rayon ta nya gong sesiy.,Teacher will take us to the riverside.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
rayon ta nya rgyax sesiy.,Teacher will take us to the mountains today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
mosa ta gong kisa ga?,Are we going to the riverside today?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"iyat, rayon ta nya rgyax sesiy.","No, our teacher is going to take us to the mountains.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa ta rgyax kisa ga?,Are we going to the mountains today?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"iyat, mosa ta qmayah kisa.","No, we are going to the fields.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"sesiy, mosa ta mangay nano kya gong?","Teacher, what are we going to see at the riverside?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
mosa ta mangay tong mlaka kya.,We are going to see dragonflies.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"sesiy, nano salon ta mangay kya rgyax?","Teacher, what are we going to see in the mountains?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa ta mangay cyocyo qpiray.,We are going to see butterflies.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa ta mtiyaw nano kya qmayah?,What are we going to do in the fields?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"mosa ta moya qcyay kya qmayah, pnbaq ki maki paro nya ro oying ay.","We are going to see the corn we grow in the fields, but you need to be aware of the ants and bees.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
sesiy mosa ta mlngyaq kya gong ga?,"Teacher, are we going to swim in the river?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"iyat, mosa ta mangay 'tong kya.","No, we are going to see dragonflies.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"sesiy, mosa ta moya rramat kya qmayah ga?","Teacher, are we going to grow some vegetables in the fields?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa ta tmaroq kmayah kya.,We are going to loosen the soil today.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyan mlaka kya 'tong nya.,There are dragonflies flying around.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
coni nanak na kintayox co minqyanox na 'tong na.,Today is the first time I see real living dragonflies.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyan mlaka kya cyocyo qpiray.,There are butterflies flying around.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"wa! siyan mo calay cyocyo qpiray qani, betonox calay.",Yeh! Wow! I love butterflies. They are very beautiful.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"iyat cyocyo qpiray qaca, qaca ga oying.",Those are not butterflies. They are bees.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"wah mangay cqani, laxi osa thiyaq ay!",Come here and take a look. Don't go too far!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"oya, iyat cami qbaq mosa thiyaq.","Got it, we won't go anywhere too far.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"laxi ktlyom ki, thoway hmkani ptakoy cimo la.",Don't run and walk slowly lest you fall down.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
smoya cami maha nway helax ktalan.,I want to see them right away.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
maha so nano mosa saliq?,How do you go to the block-house?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
qmoyit co toroy mosa qmayah.,I drive to the block-house.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
maha nano mosa byo'ing hiya?,How does he go to the hospital?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mhkangi mosa byo'ing hiya.,He walks to the hospital.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
gmlox so nano mosa ponxo?,How do you go to Penghu?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
gmlox co kaco plaka.,I go to Penghu by plane.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
gmlox co kaco gone mosa ponxo.,I go to Penghu by boat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
gmlox so nano mwah moyax?,How do you go home?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
gmlox co baso renki mwah moyax.,I go home by MRT.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
Sayon gmlox so nano mwah mqwas biro?,How does Sayun go to school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
gmlox kisya mwah mqwas biro qa Sayon.,Sayun goes to school by train.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
Yokan ga gmlox nano mosa kyokay?,How does Yukan go to church?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
gmlox zitensya mwah kyokay qa Yokan.,Yukan goes to church by bicycle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
gmlox so renki baso mosa mqwas biro?,Do you go to school by MRT?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"iyat, gmlox co baso mwah mqwas biro.","No, I go to school by bus.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
qmoyit so zitensya mwah mqwas biro?,Do you go to school by bicycle?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, qmoyit co zitensya mwah mqwas biro.","Yes, I go to school by bicycle.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
gmlox so kawtey kisya mosa takaw?,Do you go to Kaohsiung by High Speed Rail?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"oya, gmlox co kawtey kisya mosa takaw.","Yes, I go to Kaohsiung by High Speed Rail.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mosa so takaw ga gmlox so kisya ini ga kaco plaka?,Are you going to Taitung by train or by plane?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"gmlox co kaco plaka, thoway qa kisya hiya.",I will take the plane because it is faster than the train.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"mosa so kyokay ga gmlox so baso, ini ga qmoyit so toroy nanak?",Are you going to drive to the church or take the bus?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"qmoyit co toroy mosa kyokay, thoway gmlox baso hiya.",I will drive to the church because it is more convenient than the bus.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ksobih moyax mamo tbesan qeqaya?,Is the market close to your house?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"thiyaq hayi, qmoyit co otobay mosa kya tbbesan.","No, it is not, so I always ride the motorcycle to the market.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ksobih kya pqwasan biro qa sskwan pila?,Is the post office close to the school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"sobih, hkangi lga tehok la.","Yes, it is within walking distance.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ksobih kya eki baso nniqan?,Is the restaurant close to the station?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"mhtox so eki baso lga, kya hayi magan cpong lga tehok la.",It only takes five minutes after you walk out of the station.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
maki ryax hngawan so?,Are you available today?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
hmcwa ga?,What is the matter?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
wah co mkan iso.,I would like to visit you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
maki yaw mo coni iyat co paki moyax. babaw nya ki.,I am out today. How about another day?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
phngaw so cogan hiya ga? babaw knryax halay miso khangi.,"Then, are you available tomorrow? I'll visit you tomorrow afternoon.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
oya ga nnay miso moyax.,"Sure, I will wait for you at home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pqotay miso ana co mosa magan hngya'an? sskwan mo.,Would you mind if I do the voice recording? I would like to keep a record.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya ga, wali nano.",Sure! No problem.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ana co magan syasing?,Would you mind if I do the video recording?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini co kbtonox ktalan, ro ini mo spyoci qa sskwan qeqaya, ana moqo la.","No, I am plain and the warehouse hasn't been tidied up yet.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
nano si co psyasing nanak la.,Then I will just take photos.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
laxi psyasing oyi.,No photographing either.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mhoway so baqon miso maqot kmayan.,Thank you for accepting the interview.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"wali nano, nano pqoton so kmayan?",You are welcome. What would you like to know?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mrkyas so cyonga ga nano pintyawan so?,What do you do when you are young?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"nalan co knsat cyonga, ana ga nyan co mhngaw la.",I was a police officer but I am retired now.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
mwani ga cyan so mtiyaw na?,"Then, are you working at the moment?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
nyan co mtiyaw gako pqwasan biro.,I am working at school.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"pqotay miso kmayan, cyan maki qalang laqi so oyi?",Do your kids live in the tribe too?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"ini, laqi mo ga maki kya qalang te hogan.","No, my kids are all living in the city.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
iso nanak maki kya?,"Then, do you live by yourself?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"cyan co qmayat qotox hoyil ro qotox qbhniq, naha ga qotox moyax myan oyi.",I also keep a dog and a bird. They are my family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"cyan co qmayat qotox ngyaw oyi, msbes ki qinyatan ga baq mlhax.",I have a cat too. I won't get bored with the company of my pet.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pqotay miso kmayan kora yaw na psaniq gaga na pqalop.,I would like to ask you about the taboos of hunting.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini kpiyox ciyan qbaqon mo, ana ga ktwa qnbaq mo ga kyalaw miso.","I don't know much about that, but I will tell you everything I know.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"qeqaya na pqalop mamo, maki psaniq nya oyi?",Do you have any taboos about hunting weapons?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
qeqaya pqalop myan qani ga ini tringi na kneril.,Our hunting weapons are untouchable to women.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ana msqon cimo kneril mosa qmalop oyi?,"Then, can women go hunting together?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini, kneril ga ini kbaq qmalop psaniq.","No, women cannot go hunting either.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Pasang, oka qwaw moyax la, osa mes bicyo iso.","Pasang, our home is out of rice wine, please go and buy some.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"cinoyok maki qotox yoyot na, ana ini osa mbes.","There is still one bottle left in the kitchen, so there is no need to buy one!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini ktnaq qotox yoyot, osa mbes saying yoyot loyi ha.","One bottle is not enough for me, go and buy two more back.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"pbes co qwaw, cyan cimo ptbes?",I am looking for rice wine. Do you have any rice wine?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"maki, pisa beson so?",Yes! How many bottles do you need?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"saying yoyot, ro qotox cnabo bwax.",I want two bottles and a pack of rice.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"nyan cqani bwax, nano bbeson so loyi?","Here is the rice, what else do you need?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"pbes co bato, maki?","I want some eggs too, do you have some?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
wayan soqon mbes bato myan la.,We are out of eggs.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pbes co lokos.,I want to buy some clothes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
nano qa siyon so lokos?,What kind of clothes do you like?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pbes co r'tong qogox nya.,I want to buy the clothes with short sleeves.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
hmcwa mtalah qani hiya?,How about this red one?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
maki minnanak patas oyi?,Do you have another color?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
