tsu,chinese,source,kindOf,dialect,row_type,split
"pantomo socaefi cimo 'ongteng to koyai, yainca: "" teko hafa si oko ho poa aitneni, mo na'no covhi 'o vioing, teko 'ongteng e koyai'o ho ohne'e! ""","有人開車經過,說:「你要帶小孩去看病,醫院很遠,你開我的車去吧!」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'e mo'o ne mico sʉc'ʉhʉ to eki no vaso, yo'sipeohʉ to koyai ho noezoho to vaso, ho zongvi no ohtomo meoino vioing.","mo'o到了公車站以後,下車改搭公車,準備到大醫院。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne mico sʉc'ʉhʉ to eki no koyai no ea pozo, 'o mo'o mico nooski to koyai no ea poso 'e mo'o ho zongvi no ohtomo meoino vioing to 'maci.","公車到了火車站以後,mo'o又繼續搭火車,準備到都市的大醫院。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mico sʉc'ʉhʉ to 'maci 'o koyai no ea pozoa, oheivho to somayahea ci koyai no ea pozo, 'e mo'o ho zongvi no ohtomo someoisa ci vioing to 'maci.","火車到了都市以後,mo'o又搭上高速鐵路,準備到大都市的大型醫院。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mico yo'siepohʉ to somayahea ci koyai no ea pozo 'e mo'o, pantomo mainca: "" sengsei, teko hafa si okoso ho ohta hoosing ho yoyaso? mo na'no cʉecʉ 'e ki'po naitan'e! ""","mo'o從高速鐵路下車,有人對他說:「先生,要帶你的小孩到火星上玩嗎?現在票價很便宜喔!」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'vaho mainca 'e coo eni: "" tetoco smopayo ta thaikong choangmia tec'o miteohi tec'o meʉc'ʉhʉ to skoskopnasi to hoosing. ""","那個人又說:「現在,搭乘我們的太空船,只要三天就可以飛到火星上了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"baito ta sasing 'e mo'o, afnaso yamci homo meelʉ meiyaafo ta cikio si t'hai kong coang. ho maezo a'ʉmtʉ meelʉ nooskopʉ ta hoosing.","mo'o看著那個人的影片,覺得非常驚奇。太空船可以飛出地球,也真的可以降落在火星上。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"aemo'aoc'o. ea so'ta fngoo ta mo'o ci t'ee no zomʉ, isico ptasmomia 'e mo'o, 'iamo moc'o yacei ne soni.","突然之間,有鳥大便在mo'o的頭上,mo'o被嚇醒了,原來他剛剛在做夢。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mico esmi to 'oyona baito no amamio, isi bomemeala aotothoma ta 'oisasang si amamio ta voyo.","到了診所以後,醫生很細心地幫voyu治好了病。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"emoovei ta ceonʉ, yainca no 'tohʉngʉ ta mo'o: "" la na'nosino o'te mici amiocni ta anana'o 'oyona yatatiskova tan'e la mici ohneno? i'o yatatiskova ta'e, la mici ohtan'e. na 'tohʉngʉ ta yatatiskova la asngʉcʉ tata'e no asohco ʉmnʉ no ataveisi, ho ta'payo'a na kaebʉ. ""","回去的路上,mo'o心想:「人們為何總是不願意安靜地待在原地呢?這裡的人想到那裡去,那裡的人又想到這裡來。人的心一直希望未來會更好,卻忘了現在的快樂。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'vaha tao 'to'tohʉngva ta mo'o: "" at'inghi, mosola maezo novaevoezoho ta foengo na niala mamameoito, a'fihnana smo'apangʉ ho piepiini nomo faeva ci sima. ""","mo'o又想:「不過,我們的祖先也在山裡四處遷徙,甚至也乘船在海上四處尋找新的島嶼。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
""" o'aisi cohivi, nenosino tenala a'ʉmtʉ yone hoosing 'e yatatiskova. ""","「也許有一天,人們真的會住在火星也不一定。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo ea emocaefi cimo yonto ootovai ci yatatiskova, ho yainca: 'e voyo, tesi hafa ovo ta amoso na soo? temo mimho honci'o hafa moo? ""","有人騎車經過,說:「voyu,你爸爸要帶你去哪裡?要不要我載你們去?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"ne moson'a aʉlʉ yayo 'e voyo, toehongo baito, acʉhʉ mainca, na'no kavai ci oko!","voyu剛出生的時候,大家看到他,都會說,多麼可愛的小孩啊!",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"toaveiveia to ta'esi, i'e kavai ci oko yosohci hoco aezoho ci oko no hahocngʉ. la maviya ho mayo to hasi, boemi ta maviya ho tmopsʉ, mazo maviya ho mali.","幾年以後,可愛的小孩長大變成小男孩了。他用左手拿筷子,用左手寫字,也用左手丟球。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca to inosi 'o oko no hahocngʉ: "" teko boemi ta vhonaso ho mayo ta hasi, boei ta vhonaso ho tmopsʉ, boemi ta vhonaso ho mali, mo'so acʉhʉ maica 'e yatatiskova ta sekai. ""","媽媽跟小男孩說:「你要用右手拿筷子,用右手寫字,用右手丟球,因為世界上的每一個人都是這樣的。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'amo tmalʉ to e'eto inosi, la asngcʉ nac'o ho yʉesʉ 'o inosi ho yainca: "" a'ʉmtʉ kavai ci oko, maincis'a maviya? hocihe cohivi no mocmo mate yaineno? ""","小男孩不聽媽媽的,媽媽經常難過地流淚說:「這麼可愛的孩子,怎麼會是一個左撇子呢?要是被別人知道了怎麼辦?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne mohco sasmoyʉskʉ 'e oko no hahocngʉ, la kaebʉ sasing, at'inghi 'oha vengli homo boemi ta veina. la kaebʉ boemi to tengnao, at'inghi mo 'oha sonʉ ho isi titheni ta maviya 'o hoasoo.","小男孩長大以後,喜歡拍照,但是左手用相機很不方便。男孩喜歡用電腦,但是左手用滑鼠很不方便。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yanto 'oyona tmopsʉ 'e oko no hahocngʉ, la meelʉ iachi boveici boemi ta vhona, lasi ocia o'te poa cohivneni to mocmo, homo ih'ono timaviya ta sekai ci yatatiskova.","男孩在學校,會勉強自己用右手,因為他不希望大家知道,他是這個世界上唯一一個喜歡用左手的怪人。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo ea cono hie, isi acʉha poa eepianeni to senseihe 'o emocohe..isi ta'payo'a ta oko no hahocngʉ, hote eepia 'e vhona, tomo cono toongko isi ih'ona eepia 'o veinasi. toehonga mi'osni ho cocvo.","有一天,老師要大家把手舉起來。男孩忘了要用右手,全班只有他舉起左手。大家看了都嘲笑他。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne mico maine'e, ma'tipfongʉ ho emamaine'e 'e oko no hahocngʉ, ao'pova ta tanivo ho yainca: "" voyo 'amoc'o h'onasi ta hin'i, 'amon'a botngnʉ ta sekai 'omo totiski soo ho kaebʉ timaviya. ""","放學的時候,男孩傷心地走回家。tanivu安慰他說:「voyu,你只是和他們不一樣,世界上還有很多人也都跟你一樣喜歡用左手。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"aiti tomo mali ci yatatiskova homo maviya ho mtokʉ to mali, mi'osni ho yainca: "" 'oaa maka'ʉc'o meimacongo si maliso, teko i'opo a'mia ho aʉsvʉtʉ? na'no yanci 'e oko no hahocngʉ homo teolʉ, tomo yonto 'oyona peispak'i mali homo 'enepio 'omo maviya ho mtokʉ to mali. ""","打球的人看到男孩用左手丟球,對他說:「哇!你的球速好快喔,你要跟我們一起練球嗎?」男孩很驚訝地發現,球場上還有好幾個隊員也是用左手丟球。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"isi yot'inga ta pasoya ho yainca: "" pantola kaebʉ tivhona, pantola kaebʉ timaviya. mo ake'i botngonʉhe 'ola kaebʉ tivhona, 'ola kaebʉ timaviya ho seikaco ci yatatiskova mo 'ohahe vengli, 'ko'ko 'omosola kaebʉ timaviya ci yatatiskova mo epei no tiezoha ho tithahe 'e vhona. ""","Panaya回答說:「有人喜歡用右手,有人習慣用左手。喜歡用右手的人比較多一點,喜歡用左手的人生活會比較不方便,所以很多本來喜歡用左手的人都選擇改用右手。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta tanivo: "" isico aosohca 'ohana loeta teolʉi 'omo timaveiya ci yatatiskova, mico'so acʉhʉco epei no tiezoho no tivhona, mo koa vengli ta seikaco, a'fihna co maezo kakotia 'ola smo'eo cocvo. ""","tanivu又說:「於是,愈來愈難看到喜歡使用左手的人,因為他們都選擇改用右手,除了生活比較方便以外,也比較不會被嘲笑。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"toocosi ta tanivo: "" 'emo kabʉ timaviya ci yatatiskova o'ala smo'eococvo tomo tivhona ci yatatiskova, mainci lahe 'ahʉya so'eo cocvi ta mo tivhona 'emo timaviya ci yatatiskova? ""","tanivu問道:「喜歡用左手的人不會嘲笑喜歡用右手的人,那為什麼喜歡用右手的人要嘲笑喜歡用左手的人呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"yainca ta tanivo: "" 'e bʉvnʉ eni faeni soo, 'aveoveoyʉ, ta'o eʉsvʉta to ino'o, mi'o bohngʉ tomo 'enepio cimo maezo a'o ho kaebʉ timaviya ci yatatiskova. ""","tanivu說:「這朵花送給你,謝謝你。我回家會跟媽媽說,今天我認識了許多跟我一樣喜歡用左手的人。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"tiyova ta paicʉ si bʉvnʉ, i'vaha mi'osni ta tanivo si paicʉ ho yainca: "" tena ea conci hie, tako ahtoo'te yopteilʉ nomo totisi soo ci nanghia. ""","paicʉ收下花以後,tanivu又對paicʉ說:「有一天,你一定也會遇到跟你一樣的朋友的。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
ne mio miezoho 'o oko no mamespingi ho faeni tomo h'onasi ci mamespingi.,"於是,女孩轉身把花送給了另一個女孩。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'o ak'i ta voyo atva'esino kokaekaebʉ to sekai ci yatatiskova. opena homo baito nomo maineno ci yatiskova, la conino kaebʉ cocvo.","voyu的爺爺是世界上最快樂的人。不管看到什麼人,他總是很開心地笑著。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mi'ono ta ak'i 'e voyo ho toocosi ho yainca: "" ak'i, te yaineno te meelʉ mais'o soo ho kokaekaebʉ? ""","有一天,voyu問爺爺說:「爺爺,要怎麼樣才能跟你一樣快樂呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yot'inga ta ak'i na taini: "" i'omo so'ʉmnasi,la faeni to nanghiaso, tekoco meelʉ mais'a a'o ho kokaekaebʉ. ""","爺爺回答他:「把你覺得最好的,分享給你的朋友,你就會跟我一樣快樂了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"pantote biebiimi ta voyo ho yoyaso ci nanghia, i'e voyo poa yoevahneni to nanghia 'olata so'ʉmnʉa ci ootovai at'inghi o'a isi ʉmnʉa to nanghia.","voyu的朋友來找他玩,voyu把他心愛的摩托車借給朋友,但是朋友卻不喜歡。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e voyo ita sootai si nanghia ho poa miski to lata soʉmnʉa ci emoo 'e nanghia, at'ihnghi o'a isi ʉmnʉa.","voyu招待朋友到他心愛的家裡住,但是朋友卻不喜歡。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca no 'tohʉngʉ ta voyo, honci'o man'i ci peiso, te meelʉ man'i nate phini ci macocoma, teheco yaeza ʉmnʉa to nanghia'o.","voyu想,如果我有很多錢,就可以買很多東西,我的朋友也會喜歡我。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mico 'anana'o yaahioa, at'inghi o'amo man'i na lasi yaa ci peiso.","他非常努力地工作,但是卻沒有賺到很多錢。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e voyo nac'o ho toocosi ta ak'i ho yainca: "" ak'i, i'oco faeni to nanghia 'o so'ʉmʉnasi a'o, mancis's o'amo h'onano hoaeca kaebʉ? ""","voyu傷心地問爺爺說:「爺爺,我把最好的都分享給朋友,但是為何我並沒有覺得快樂?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta ak'i: "" i'oteko peela faeni to nanghiaso, o'as'a inac'o macocomaso, maitono ootovai, emoo, peiso. ""","爺爺說:「你能夠分享給你朋友的,並不一定是你所擁有的東西,像是摩托車、房子、金錢。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta ak'i: "" ahoi ne na'no aoyosi, i'o nia mamameoito mohcoc'ola nochʉmʉ tan'e ho seikaco, at'inghi o'ateto peela yainca, mitoco ea toci, ea 'e'evi, ea etʉpʉ. ""","爺爺說:「從很久很久以來,我們的祖先就一直在這裡生活,但是我們不會說,我們擁有土地、擁有森林、擁有海洋。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta ak'i: "" isi taooa ta toci na a'to, isi tanoa ta 'e'evi na a'to, isi tanoa ta etʉpʉ na a'to """,爺爺說:「是土地擁有我們、森林擁有我們、海洋擁有我們。」,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta ak'i: "" mito noepohʉ ta aaskiti ta etʉpʉ, mei'osni ta poepe, psoetiskovi ta hie a'to, mito yonsoo, moftifti'i co t'ohoto, 'amicoeno na'no ʉmnʉ ""","爺爺說:「現在,我們兩個人在海邊,風吹過來,陽光照射著我們,我們呼吸,我們心跳,這是不是很美好呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"aiti ta voyo simo yonta easi t'ango cimo mehacni ci bʉvnʉ, cocvo ho mi'osno to ak'i ho yainca: "" ak'i, os'oco cohivi 'aveoveoyʉsoo! "" mo ohne foengo 'o voyo, ho yapneni 'omo man'i ci tane no bʉvnʉ.","voyu看到腳邊的一朵花,笑著對爺爺說:「爺爺,我懂了,謝謝您!」voyu到山上,撒了很多很多花的種子。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"ta hofongahoa, bʉngcʉngcʉ 'o bʉvnʉ. na'no 'makaebʉ 'e voyo. mi'osno ta ak'i ho yainca: "" ak'i, a'ʉmtʉs'a 'aveoveoyʉsoo, os'o ocia faenisoo 'e bʉbʉvnʉ tan'e. ""","春天到的時候,山上開滿了花。voyu的心裡覺得很開心。他對爺爺說:「爺爺,真的非常謝謝您,我想把這片花海分享給您。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yot'inga ta ak'i ho yainca: "" honciso mimho, teko meelʉ ohta foengo ho to'osni a'o ho emʉ'a 'omo kahkʉmnʉ ci evi. ho tac'o toseconia no ataveisi, mi'o mici mais'a tamo kahkʉmnʉ ci evi, ho aiti 'emo bʉngcʉngcʉ ta foengo ci bʉvnʉ, ho i'ola meove ta etʉpʉ ci hie. ""","爺爺回答說:「如果你願意的話,你可以到山上幫我種一棵大樹。一百年以後,我還想像那棵大樹一樣,看著滿山的花朵,還有海邊的落日。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"opena ne aoyosi na ohola tanoa ci macocoma, ho tac'o mcoi 'anate tanoa. na tekon'a tanoa, 'ano 'o isico socaefia ta nsooso ci lekisi.","不管你過去曾經擁有甚麼東西,死後都將不再擁有它。你所擁有的,是你的生命所走過的歷程。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e tanivo ho amosi mo yonto mo nocmo'o to 'e'evi ci hosa, homo maihola tosvo, la ahtoo'te fiho to amosi ho iepoepohʉ yaahioa ta 'e'evi.","tanivu和爸爸住在靠近森林的一個小部落,每到假日,她都會跟爸爸一起去森林裡工作。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no mao'to'tohʉngʉ 'e tanivo, lasi peela tasvʉta te pio ci macocoma 'emo conci evi, na hia yomayahe to yaskʉ, na hia meiepe ta yotoka hmo mofti'i.","tanivu很聰明,可以計算出一棵樹木能製造多少木材,魚兒游泳的速度,兔子往上跳離地面的高度。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"hola yonta 'oyona tmopsʉ mo somelala homo tmasvʉtʉ lasi peela tasvʉta 'omo asa'ohe ta nenglei, ho ngoveo ci hia tmasvʉtʉ.","她在學校是學習能力最出色的學生。她可以計算出超過她年齡程度,複雜的數學題目。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"osico pocngofa to senseisi ho poa yone yafana ho tmopsʉ, te meelʉ asohco man'i na tisi cohivi.","於是,老師推薦她到鎮上的學校讀書,在那裡她可以學到更多知識。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ohtomo faeva ci 'oyona pmopsʉ 'e tanivo, o'amo h'onano kaebʉ, mo'so koa'onga ci snʉfʉ, mo mih'onasi to toongakosi, acʉhʉ o'te kaepa no'opo ho tmopsʉ.","來到新學校的tanivu,生活並不快樂,因為她的皮膚是黑色的,和同學們不一樣,大家都不想跟她一起讀書。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"at'inghi 'e tanivo o'amo asngʉcʉ ma'nanac'o. mo mici, akoyono atva'esi ci hakase.","不過tanivu並沒有一直沉浸在悲傷中。她有個願望,希望能成為一位出色的科學家。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mohco sasmoyʉskʉ 'e tanivo, mohcola atavei kengkioing, ho poa toesoso 'o hooceng.","tanivu長大後,成為了一位研究員,負責讓火箭飛行。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"to lasi yoni yaahioa acʉhʉc'o maamespingi. toma h'onasi ci hioa acʉhʉc'o haahocngʉ, ihe yainca no 'tohʉngʉhe to haahocngʉ o'amos'a mao'to'tohʉngʉhe 'o maamesoingi.","她工作的部門全都是女性。其他部門都是男人,因為男人覺得女人不比他們聰明。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"mo mici ohsohco 'e tanivo, isi'so yainca to taayaezoihe: "" teongasi! o'ates'a ahto seikoo 'e maamespingi! ""","tanivu想要升職,可是她的主管說:「放棄吧!女人是不可能成功的!」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"a'fihnano isi teolʉi ne isi e'ayomoni to koosi 'omo faeva ci tengnao ciso, tesico hioa 'o lasi lehihioa.","另一方面,她發現公司引進新的電腦技術,隨時會取代她的工作。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mico afnaso bitotonʉ yaahioa, ho poa ohsohco 'o tonʉsi, ho po'pacohivi 'omo noteoyono aʉsvʉtʉ tano faeva ci ciso.","她更加努力工作,提升自己的能力,並教導同部門裡的同事們學習新的技術。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo conci hie, mo kozo 'o tengnao ta koosi,o'ano maito esvʉta no poa toesooso 'o hooteng.","有一天,公司的電腦故障了,火箭沒有辦法按照原訂計畫起飛。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne mio 'e tanivo acʉha engohca, ho teovahi 'o tengnao.","於是tanivu帶領大家,修復電腦。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"biftongʉ ta mao'to'tohʉngʉsi ho toaveiveia bitotonʉ yaahioa, i'vahan'a tasvʉta 'o ceonʉ ta hooceng, acʉha sose'va 'o mongtaisi, hoco pnaeni ne engca 'o hooceng.","靠著她的才智與多年的努力,重新計算出火箭的軌道,排除各式各樣的問題,讓火箭發射到外太空。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"aiti to taayaezoihe, 'e tanivo mo a'fihnano totontone to tmasvʉtʉ, ho taso 'o lasi hia aʉt'ʉt'ʉcʉ, osico poa ohsohco no lemahafo.","老闆發現,tanivu不但數學能力優秀,管理能力也很出色,便把她升為主管。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"ahoine nio, mohcola meelʉ noteoyono yaahioa 'e haahocngʉ ho maamespingi, 'ana ohela hopot'fʉnga ta haahocngʉ 'e maamespingi.","從此以後,男人和女人都可以一起工作,再也沒有男人瞧不起女人。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne aoyosi ta isi yainca 'kngʉya ci hosa, to hosa to ic'o mo cihi ci oko no mamespingi zoo tanivo 'o ongkosi, lasi na'na kaepa efo'a to ceoa 'o 'tane.","從前在肯亞有一個小部落,部落裡有一個小女孩叫作tanivu,她很喜歡把種子放到土裡。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e tanivo la asngʉcʉ yonto papai ho yaaioa ac'ʉhʉ ho tac'o meove 'o hie, mico 'eopsi 'anala honga 'o bʉbʉvnʉ ho kokozo, tac'o tetohʉyʉ maine'e.","tanivu經常在田裡工作到太陽下山。等到天黑,看不到花花草草了,她才知道應該要回家了。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo na'no ʉmnʉ ci fngoo 'e tanivo, ho meemealʉ tmopsʉ. to isi yoni ci 'kokahe na'no botngonʉ 'ola o'te meelʉ tmopsʉ ci 'o'oko no mamespingi, mo mici maezo to haahocngʉ ho tmopsʉ, at'inghi o'te tiyova to emoo.","tanivu的頭腦很好,很會讀書。在她的國家裡很多女生都不能去上學,她想要像男生一樣去上學,但是家裡不肯。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"moso cono hie, 'o ohaevasi no hahocngʉ osi toocosi to inosi: "" mancis'a o'te tmopsʉ 'e tanivo? mipiohi no ataveisi, 'o maameoisi iheco poa fiho ta ohaevasi ho tmopsʉ. 'o tanivo. ""","有一天,tanivu的哥哥問爸爸媽媽:「為什麼tanivu不去上學呢?」過了幾天,爸爸媽媽才讓tanivu跟著哥哥一起去上學。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"na'no meemealʉ vengkio homo yonta 'oyona tmopsʉ, ne mohco sasmoyʉskʉ ohne ngikoko ho tmopsʉ, na'no 'co'cohivi 'omo mav'ov'o ci cacʉfea.","她在學校學得很好,長大後出國去讀書,非常瞭解各式各樣的植物。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
homo yone ngaikoko ho tmopsʉ lasi asngʉcva talʉa 'o ohaevasi ne hosa. a'fihnano ocia to'osni 'o hosa ho poa ʉmnʉa na seikacohe.,"在外國讀書的時候,她經常會想起家鄉的哥哥。也因此,她想要幫助家鄉的人民過更好的生活。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"toaveiveia no ataveisi, mohcola maine'e to hosasi, at'inghi na'no aezoho kozo 'o aokokoyongo to hosa.","幾年後,她回到了家鄉,但是家鄉的環境已經變得很糟糕。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"hʉepʉnga 'o 'e'evi, 'anala elʉ no toapio no pei'i 'o maamespingi, la asngʉcʉ siyo 'o yatatiskova.","森林都被砍光了,婦女們找不到柴火做飯,人們經常餓著肚子。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ekeololvi 'o c'oeha, ak'anaco ci isi titha seikaco ci chomo ta yatatiskova.","河流已經乾枯了,人們生活裡沒有水可以使用。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"acʉhʉco pkaako 'o zomʉ ho yoansoo, ok'aco ci isi talʉi cimo moengʉ homo moni ci zomʉ, maezo ok'ana ci isi teolʉi cimo peyayofʉ ci yoansoo.","鳥類和獸類都離開了,聽不到好聽的鳥叫聲,也看不到奔跑的動物。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
na'no noana'o nac'o 'e tanivo. o'a isi cohivi te yaineno.,tanivu難過了很久。不知道該怎麼辦。,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ta'esi, te akoyono ohne foengo. ho miyapo to hioyapo, ho mʉ'neni tomo coni ci evi 'e hosa.","後來,她決定走到山上,播下種子,為她的家鄉種下一顆樹。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ok'a ntʉhano miyapo 'e tanivo, ho ok'a ntʉha no mʉm'ʉ ta evi, akoevano poa yoovei yongho 'e hosa.","tanivu不斷地播種,不斷地種樹,希望可以恢復從前美麗的家園。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
