dru,english,source,kindOf,dialect,row_type,split
oaha'a,cook (rice/meat/yams),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
topa'ai,"dry (e.g., drying clothes in the sun)",Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
oka'o acilai,draw water with a ladle (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
padhaace acilai,drain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
to'ake'akene,"pack up (imperatives, as in pack up)",Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
topa'ai,dry up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
palidha'a,shine/light up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
totalrongolae senge,fishing for fish and shrimp by cage,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
pa'aoko,steam (as in steamed rice),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
topoi,make a fire,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
cikimona,pickle (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
longelange,take care of,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'ocaleve,lift off (as in lift off the lid).,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ecece,lock up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'opa'apa'a,make the bed,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
losoloso,burn (as in burning the hair of prey),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
kovosongo,leaf stripping,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'apivaolo'oso,urge urination,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
kelralra,hang (Imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
makataotodho'o,doze off,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'ipatovalra,marry to a non-ethnic clan member,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
takangeta,undercooked (if this piece of meat is raw),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
patoaho'oco,poor thing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
mataadhi'i kone,delicious,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ka'otoso,fragile (e.g. this wire is prone to breakage),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
kahilailai,tall and thin,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
mateke,very hard,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
kapangelre,sour smell,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
manavenave,fully wetted,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
amaani kipi'a,should,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
mavesake,split open,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
lrivo'a,overflow (like water overflowing),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
po'ivo,mix sth. with sth.,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
movoko,crumble (of scree slope),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
longoptai,throw away,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
omiki,there are...,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
piki,set up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
nonao,pick on,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
oa'ipi,number (calculation),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
icongoonga'o,thank you,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ka'inoe'o,you're welcome,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
makoakai ka,it's okay,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
dholroka'o ka,can't,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
akaodho,none (negative of possession),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
api'ae'o,don't (for the imperative),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
olriho'okali,don't know,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ta'asana,just now,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
tosii'i,a little,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
pii'ana ana,temporary (leave for a moment),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,validate
nipi'akai ka,shouldn;t,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
iya'ekai,really (auxiliary verb),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
'iinainana,just now,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
ma'akalamoongo,whole day,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
-lrao,main marker (in all ethnic languages),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,train
-iya'e,marked (in all ethnic languages),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,sentence,test
mangeale si eea,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si drosa,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si tolro,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si so'ate,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si lrima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si eneme,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si 'ito,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si valro,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mangeale si bangate,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ma'osale si eea,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ma'osale si drosa,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ma'osale si tolro,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
ma'osale si so'ate,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
ma'osale si lrima,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
matolrolo si eea,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
eea ka iday,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
drosa ka iday,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kodrolo,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
bekela,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
konomi,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kota; konai,let's,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
kaivai,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'iya,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
manema; tomatoma,what,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
loiga,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
aneanea,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
yaki anea,Whose is it?,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'iya; 'iyanga,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thathaino;tathaino,how much (degree size),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
amani ino,where,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
koiga,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kaingo,female elder (grandmother; mother-in-law),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mwadaane,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sakada,wife's brother,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sakada,older brother's wife,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lamasakacekele,husband and wife,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
taka ka ababay,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
taka ka sawalay,older brother,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
agi,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
agi ka sawalay,younger brother,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
agi ka ababay,younger sister,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrolay ka ababay,girl,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
marodrang,elderly people,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrongkiyaw,"ethnic group, plain tribes""",Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ngayngay,Hakka people,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
airang,Min Nan,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mwakathabara,young people,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tagera,thoracic cavity,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
cilrake,male genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ati,female genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thangocongoco,front tooth,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
baeke,nasal mucus,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
dako'alre,the sole of the foot,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
toliki,mice (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
karara,pangolin (manis pentadactylata),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tothoro,feral pigeon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
alalobay,insect (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
ravare,flying squirrel,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
onoang,sambar (cervus eldii),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sawalay,male reproductive organs,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sirosiroko,suckling pig,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thalriyadring,animal giblets,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
makabeleng,hundred-pace snake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tanga'enga'e,stag beetle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
coboso,sugar cane,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
borasi,sweet potato,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sabiki,betel nut,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
trobo,bamboo shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tamaring,edible mushroom,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
vinwade obawbala,peach,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
akanekanea ka madro,fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
baringiyalay,wild lily,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thiyageng,giant elephant's ear,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrokoco,bird-nest fern,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
le'ele'e,yard-long bean,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tavathiyang,green bean,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
tangerava,green onion,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tawcai,bean sprout,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
twkiso,passion fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lriloko,wild strawberry,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mawng,vegetable fern,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thaletalre,Taiwan cherry,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ka'iliya,stinging nettle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lamomo,mountain litsea,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
karidrang,pigeon pea,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
valray,fine line,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
asolro,wooden pestle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
salrakoykoyla,fishing rod,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
takili; totolrong,bamboo tube,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
long,wooden mortar,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
'along,rice cooker,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrakoyli,fishing tackle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
abo,charcoal ash,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
etay,filter net,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sarakaiya tobase,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ligaw,water ladle (for scooping water up),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
adreme,Iron nail,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
mwacingase,the thing stuck between the teeth,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
aray,fishing net,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tenaenaele,wooded mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ililing,at the foot of the mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
domolo dae,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kanahoving,hot spring,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
taingea ka lregelrege,independent hill,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
'ongongodo,lofty mountains and steep hills,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kameameala,dry land,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
drilreleme,cloudy day,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
babiyabila lradreke,seaside,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
liyogonga kai vay,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mawgaw,stop raining,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrawnga kai vay,sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
nirobowa lrenege,rock pile,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
tatarokoka,chicken coop,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
walradre,building a fence,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
locayli,next year,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
komiya,day before yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
maledraedra,early morning,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
masalremeseme,toward evening,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
yasasa,at that time,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
komiyaiya,three days ago,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
lrwasanenga,in a minute,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lomiyaiya,three days later,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lomiya,the day after tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
salavalakeana,at an early age,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'adalro,in a short while,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
yakai talidroma,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
vanale,the right side,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
viri,the left side,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrawdro,beneath something,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kela-,(from somewhere) to somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
twalrai,from somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sa'avaivaiya,grain drying box,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kangkang,Open up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
vetay,grain sifters,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
alreme,accelerate the ripening,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
bakale,hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrabo,straight hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
wa'ana,prey (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
taene,stone trap,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
thelrece,noose trap,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ravathe,bird trap,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
si 'i,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ta'elenga,witchcarft appliance (witch doctor use it for treatment),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
