tao,chinese,source,kindOf,dialect,row_type,split
ikongo mo vazey simey syasey kamo?,你放學要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko to mey toposamoli.,我要直接回家。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo na vazey simey syasey kamo?,她放學要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mangey maganam.,她要去跳舞。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"maneyran, kamyan do vaheynyo?","maneyran,你在家嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"komyan, asdepey.","在,快進來。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"maneyran, kamyan do vahaynyo?","maneyran, 你在家嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sino kamo?,你們是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"akes, yamen am si maneyran kani ladang.","奶奶,我們是maneyran和ladang,幫我們開門!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yaken am si magaga, ko kalahen si tomayo.","我是magaga,我是來找tomayo的。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"akes, ko maia tomita jimo.","奶奶,我來看你了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ka mow neyranaya jya ni mai, ko ikapow imo.","你好久沒來了,我好想念你。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"manpang, ko kalahen imo amey yalalam.","manpang,我來找你玩了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"asdeprana, ko mowney ya am nanlajimo.","快進來,我等你好久。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"oya nimowa koa wakey, akan pala!","這是我種的地瓜,吃吃看!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya maganinam o wakey.,這地瓜真甜。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sijya! oya nimowa ko asomon, akan pala.","過來!這是我種的西瓜,吃看看。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya maganinam o somon.,這西瓜好甜。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"lisna jito! oya nimo wa koa tomozokosi, akan pala!",請坐! 這是我種的有機玉米吃看看!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ow! yapiya kakanan na.,嗚! 這玉米好甜。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
koman ka so vazacinok.,你要吃橘子嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko jyangan so vazacinok, koman ko so asi no kayo.","我不能吃橘子,我吃蘋果就好。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
koman ka so o ka si?,你要吃餅乾嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ko ikakey ori.","好,我很喜歡這個。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
atjipan ko o asi no kayo ta kanen mo.,我削水果給你吃。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"ayoi, yaroo asoy no asi no kayo.","謝謝,這水果好多汁。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mangapko so ranom ta yopen mo.,我拿水給你喝。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pakaroonmo o kanen mo, ta yaroo ko ni dengdenga yakan.","多吃點,我煮了很多菜。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ow! manoyong a yamaangno yapiya so kakanan.,嗚! 真的很香也好吃。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pakaroonmo o kanen mo, ta yaro pa dojya.","多吃點,這裡還有很多。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko na jyamo!,我不客氣了喔!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jikonangan, ta yarorana ko nyakan.","我吃了好多,不能再吃了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na palolon yaten no sinsi a mangey do takey.,老師今天要帶你們去山上。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
maniring si ina am yaroo do takey o manongit.,媽媽說山上有很多蚊子。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na palolon yaten no sinsi a mangey do kowran.,老師今天要帶你們去田裡。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
tamo mangey mangavas?,我們要去翻土嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey do jino?,我們要去哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
na palolon yaten no sinsi a mangey do oyo.,老師要帶我們去河邊。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey do jino siciaro oy ya?,我們今天要去哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na palolon yaten no sinsi a mangey do takey.,老師要帶我們去山上。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey do oyo siciarow ya?,我們今天要去河邊嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, na palolon yaten no sinsi a mangey do takey.","不是,老師要帶我們去山上。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey do takey siciaro oy ya?,我們今天要去山上嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, tamo mangey do kowran.","不是,我們今天要去田裡。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mo sinsi, ikongo tamo mangey citahen do oyo?","老師,我們到河邊要看什麼?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey manita so poney.,我們去看蜻蜓。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mo sinsi, ikongo tamo mangey citahen do takey?","老師,我們到山上要看什麼?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey jino do kowran?,我們到田裡要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey citahen o ko nimowa tomozokosi.,我們要到田裡看我們種的玉米。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mo sinsi, tamo mangey meyyawawat do oyo?",老師我們要到河邊游泳嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, tamo mangey manita so poney.","不是,我們要去看蜻蜓。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"mo sinsi, tamo mangey meymowa so napa do kowran?",老師我們要到田裡種菜嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
tamo mangey pey valyaten o tana.,我們今天要去翻土。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yamya do dang so yatomelem a poney.,那裡有蜻蜓飛來飛去。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko kapaka citapa so yamaviey a poney.,我今天才看過真正活著的蜻蜓。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yamyan dang so ya tomelem ma pahapahad no anito.,那裡有蝴蝶飛來飛去。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"wa! ko ikakza o pahapahad no anito, tayapiyatao.","哇!我喜歡蝴蝶,很漂亮。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ori am tapipi, beken na pahapahad no anito.","那不是蝴蝶,那是蜜蜂。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ji kangey do teymarai, tomo nita dojya!","在這裡看一看,不要到太遠的地方唷!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, namen jyangey do yatey marai.","好,我們不會去太遠的地方。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"makapyaka mangonong, tamalektekka, ji ka malayo.","不要用跑的,慢慢走免得跌倒了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko meybezbez a tomitasya.,我想趕快看到。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
makongo ka mangey do sarowap?,你怎麼去工寮?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko meyyaleleh a mangey do sarowap.,我開車去工寮。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya malam a mangey do pangavavawan.,他走路去醫院。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
makongo ka mangey do pengho?,你怎麼去澎湖?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mavang do sikoki a mangey do pengho.,我搭飛機去澎湖。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo mo avangan si maika?,你搭什麼回家?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mavang do avang aya moli.,我搭船回家。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"malap, ikongo mo avangan a mangey meyvatvatek?",malap搭什麼去學校?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"malap, yako mavang do matolatolang aleleh, a mangey do gako.",malap搭火車去學校。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"omis, ikongo mo avangan a mangey do kyokay?",omis搭什麼去教會?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, ko mavang do aleleh.","不是,我搭公車上學。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka mey yaleleh a mangey do peyvatvatkan?,你騎腳踏車上學嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ko mey yaleleh a mangey do peyvatvatkan.","對,我騎腳踏車上學。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
si mangey ka do tayto am ka mavang do sikoki?,你去台東是搭飛機嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko meyyaleleh a mangey do kyokay.,我開車去教會。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya masngen o pananazangan do vahey nyo?,超市離你們家近嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ya masngen o yobingkyo do peyvatvatkan?,郵局離學校近嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko tongalam a yamangey, tayamasngen.","很近,走路就會到。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
alima ka vatvatek o ipangonong ka pakaranesrana.,出車站再走五分鐘就到了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya myan so mo i pey walam?,你今天有空嘛?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko naknakmen ko kangey jimo.,我想去拜訪你。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko jingyan do vahey namen ta yamyan so vazey ko. no maikoan rana.,我今天有事不在家。改天吧。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ka meywalam si marow, mangey ko jimo si makoyab.",那你明天有空嗎?我下午去找你。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"noon, nanalahen ko imo do vahey namen.","可以,我在家等你。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
manngo! apyakapatoong ko sya? ta ko manakem a ya ciloon.,請問我可以錄音嗎?我想做紀錄。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apya! abokaratan na.,好啊!沒有問題。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
apya sivan ko?,可以錄影嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko malahet a citahen. taosya.,"我不好看,倉庫也沒整理,不要啦。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ka siva ko jya.,那我拍照就好。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ayoi mo kapya jyaken amapacici jimo.,謝謝你讓我訪問。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"apya, ikongo o mo ipanahes?","沒問題,你想問什麼?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kalavayomo am, ikongo minavazey mo?",請問您年輕時是做什麼的?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"minamey kalsong ko, am kona ni omhat.","我以前是警察,但我現在退休了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mya so vazey mo siciaikoa ya?,那你現在有工作嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mya do peyvatvatkan ayameyvazey.,我在學校上班。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yamya o anakmo do ilinyo?,請問您的孩子也住在部落嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, yamyan o anak ko do tose aya meyvahey.","不,我的孩子在都市居住。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka sa ka tao aya meyvahey?,那你自己一個人住嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya myan so ino ko kano lapik, yak mey anak ko.","我還有養一隻狗和一隻鳥,他們也是我的家人。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya myan so koza ko, ya myan so o mow malalam ya ko jya menengi.","我也有養一隻貓,有動物陪伴不會無聊。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko i panahes jimo. o makanyow do manakep so omowmalalam.,我想請問你關於打獵的禁忌。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya pereh ko katenngan, am ciaha ta tovisan ko imo.","我知道的不多,但我能回答的都會回答你。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
a myan so makanyow do rayon?,你們飛魚季有什麼禁忌嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"noon, a myan so makanyow. malotoy am jyangey do vahey no amyan so tatala.","是,我們有飛魚季的禁忌。孕婦不能出去有小船的家屋。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ta ji makamong so arayo.,因為釣不到鬼頭刀。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"mogaz, yabo rana do vahey ta o saki, mangey kapa manazang.","mogaz,家裡沒有酒了,去買酒。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya pamyan do panonotongan, ji na manazang!","廚房裡還有,不用買吧!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"ya ji makanet o yasa, mangey kapa manazang so adoa.","一瓶不夠,再去買兩瓶回來。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"ko manazang so saki, yamyan an?","我要買酒,你們有賣嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yamyan, yapira o mo sazangan?",有啊!你要買多少?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko manazang so yadoa tagow, ka no yasalavat a mojis.","我要買兩瓶,還要買一包米。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"oya do jya mojis, ya myan pa so mo ikakza?","米在這裡,你還需要什麼嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko manazang so icyoi, yamyan do jya?","我還要買蛋,你們有嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
da na nimiminani sazangan.,我們的蛋賣完了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko manazang so ayob.,我要買衣服。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
yakman so ajin o mo i kaza?,你想要什麼樣子的呢?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko manazang so ainged so ari lawang.,我要買短袖的衣服。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
manngo o ya mabazangbang eya?,這件紅色的如何?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mya so ya macitarek?,有別的顏色嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya pamyan so ya malavang kano mowgaraw.,我們還有白色和藍色。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
toro mo jyaken o ya mowgaraw.,請給我一件藍色的衣服。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"molingwan, kani mangey jino no kacitoai ang? ka ni mangey mapazigton?",molingwan你剛剛去哪裡了?你去運動嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, ko ni mangey manazang so yakan ni yakes.","不是,我去幫奶奶賣菜。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ori i, kameywalam si mahep, a pya ka peyheza ta koman.","這樣啊,你晚上有沒有空?要不要和我一起吃飯。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"taosya, ta ko mangey manazang so ayob ko.","不行,我要去買衣服。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
macih za ko jimo.,那我跟你一起去。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"akokey, apira ngina no yakan?","你好,請問這把菜多少錢?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yadoa poo.,菜一把20元。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
yapira ngina no wakey?,這個地瓜多少錢?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yat loa poo yasa ka naneng.,地瓜一斤30元,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kanosang, ko niya ow o ipivatvatek a pya ka pa mood ko jimo?","kanosang,我忘了帶筆,你可以借我嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yabo jyaken, o yam si mangaz.","我也沒有,這支是mangaz的。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"apya ka vood kopasya, ciaha ta makeykai ko a ma paoli sya jimo.",那可以借我一下子嗎?我很快就還你。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ayoi, i panci mo yaken a ya somarey nya ji mangaz.","謝謝,也幫我謝謝mangaz。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yamyan so mo ikakza?,需要什麼嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko paolien o adoa ka vakong.,我要還這兩本書。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ya mya pa so mo ikakza?","好的,還需要什麼嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko mamood so atlo a ka vakong.,我還要借這三本書。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ciana, manakem mo do i katlwarow na, ka paoli mosya.",好了。記得三天後要拿來還。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mo pa jya nitoro o ipangongopas.,你還沒還我橡皮擦。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ni paoli kona no kakyab.,我昨天就還了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asyo ko na jya kala o ipangongopas.,那我的橡皮擦怎麼不見了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
a la mo ni pavood ji tanakasang.,你是不是借給tanakasang了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ko jyatenngi. mange ko pala i panahes jya.,我不知道。我去問問她。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
vood pa o ipangongopas ko.,我的橡皮擦先借你。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pozngit, o ayob yaam nani pavood jimo ni yopan?","pozngit,這個外套是yopan借你的嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, nani sazangan ni ina.","不是,這是我媽媽買給我的",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
yamey yangey o ayob nyo a kani yopan.,yopan的外套跟你的一樣。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"ya jimey yangey, tamavaheng o ayob na.","他的外套是黑色的,我們的顏色不一樣。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"azaon, kani mamood ji mahanang so nizpi?","azaon,你有跟mahanang借錢嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yamyan, ko poapaolin siciarow ya am, ko jini manakem o nizpi.","有,我本來今天要還他,我忘記帶錢了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
si mango mo paolin?,那你什麼時候要還?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
paolin ko jia simarow.,我明天就還給他。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ipanci ko jia.","好,我跟他說。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
alpidan no vato o vavahey no karam a irakep sira.,老鼠應該要用石壓式陷阱抓。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ori i, ko jyatatenngi, ori ko ji makarakpisya.","原來是這樣,我都搞錯了!難怪我都抓不到。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
nana o on ko imo a mapakapya so ilita do karam.,那我再教你怎麼製作陷阱。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
noon! yapiya! no mangey ko am makarakep kona so o mawmalalam.,好啊!太棒了!這樣我以後就會抓到獵物了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
