ssf,chinese,source,kindOf,dialect,row_type,split
"Kolong mosoi poipoil sa lamaqitan aniamin a taon a pitaw, mzai: "" iahiaw tanai s pitaw, pia'iakin motmaz mriqaz sa mongkakaylas. ""","Kulung去美術館的門口,說:「快開門,讓我進去看畫。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"taon a thao mzai:"" mathoaw iho la maramo, apokthoaw sa soma wa thao, iahiaw osha. ""","館員說:「你太胖了,會嚇壞其它人,快走開。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Kolong mosoi farifariwan a patashan a taon a pitaw, mzai: ""iahiaw tanai s pitaw, pia'iakin motmaz fariw sa patashan.""","Kulung去書店的門口,說:「快開門,讓我進去買書。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"talima mzai: ""mathoaw iho la maramo, anto shdoo ya motmaz sa naak a farifariwan, iahiaw motaon.""","老闆說:「你太胖了,進不來我的店,快回家去吧!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Kolong mosoi lhopilhopishan a taon, foilh sa shinshii mzai: ""pinfazaq iakin mongkakaylas, miko minfazaq iako mongkakaylas.""","Kulung去學校,跟老師說:「請教我畫畫,我想要學習畫畫。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii mzai:"" pinfazaq iako ihon mongkakaylas, iasbot ihon ya minfazaq!""","老師說:「我教你畫畫,你要好好學喔!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
shinshii pinfazaq Kolong mongkakaylas.,老師教Kulung畫畫。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Kolong mongkakaylas ananak sa mintata wa mashiqarman a qnoan. moshoqish thitho ripno a shirshir kmaan sa lhnir, ropiza isai thitho a rikos pangqangqan.","Kulung把自己畫成很瘦的一頭牛。牠回到了田邊吃草,白鷺鷥停在牠的背上。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"palhpora sa tata qbit a ato makonanai, aqmirqir sa ropiza.","突然有一群惡狗過來,要咬白鷺鷥。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Kolong matonaw shmantoroz thitho.,Kulung用力地撞開牠。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"ropiza mzai:"" anoniza, naak a maramo a horoy, niza iako to kafazai ihon ya kahiza""","白鷺鷥說:「謝謝你,我的胖朋友,我以後再也不敢嘲笑你了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"noma to isisoaiza, Kolong niza to kasalpo ya ananak la mathoaw maramo. thitho ya mongkakaylas, amongkakaylas mani sa soma wa lamaqitan bokay a inongkakaylas.","從此以後,Kulung就不擔心自己太胖。牠畫畫時,也會畫其它漂亮的花紋。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Kololo miaqay tatata wa qali matinhomhom ya milhilhi. thitho ya mo'apaw mosaran malhkakrikriw, ya mriqaz isa saran ianan sa bzo, tmaniza.","Kululu每天都很早起。他出門工作的時候,看到路上有垃圾,就會揀起來。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho ya motaoniza, mindahip pashta mani thmapo pintilaw sa kataonan a saran.","他回家以後,也會幫大家把部落的街道打掃乾淨。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"tatata wa thao ya mriqaz thitho, az'az montazaihon mzai: ""Klolo, anoniza, mita wa kataonan maqa ianan ihon nomawan mintilatilaw.""","每個人看到他,都會跟他說:「Kululu,謝謝你,我們部落因為你而變得很乾淨。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ianan tata wa qali, shiraos makonanai.","有一天,颱風來了。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Kololo a shnaw maqarman noma mzai: "" alayko!mita wa kataonan mino qa amiazitho?"" ani thitho to mosoi hodon mobohat, kinai kataonan thmapo.","Kululu傷心地說:「我們的部落,怎麼變成這樣了?」他決定不上山工作,留在部落打掃。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"monsai tata wa thao, noma mzai: ""Kololo, mathoaw shkoda ihon, amohiawak mosha hodon mobohat.""","有一個人經過,說:「Kululu,辛苦你了,我要趕快上山工作。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"moqtha ianan sa thao monsai, mzai: ""Kololo, mathoaw shkoda ihon, naak a taon a tian-sii talhaponalin sa sazom, amakilhim naak a tian-sii.""","又有人經過,說:「Kululu,辛苦你了,我家的電視被沖走了,我要去找我的電視。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"noma moqtha tata wa thao monsai, mzai: ""Kololo, mathoaw shkoda ihon, amohiawak motaon piaqitan naak a taon.""","又有人經過,說:「Kululu,辛苦你了,我要趕快回家整理。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Kololo talalapa monsai ananak malhinona mzai: ""ya itia sa tata shaba wa Kololo, anto shiroan ya piaqitan pintilaw sa kataonan.""","Kululu低聲對自己說:「就算有一百個Kululu,也沒辦法把部落整理乾淨了」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"isisoa, ianan tata wa thao pangqa, mzai: ""Kololo, thoini ani iako to mo'apaw mobohat, palhintaz ita thmapo!""","這時,有一個人停下來,說:「Kululu,我今天不出去工作了,我們一起來打掃吧!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma moqthaiza latoro a thao monai mindahip.,又有三個人來幫忙。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma moqthaiza makthin a thao monai mindahip.,又有十個人來幫忙。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma moqthaiza maposhaz a thao monai mindahip.,又有二十個人來幫忙。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shoqolhmozin ianan tata shaba wa thao monai mindahip, palhintaz pashta thmapo sa kataonan pintilatilawiza.","總共有一百個人來幫忙,大家一起把部落掃乾淨了。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pashta molhthkiz monsai Kololo mzai: ""Kololo, anoniza, mita wa kataonan maqa ihon nomawan mintilatilaw.""","大家一起對Kululu說:「Kululu,謝謝你,我們部落因為你而變得很乾淨」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"Kololo mzai:"" thoini, iamin iananiza sa tata shaba wa Kololo! ""","Kululu說:「現在,我們有一百個古樂樂了!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kinontanlhoaniza, Qaba tata wa taon a thao isa bokhaz a ianan mriqaz sa tian-sii","吃完晚飯以後,Qaba一家人在客廳看電視。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Qaba mzai: "" ama, riqaziwan oho hoya wa ia'awan malhkaktha wa thao pasain Amiis a lalawa malhinona! ""","Qaba說:「爸爸,你看那個議員用阿美語宣誓耶!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ama mzai: "" haya wa Amiis mathoaw maqitan! """,爸爸說:「這位阿美族人真是太棒了!」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ama mzai: "" riqaziwan pashtay, thoini ianan soma wa proq a saran pataqal, ianan piza mani anto mashasho a athan a miniahala inai a thao a patashan.""","爸爸說:「大家看,現在有些地方的道路標示,也有好幾種不同的原住民文字。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"Qaba mzai: "" pasain miniahala inai a thao a patashan, pashta ya mriqaz amafazaq qa? ""","Qaba說:「用原住民的文字寫,大家看得懂嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"apora'in mzai:"" mino ya mriqaz anto mafazaq qa? mataliza lhmazawan iamin ciao -hoi matiqtha sa shing-kiing, ya mososoon mash'ina wa lalawa.""","爺爺說:「怎麼會看不懂呢?我們教會很早就開始翻譯聖經,聚會的時候也都是說母語。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apoki'ay mzai: "" ya pariqaz sa shiz, maora shinshii tonmaza sa naak a lalawa. ya pariqaz sa shiz shdoo ya pasain Thao a lalawa masa shinshii malhalhinona, naak a shiz mathoaw amohiaw minqitan dai.""","奶奶說:「看病的時候,醫生聽不懂我的話。如果看病的時候可以用邵語跟醫生說,我的病應該會好得比較快。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Qaba mzai: "" apoki'ay imohala ihon mzai miho a shanglaw qrio'in sa isa saran a thao? iho ya moqtha mosoi shimaitatnor shdoo ya pasain Thao a lalawa malhinona.""","Qaba說:「奶奶,妳上次不是說有路人偷了妳的菜嗎?妳下次去法院就可以用邵語說喔!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apoki'ay mzai: "" iako pasain Thao a lalawa malhinona, modadodado a thao mafazaq qa? ""","奶奶說:「我用邵語說,法官聽得懂嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apoki'ay mzai: "" oka iako sa toali ya amalalawa soma wa thao matiqtha sa lalawa, miaqawan iako ananak malhinona sa shpoot a lalawa ""","奶奶說:「我哪裡有錢請人翻譯呢,我還是自己說國語就好」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ama mzai: "" ingqaiza ananak to lhai sa toali. shimaitatnor amindahip ihon palalawa.""","爸爸說:「不用自己出錢喔,法院會幫妳請。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ama mzai: ""thoini, itia mani manasha wa pariqaz sa patashan az'az pasain miniahala inai a thao a patashan matash.""","爸爸說:「現在,也已經有很多公文都是用原住民的文字書寫的喔。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apora'in mzai: ""amalhinona iamin Thao ananak a lalawa, amaqa anto minaora tanatoqash a inin'ania, noma amafazaq tima iamin.""","爺爺說:「要講我們自己邵族的話,才不會忘了祖先的智慧,也才會知道我們自己是誰。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apora'in mzai: "" thoini ya monantoa az'az pasain iamin miniahala inai a thao a patashan, mathoaw pashtay iaqitan ya minfazaq!""","爺爺:「現在到處都可以使用我們原住民的文字,大家更應該要好好學才對!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ama ya tatata wa qali ya motaoniza, miaqay mzai mathoaw maqiriz, pantaknar isai sa-faa pangqa.","爸爸每天回家的時候,總是說工作好累,躺在沙發上休息。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho mzai, motosi wazaqan smapok sa rosaw mathoaw maqiriz, ya motaoniza noma apangqaiza","他說,出海捕魚很辛苦,回到家就要好好休息。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ianan tata wa qali, ama milhilhi isisoa, bokhaz a ianan oka sa thao, ina oka itaon.","有一天,爸爸起床的時候,客廳裡沒有人,媽媽不在家。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ama magqto mzai, ananak apintatan sa shashano a kakaanin. tamaqoan itia sa manasha wa bona, shdoo pintata sa bona kmaan.","爸爸想說,自己來煮早餐好了。菜園裡有好多地瓜,可以煮地瓜來吃。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"matithi a kakado ianan tata wa rosaw, shdoo pintata sa rosaw a shnir. kanoniza rosaw a boot ianan qalhakoshzap makotnir.","冰箱裡有一條魚,可以煮魚湯。但是魚的身上有好多硬硬的鱗片。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"mihala ti ama pishqati sazom, noma mara sa fonosh.","爸爸先燒水,再拿出菜刀來。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"maora ti ama sa shashoazi ayozi a minlhafot a soakon ya pintoan, noma maora sa titish proq a tatitish pintoan mani.","爸爸不知道弟弟的褲子放在哪裡,也不知道擦地的抹布放在哪裡。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"noma ama makikalhi, montoa ti ina?","爸爸就問,媽媽去哪裡了呢?",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ina mosoi wazaqan shashano, mriqaz sa roza anto piaqitan qinothqoth.","媽媽早上到海邊,看到船沒綁好。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ina moroza, noma roza moqazosiza","媽媽上船去,結果船飄走了。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ina mriqaz wazaqan ianan mathoaw manasha wa nomanoma wa athan a rosaw, noma podawaz isa roza wa dawaz.","媽媽看到海裡有好多各式各樣的魚,就撒下船上的網子。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"motaoniza, ina mriqaz sa taon mapolhapolhash","回到家裡,媽媽看到家裡亂七八糟的。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"ina mzai: "" palhintaz ita piaqitan poil! """,媽媽說:「我們一起來整理吧!」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"mohiawiza, taon minmatilawiza, noma pashta ianan sa maqitan a kaanin ya konshashano!","很快地,家裡變得很乾淨,大家也有好吃的早餐吃了!",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"kahiwan, thao pasain rima wa filhaq lhmopish.","古代的時候,人們用手指頭數數字。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"to mingqaraiza, thao ininfazaq sa tian-nao. shdoo pasain tian-nao kmalawa sa mathaow manasha nomanoma wa palhkakrikriw.","後來,人類發明了電腦。電腦可以用來做各式各樣的事情。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya kahiza sa az'az a proq, pasain tian-nao kmalawa sa qi-kii a thao, mia'awan thao kmalawa sa manasha wa palhkakrikriw.","未來的世界裡,電腦被製作成機器人,為人類做很多事情。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Sholay to azazakoan, thitho a ama monsai thitho fariw sa latata wa qi-kii a ato Pili.","Shulay小的時候,他爸爸就為他買了一隻機器狗Pili。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Sholay miarain monsai Pili mzai, ""ilhilhi! ilhongqo! monsai iamin paqaqoyash latata wa qoyash.""",Shulay經常對Pili說:「站起來!坐下!請為我唱一首歌。」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Pili mathoaw tondoo Sholay a lalawa. thitho monsai Sholay maqaqoyash sa thitho ya miko tonmaza sa nomanoma wa qoyash, noma ashontaam mani sa Sholay nomanoma wa lalawa.","Pili非常聽從Shulay的話。他為Shulay唱任何他想聽的歌,也會回答Shulay的任何問題。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Sholay makikalhi Pili amiakoza malhoiza sa bokay? amiakoza smapok sa korari? tilhaz lapiza ya mapakihazish iamin?,Shulay問Pili怎麼種花?怎麼捉蝴蝶?太陽距離我們有多遠?,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"Pili az'az la mafazaq, Pili ya nomanoma az'az shontaam ti Sholay.","Pili什麼都知道,Pili什麼都會為Shulay解答。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ianan tata wa qali Pili a koskos moroboziza.,有一天Pili的腳壞掉了。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"Sholay makikalhi Pili mzai, ""Pili shtaam iakin, miho a koskos moroboziza, apiakozan kashiqitan?""","Shulay問Pili說:「Pili,請回答我,你的腳壞掉了,要怎麼修理?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"tonmaza ti Sholay mathoaw maqarman a shnaw. niza to makikalhi sa Pili. thitho finariw sa manasha wa aniamin, pasain sa izai a aniamin kashiqitan sa Pili.","Shulay聽了很難過,不再繼續問Pili了。他自己去買了很多材料,用那些材料修理Pili。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho monsai Pili mzai, ""ani iako to minaora, pininfazaq iho iakin amiakoza ya smapok sa korari.""","他跟Pili說:「我不會忘記,你曾經教我怎麼捉蝴蝶。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho moqtha mzai, ""ani iako to minaora mani, iho shminashaw sa hoya wa aqmirqir iakin a ato.""","他又說:「我也不會忘記,你曾經為我趕走那隻要咬我的狗。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Sholay mzai, ""az'az mafazaq iho, kanoniza iho kaoraan mino anto qawriwan iako ihon.""","Shulay說:「你什麼都知道,但是你不知道為什麼我不會丟掉你。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ianan tata wa qali Hoqo isai wazaqan smapok rosaw. palhpora, montaraw sa qosaz, noma minfari mathoaw mara'in, Hoqo infarin makitnahazish.","有一天,Huqu在海上捕魚。突然,下起了大雨,又颳起很大的風,把Huqu愈吹愈遠。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Hoqo isai wazaqan lhombaha, moqazos thitho mosoi mathoaw ihazish a langqisosay lhombaha wa proq.","Huqu在海上飄著,他被洋流帶到一個很遠的小島。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"fari noma qosaz pangqaiza, Hoqo amakilhim sa aniamin kmaan.","風雨停了以後,Huqu想要找東西吃。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mriqaz thitho sa bona wa kaboa, motazam thitho pasain rima kmari sa bona.","他看到地瓜的葉子,就嘗試用手挖地瓜。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"ianan piza wa bona karin thitho po'apawiza, kanoniza anto inangqto, ianan mani sa soq-kaa masa bzo karin po'apaw.","有幾個地瓜被他挖出來了,但是沒想到,也有塑膠和垃圾被挖出來。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naor izai sa lamathoaw mara'in a bzo lhombaha wa proq.,原來這是一座很大的垃圾島。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thao sa kmalawa wa bzo, angqarozin sa sazom shaonawazaqan. noma monsai sa wazaqan moroshrosh, shansoon minra'in lhombaha wa proq.","人們製造的垃圾,被沖到海裡,順著洋流,聚在一起,變成一個很大的島。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"izai a lhombaha wa proq kofolhan sa proq, moqthaiza pohoboqiza sa manasha wa lhmir masa ribosh, kanoniza izai a itmaz az'az sa soq-kaa wa bzo.","這座島被泥土覆蓋著,又長出了許多草和樹木,但是裡面全都是塑膠的垃圾。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kahiwan, thao pasain farazay a filhaq botiqo sa fafoy a bonlhaz, pasain qaolh tonoon sa lhalhahi, noma pasain lhalhahi potoan sa aniamin.","古時,人們是用姑婆芋的葉子來包豬肉,用竹子編成竹簍,並用竹簍來裝東西。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"thoini, thao pasain soq-kaa wa qlhop potoan sa fafoy a bonlhaz. izai sa kinalawa wa soq-kaa ya shaonamatilaw a kawash anto painan ya mingqorqor, wazaqan a itmaz az'az sa izai a soq-kaa wa bzo.","現代,人們用塑膠袋來裝豬肉。這些塑膠製品可能一千年也不會腐爛,海洋裡面全部都是這些塑膠垃圾。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Hoqo pasain soq-kaa wa bzo kmalawa sa tata wa roza.,Huqu用塑膠垃圾製作了一艘船。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho moshoqishiza kataonan, monsai sa thao mzai thitho minriqaz sa nomanoma wa kalawan.","他回到了部落,跟人們說到他所看到的事情。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"miazai a kalawan kafazaqiniza sa thao, pashta az'az maqarman a shnaw.","這樣的事情被人們知道以後,大家都覺得很難過。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pashta mzai, ya kahiza iamin pasain qaolh a baroko ya miqilha, anto pasain pao-to-piing poton sa sazom.","大家說,以後我們用竹杯來喝水,不要用寶特瓶來裝水。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"miazai sa pao-to-piing anto mingqorqor a bzo, shdoo iamin pasain thitho kmalawa sa manasha maqitan a aniamin.","像寶特瓶這樣不會腐爛的垃圾呢,我們還可以用它來製作很多有用的器具。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya anto monsai iamin kmalawa sa izai a kalawan, shdoo mani ya monsai azazak noma qomqom kmalawa.","我們不為自己做這樣的事,也應該為後代子孫而做。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Anai sa mathoaw maramo a binanao'az.,Anai是個很胖的女生。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
Anai madadoo mifaz sa maqoliosh a soakon.,Anai喜歡穿長褲。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
Anai a fokish mathoaw loish.,Anai的頭髮很短。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"horoy mzai:"" Anai, rinozin qa to ikahin? ba! iho to makonanai. ya kisai miho a shirshir amaqa anto infarin mathoaw maqitan.""","朋友說:「Anai,剛剛有地震嗎?喔!原來是妳走過來了。在妳旁邊就不會被風吹到真好。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"horoy mzai: ""masalpo iho sa miho a bantath riqazan iamin qa? miho a batath anto la maramo.""","朋友說:「Anai,你擔心你的腿被我們看到嗎?妳的腿又沒有很粗。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"thaithoy moqtha mzai: ""Anai, miho a fokish mathoaw maqolioshiza. anto ya kpitit loish?""","他們又說:「Anai,你的頭髮太長了,要不要剪短一點?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
thitho miaqay kafazaan sa horoy.,她總是被朋友們嘲笑。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pashta ya mriqaz sa Anai, noma mzai: ""maramo a Anai itiza.""","大家看到Anai,就會說:「胖子Anai來了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ianan tata wa qali, kataonan ianan tata wa taon pashnaran.","有一天,部落裡有一戶人家發生火災。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
azazak loomin isa taon a itmaz anto shiroan to mo'apaw.,小孩子被關在房子裡出不來。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Anai mzai: ""motmaz iako kaidaa thaithoy.""",Anai說:「我來進去救他們」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Anai mohiaw kmatho sa azazak po'apawiza.""",Anai很快就把小孩帶出屋子外面。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Anai mzai: ""iamin pasain antotoan sazom a kalapaw a sazom kopit sa apoy!""",Anai說:「我們用水塔的水來把火熄滅吧!」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mohiawiza, apoy mokopitiza.","很快的,火都熄滅了。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"to isisoaiza, pashta malalawa thitho zain, anto ashongkash nomanoma wa Anai.","從此以後,大家都稱呼她為,勇敢的Anai。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Qarbash to azazakoan, apora'in miaqay kmatho thitho mosoon mriqaz sa wazaqan.","Qarbash小的時候,阿公經常帶他一起看海。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
