xnb,chinese,source,kindOf,dialect,row_type,split
"ʉʉ'ʉ, te mako totoroon.","好的,我會告訴她。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"oe! soa neesoa ia "" Kanakanavo siehoe "" kara?",喂!請問妳那裡是「卡那卡那富協會」嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ʉʉ'ʉ, nesi ia Kanakanavo siehoe.","是的,這裡是卡那卡那富協會。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"tia mon nesi nora cao Kanakanavo, aromoan masii Kanakanavo, 'ona kara kamo tia matipa?","明天卡那卡那富人要在這裡說族語比賽,妳們有人要參加嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"tavarʉ'ʉ kim 'ona aromoan isi, sasia kim tia matipa.","我們知道有這項比賽,我們有九位要參加。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"cina, neen tia kʉna mita rovana?","媽媽,我們晚上要吃什麼?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"koo pa ko mati'araang, neen 'esi pacʉpʉnga tia kʉna moso?","我還沒準備,那妳想吃什麼呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miana mamarang mita ia, cao mosokʉʉm soa komakʉʉn oro mavaro, mamanʉng tina'an mako masiin, ka'aan ko komakʉʉn oro mavaro.","以前我們老人家,生病的人才吃稀飯,我現在身體很好,不吃稀飯。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"coma, ka'aan co miana masiin, pati'ʉnʉ'ʉnoo cʉpʉʉng moso.","爸爸,現在不是以前了,你的觀念要改變。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
makanaan ikaso Pani?,"Pani,那你呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo komakʉʉn ko oro mavaro ia, makai mavooca'ʉ tina'an, te ko komakʉʉn "" maitangrao.""","我若吃稀飯,身體好像軟軟的,我要吃「麥當勞」。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"tatoro kamo, otoro karanana tia kʉnamo koravi.",你們三位要吃三種不同的晚餐。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
matangiria! te co arakoracʉ cinamo.,當心!你們母親要生氣了喔。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"arakoraciin cina ia, 'akia co tia kʉna mita.","媽媽若生氣,我們就沒得吃了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"makaasia kʉcʉ! takacicinia kamo kamanʉʉng tia kʉnamo, nokai, neen kamanʉnga mako ia, iisoa tia kʉnamo.","這樣好了,你們自己做自己要吃的。或者,我煮什麼,你們就吃什麼?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ikaso maraa tatia, tomatimana kim kari moso.","妳比較大,我們聽妳的。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pokarikarian! neen tia potokikioa moso noari.,說說看!妳將來想從事什麼工作?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"arasoromo kaso kesoni isi, ka'aan ko tavarʉ'ʉ, tia makanaan mariivari? masi'oro'oroan iikaso.","你突然問這個,我不知道要怎樣回答?請你先說說看。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'itoomoro masiin pacʉpʉnga tia potokikioa, mati-ocani ia, toiisoa kesaco.","想要從事的工作,現在想的很多,第一個是當警察。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"mosotampʉ kaso toiisoa kesaco, sii, mamanʉng tina'an moso. makasoin ia, te ko toiisoa siaovang-ien.","你適合當警察,因為你的身體很好。那樣的話,我想當消防員。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ka'aan mane'e potokikioa iisoa! tia kara kaso tavarʉ'ʉ?,那個工作不輕鬆喔!妳可以嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'akoni soakaka ikim naannakʉ, kacaoa co naannakʉ toiisoa siaovang-ien.","不要看不起我們女生,已經有很多女生做消防員了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"maticosa pacʉpʉnga potokikioa ia, toiisoa kangkoho.",第二個想從事的工作是當護士。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"parakicacʉ kaso 'ikoa! saronai kaso, miseen tia toiisoa kangkoho?","你讓我很驚訝!你是男生,怎麼想當護士?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"tatia saronai tamna 'iintasʉ, poso'aniin cao mosokʉʉm ia, te kim savai kamoa naannakʉ.","男生的力氣大,若要搬動病患,我們會勝過妳們女生。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"potocaao ko cʉpʉʉng moso. noo toiisoa ko kari Kanakanavo tamna takitotoroa ia, te kaso 'amoseen?","我尊重你的想法。如果我從事卡那卡那富語的老師,你會怎麼說呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"te ko makacapʉʉcapʉ ramoco, nakai, te pa kaso kipaatʉsʉ ketootoro kari Kanakanavo.","我要鼓掌,但是妳還要努力學習卡那卡那富語。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia kara makacʉkʉna cʉpʉʉng mita? 'itoomoro pa tia kipatʉsaa.,會不會達成我們的願望?要努力的還很多。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"tavarʉ'ʉ kara kaso, neen kanaasia masiin?",妳知道現在是什麼季節嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
masiin ia kanaamara.,現在是秋天。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miseen kaso tavarʉ'ʉ masiin ia kanaamara?,妳怎麼知道現在是秋天?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"cʉ'ʉroon! ranʉʉng karo 'itoomoro niaramariingona, 'itoomoro matapari'i.","妳看!樹葉很多變乾,很多掉落。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo mataca'ivi co kanaamara ia, te co kana'amisan.","秋天過了之後,就要冬天了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"osʉʉpatʉ kanaasia, 'inanoin ka'anmana moso?","四個季節,妳喜歡哪一個?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ka'aan ko poaka kana'amisan, nakai, makaa manmaan ko kana'iara, ka'aan makoong, ka'an macici.","我不討厭冬天,但是我比較喜歡春天,不冷不熱。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"maatʉa cʉpʉʉng mita, macici coro taniarʉ kana'ʉcana, morovoarʉ kavangvang arapipining.","我們的想法一樣,夏天太陽太熱了,都懶得出門。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'ona pa, pacʉpʉcʉpʉngʉn mako minko masiʉn aro cenana, sooraro "" morakʉ "" tatia coro meesoa 'ʉcaan.","還有,想到民國98的「莫拉克」颱風,當時的雨太大了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"kamʉcʉ parasingsing kitana kakangca, 'akoni co ioovoto makasoa sooraro.","但願上天保佑我們,那種颱風不要再來了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"tavarʉ'ʉ kara kaso, neen soa "" Pasikarai ""?",你知道什麼是「Pasikarai」嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"koo pa ko tinimana, totoroo ko, neen soa iisoa?","我沒聽過,請告訴我那是什麼?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nimaatipa co kara kaso "" kaisisi cakʉran ""?",你們參加過「河祭」嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nimaatipa ko cenana isi, nipoon na "" cakʉran Namaasia "" kaisisi.",今年我參加過在「楠仔仙溪」的河祭。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"soa iisoa ia, ngoai soa "" Pasikarai.""","那個就是 "" Pasikarai ""。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miseen iikita Kanakanavo, tia kaisisi cakʉran?",為什麼我們卡那卡那富要祭祀河流?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"cecenana kasʉʉpatʉ mataarava karima, te co poi'i votookoro ka'icioro, te mita oranʉn ngoani 'apoi'i, Pasikarai kisʉʉn mita.","每年的四月到五月,魚兒要洄游產卵,我們要幫牠們洄游,我們稱為Pasikarai。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen tia 'oropacaa kaisisi?,要用什麼來祭祀?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"tia samʉsamʉʉn vʉra, 'apakʉʉn votookoro, 'oroopaca vo'ooroa nokai siningsinga sapoarʉ, moraan votookoro moocara makanangoro.","要咀嚼米粒餵魚,用新的或洗淨的撈網,幫魚兒往上游。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo pakasoin kan kaisisi ia, tia ara'ito'itoomoro kan noari votookoro.","經過那樣的祭祀後,將來魚兒就會越來越多了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kari mamarang mita, aranai kita na cakʉran mara kʉna, tia 'apaica kaisisi, sosomanpe 'inia.","我們的長老說,我們從河流獲得了食物,要透過祭祀感恩它。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"maka'ʉna kaisisi Pasikarai ia, te ko matimanʉʉng ketootoro kamoa.","再次的河祭,我要跟你們好好的學習。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niarakokon co kara kamo Pori? cao makanaan soa ngoain?,妳們跟Pori有相處過嗎?他是怎樣的人?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kʉkʉnang mita marisinatʉ, 'ona tassa Pori kisʉʉn, 'inanoin kisaa moso?","我們有二位名叫Pori的同學,妳說的是哪一位?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"soa kisaa mako ia, Pori makaa ta'oici.",我說的是比較瘦的Pori。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'oo! noo Pori makaa ta'oici ia, tavarʉ'ʉ ko, tamo'iarʉ ngoain.","哦!如果是比較瘦的Pori,我知道他很勤勞。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nakai, tinimana ko, cao cocomeem makasi, na'aangici kan ngoain.","但是我曾經聽別人說,他很吝嗇。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ka'aan cokoi! soa tinimana mako ia, tasiira'ʉ kan ngoain.",不會吧!我所聽到的是他很熱忱。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ka'aan 'itoomoro karin, nakai paira ko comacʉ'ʉra 'inia moraan cao cocomeen.","他話不多,但是我經常看到他幫助別人。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
makanaan soa makaa cioman Pori?,那比較胖的Pori怎樣呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ka'aan ko tia poisoa 'inia, te kamo makasi, 'esi ko poakici 'inia.","我不要說他,妳們會說我在批評他。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo te kita ketootoro ia, 'inanoin tia ketotoroa mita?","如果我們要學習,要學哪一位呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"masiiraro tia Pori makaa ta'oici, tia ketotoroa mita.",我們當然要學習比較瘦的Pori。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"comaa 'Una, te kaso mookosa naan? neen niisʉ'a moso na tapi? makai me'ecoon cʉ'ʉrʉʉn?","'Una叔叔,你要去哪裡?背簍裡你放了什麼?看起來好像很重?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"te ko mookosa 'omoo'oma, soa niisʉ'a na tapi ia, toko, kakaamarʉ, mataa tia ʉmʉka naamnam.","我要去田裡,背簍裡放的是鋤頭、鐮刀和要種植的生薑。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'esi naan 'omoo'oma moso? araceen kara?,你的田園在哪裡?很遠嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"'esi sipara isa 'omoo'oma mako, ka'aan araceen.","我的田園就在對岸那裡,不遠。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"mataatʉa! te ko mookosa sipara kangvang, tia kara kaso oranʉn mava nonoman?","恰巧!我也要去對岸,需要幫你揹東西嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen tia kamanʉnga moso mookosa sipara?,你要去對岸做什麼?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'ona 'inia taro'an mia, te ko mookosa 'inia 'apakʉʉn nipacʉvʉra marʉkorapʉ.","那裡有我們的工寮,我要去餵食所豢養的動物。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo moranniin kaso 'ikoa ia, te kita makaa mo'iarʉ mocaca, tia 'aparaanʉpʉ cokoi takananga moso!","如果你幫我的話,我們走的會比較慢,會耽誤你的時間吧!",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'akoni mareen! macangcangarʉ ko tavarʉ'ʉ moraan kasoa.,"不用客氣,我很高興能幫你。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"makasoin ia, oranoo ko mava tapi, ʉkʉrʉn nakoi toko, mata kakaamarʉ.","那就幫我揹背簍,鋤頭和鐮刀我來拿著。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"Paicʉ, miaranao co kita koo 'aropacʉ'ʉra.","Paicʉ,我們很久沒見面了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"aranai kita matiropaang na "" koocoong,"" koo co kita 'aropacʉ'ʉra.",我們從「國中」畢業之後就沒見面了。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"maraa araceen to'onaa mako marisinatʉ, ka'aan tavarʉ'ʉ paira poi'i tanasʉn.","我就讀的學校比較遠,不能常回家鄉。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"totoroo ko, 'esi naan iikamo tamna tarisinata?","請告訴我,妳們的學校在哪裡?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'esi "" Heto "" tarisinata mako, "" Nepo nongkoong "" kisʉʉn.","我的學校在屏東,叫「內埔農工」。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
""" Vʉngsaan kaocoong "" kisʉʉn tarisinata mako, aracan mataa "" Kaosiong.""","我的學校叫「鳳山高中」,和高雄很接近。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'esi ko "" Hancirio "" marisinatʉ, iimo, tatoro kita, iko makaa aracan na tanasʉn mita "" Namaasia.""","我在旗山讀書,所以我們三位,我最接近家鄉「那瑪夏」。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"manasʉ 'ona kim matoon, cao vovorong seto, papeen kamoa?","我們大概有30位的原住民學生,妳們那裡有幾位?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kacaoa kim, te co aracan manʉmʉn.","我們很多,接近60位了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"kanaira kim, manasʉ rarima nokai nanʉmʉ maa.","我們很少,大概只有5位或6位。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"opeen co cenana kamo, ketootoro kari Kanakanavo?",你們學習卡那卡那富語幾年了?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"niaranai ko "" koosiao "" matiananai ketootoro, 'ona co osʉʉpatʉ cenana.","我從「國小」開始學習,有四年了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"maatʉa ko Pani, 'ona co kangvang osʉʉpatʉ cenana, ketootoro kari Kanakanavo.","我和Pani一樣,學習卡那卡那富語有四年了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miaa 'esi pa ko koosiao ia, 'akia kari Kanakanavo tamna takitotoroa, koo kim niketootoro.","我在國小的時候,沒有卡那卡那富語的老師,我們沒有學習。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
rangrang kara ketotoroon kari Kanakanavo?,卡那卡那富語學起來困難嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo matimanʉngiin aririan takitotoroa tamna kari, paira takacicin maritanaam ia, ka'aan rangrang.","如果仔細的聆聽老師的話,經常自己練習,就不會很難。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"maraa ka'aan ko pacʉpʉcʉpʉʉng rangrang kara? soa cʉpʉnga mako ia, kari mita takacicin soa isi.","我比較不去想是否困難?我所想的是,這是我們自己的語言。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
neen pakariamo masii Kanakanavo?,你們跟誰說卡那卡那富語?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"coma, cina mataa kinvavara mako.",爸爸、媽媽和我的兄弟姐妹。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"noo masii Kanakanavo kita kavangvang ia, te co arakacaoa, takotavarʉ'ʉ kari mita.","如果我們都說卡那卡那富語,學會我們語言的就會變多了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"tarasangara taniara miʉra, nimookosa kamo naan?",昨天的假日你們去哪裡?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nimookosa kim "" Kaosiong "" cani pininga.",我們一家人去了「高雄」。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neneen to'onaa nikosamo na Kaosiong?,在高雄你們去了哪些地方?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"totasiarʉ ia, nimookosa kim "" Kaosiong tong'o'ien,"" comacʉ'ʉra 'esi 'inia marʉkorakorapʉ, toropang koca'ania, mookosa co kim "" paihoo kongsʉ.""","上午我們去了「高雄動物園」,看那裡的動物,吃過午餐之後,我們就去「百貨公司」。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koo kamo po'a nonoman?,你們沒有買東西嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nipo'a coma "" siakisiikisi ngisiingisi,"" tikoro nipa'a mako mataa cina, kanaaroa saronai ia, ka'aan maa tarasangai komakʉʉn ʉrʉna.","爸爸買了「刮鬍刀」,我和媽媽買了衣服,弟弟只是不停的吃冰。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'ona kara ka'aan roimin nipaicaa?,有難忘的經歷嗎?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"orocin pacʉpʉnga mako, mati-ocani ia, kacaoa coro cao, koratomoro kangvang cao na cacaan.","兩個感想,第一個是人太多了,馬路滿滿都是人。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"maticosa ia, ngoai soa macici coro namanamarʉ, 'akia kamʉcʉ pariapara.","第二,就是平地太熱了,連一點風都沒有。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi kaso naan cecenana isi? rangrang kaso cʉ'ʉrʉʉn.,這幾年你都在哪裡?很難看到你。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miaa aratʉkʉʉn kita na "" koocong "" ia, nimookosa ko na "" Tainan.""","我們在「國中」離開之後,我就去了「台南」。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen kamanʉnga moso na Tainan? marisinatʉ kara potokikio?,你在台南做什麼?是讀書呢還是工作?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo ca'aania ia potokikio, rovana ia, mookosa tarisinata marisinatʉ.","日間的時候工作,晚間去學校讀書。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
opeen co cenana kaso makaasia siacʉvʉrʉ?,這樣的生活你過了幾年?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'ona co otoro cenana.,有三年了。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen potokikioa moso noo ca'aania?,"日間的時候,你是做什麼工作?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavarʉ'ʉn mopacai kaso tantanniara.,可以了解你每天都很辛苦。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"mama'ari pa! noo ka'aan ko makaasoa kipaatʉsʉ ia, 'akia vaantoko tia seropaca komakʉʉn, mataa marisinatʉ.","還好啦!我如果不那樣努力,就沒錢吃飯和讀書了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noo te kasoiin katangtangria ia, cao makanaan tia tikirima moso?","如果你要交朋友,你要找怎樣的人?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"koo pa ko pacʉpʉʉng, tia tikiriim tangria makanaan, nakai, ka'aan ko tia arakokon cao nariisʉvʉ. makanaan iikaso?","我還沒想過要找怎樣的朋友,但是我不要跟虛僞的人在一起。那你呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
