ami,english,source,kindOf,dialect,row_type,split
"Malacafay ko aro' ako ato wama, wina, kaka to fa'inayan ato kaka to fafahiyan.","I live with my father, mother, brother and sister.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"'Akawangay ko wama ako, o Imeng cingra.",My father is tall and he is a policeman.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Mangiliway ko wina ako, o ising cingra.",My mother is thin and my mom is a doctor.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
I loma' ko wama ako misano 'Amis a caciyaw tamiyanan.,My father speaks the 'Amis language with us at home.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
O kafaedetan a pahanhanan minokayay tayra i niyaro' kami.,We will all go back to the tribe during the summer vacation.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Malacafayay kami a tatolo mitepa' to takola'.,My brothers and sisters and I will catch frogs together.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,validate
Malacafay kako ato Ina misalama anini.,I went out with my mother today.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Salangdaw sanay ko kakarayan to romi'ad, cowa ka sienaw anca cowa kafaedet ko romi'ad, saemer ko fali.","The sky is blue during the day, the weather is neither cold nor hot, and the wind is cool.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
I rengorengosan komaen to miyen-paw kami tadadiheko a mapacidal ko tireng.,"We ate bread on the grass, the sun was shining on us, and it was very warm.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Helek no lahok, mafalic to a kahengang ko kakarayan.","In the afternoon, the sky turned red.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Licay han no mako ciIna, mana kahengang ko kakarayan.",I asked my mother why the sky is red.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Sowal sa ciIna, wa ira ko faliyos tayni alatek.","Mom said, maybe the typhoon is coming.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"O kakarayan to dadaya awaay ko 'o'ol, cowa kahadak ko fo'is.","There were no clouds in the sky at night, and the stars came out.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Minokay to kita.,We were going home too.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,validate
"Toya pinokayan a lalan, mitolon kako to fo'is.","On the way home, I made a wish with the stars",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Nanay awa a tayni ko faliyos, manga'ay a mahadak misalam kako.","I hope the typhoon doesn't come, I still want to go out to play again.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Itatihiay no kongkoan ko loma' ako, rakat sanay kako to romi'ami'ad, rakat sanay a minokay.","My school is next to our house, I walk to school every day, and I also walk home.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Cowa kata'angay ko kongkoan niyam, cakahakowa ko mitiliday, mafana' a madadama kami.","Our school is not big, there are not many students, everyone knows each other.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Masa'op i ontofa ko kaemangay, malacafay a mimali, malacafay a mahaholol.","All the children will gather in the playground, play ball and chat together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Kami ato singsi malacafay a misalama, o kongkoan mahecad to laloma'an niyam.","The teachers also play with us, the school is one big family.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Romi'ami'ad miasik kami, o rawang ma'olacay no polong a miasik.","We have to clean every day, and everyone has to clean the classroom.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Miasik haca kami to kalotadimocokan no kongkoan, makomod ko polong to tatayalen, masolinga' a ma'olac ko kongkoan.","We will also clean every corner of the school. Everyone works together, and the school is very clean every day.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Inacila, tayra kako iniyaro' miliso' ciakongan.","Yesterday, I went to visit my grandpa in the tribe.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Halafin to caka saso'araw kami, ma'ilol to kako cingraan.",We haven't seen each other for a long time and I miss him a lot.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ma'araw ni akong kako, pakaen takowanan to kacawas, pananomen ho kako to ociya.","As soon as grandpa saw me, he invited me to eat watermelon and drink tea.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
O nipalomaan niakong a kacawas koesanay.,The watermelon grown by grandpa is very sweet and really delicious.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Maolaha kako to ociya niakong, nga'ayay nanomen.","I also like grandpa's tea, it's tasted good too.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"To kalahokan to i, malacafay kako cifofoan a mitangtang to salahok.","At noon, I cooked lunch with my grandma.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Kadofah ko nitangtangan nifofo a salahok, ira ko foting, koko', ciyak, ato comoli.","Grandma cooked a big lunch, including fish, chicken, pumpkin, and snails.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Mahalek malahok, tayra kami i padatengan midateng.","After lunch, we went to the vegetable garden to pick vegetables.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Adihay ko nialaan nifofo a konga, pafeli takowanan to tali ato lokyok, hawikiden no mako a panokay.","Grandma brought me a lot of sweet potatoes, taro and buckwheat, and asked me to take them home.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"O maminokay to kami, liyaw a romi'ad tayra sato miliso' cangraan.",I said goodbye to them and said I'd see them next time.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Keliden no singsi kami tayra i pinanowangan, misarayaray i ka'ayaw no fawahan to mami'aca kami to paya.","Today the teacher took us to the zoo, and we lined up at the gate to buy tickets.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Matalaway kako to 'oner, mansa cowa pinengneng kako to 'one'onelan.","I'm afraid of snakes, so I don't look at snakes.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Adihay ko 'ayam to ma'araway no mako, ira i kilang cangra a miaefer, ma'araw haca ko ekong i ofang no kilang a mafoti'.",I saw a lot of birds flying around in the trees and saw owls sleeping in tree hollows.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"I pinanowangan ira ko eco, efa ato lokedaw, i tiya ho cowa paka'araw kako to pinanowang, ma:hemek paka'araw anini.","There are elephants, horses and tigers in the zoo. I have never seen these animals before. I was really happy to see them today.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Adihayay ko misasingan no mako, sapipanengneng ciamaan ato ciinaan.",I took a lot of pictures and showed them to my parents.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Liyaw to a romi'ad toolen no mako ciama ato ciina malacafay a tayra.,Next time I will come with my parents.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Tona pahanhanan, tayra i Posong miliso' cifakian kako ato kaka to fafahiyan.","This holiday, my sister and I went to Taitung to visit my uncle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Nai Taypak mikalic to kasoling a tayra i Posong kami.,We took the train from Taipei to Taitung.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,validate
"Tahira i Posong, parakatay cifaki to paliding a militemoh tamiyanan.","When we arrived in Taitung, my uncle drove to the station to pick us up.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I ngataay no ciyataw ko loma' nifaki, parakat to paliding caho caho tahira to.","The station is not far from my uncle's house, and it's just a short drive away.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ira ko ta'angayay a pipakaenan i ngata no loma' nifaki, citingsa kami matatoor tayra i pipakaenan.","There is a big ranch near my uncle's house, and we rode bicycles to the ranch together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I pipakaenan, keriden nifaki pariri' to siri ato mikalic to efa kami.","In the ranch, my uncle took us to feed the sheep and ride horses.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Dadaya, malahakelong tayra i maci a malafi kami.","In the evening, we went to the city to have dinner together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Adihayay ko paliding i maci, mansa pakaotopay tayra kami.","There are a lot of cars in the city, so we go there by motorcycle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Minokay to kami tayra i Taypak, haiken maxeraay to nifaki koya matakaway a otopay hakiya!","Now that we are back in Taipei, I don't know if my uncle's motorcycle has been found.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I sikano ko loma' niyam, i kaemang ho, namitilid to, palinah tayra i takaw, itira sato ko 'orip i tokay.","When we were young, our family lived in sikano. After I started school, we moved to Kaohsiung and have been living in the city ever since.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Na mitilid to iTasiye, patodong sanay kako a minanam to pakayniay i serangawan no Yin-co-min, cipinangay to a mafana' to makahirahiraay a serangawn no Yin-co-min-co i Taywan.","After I went to college, I took a course on aboriginal culture and learned that the aboriginal people in Taiwan have various and rich cultures.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Saka, anini mihecaan o pahanhanan to no kafaedetan i, minokay tayra i niyaro' miliso' to malitengay kako ato kaka to fa'inayan, hay mafana' to niyah a finacadana ato serangawan.","So this summer, my brother and I went back to our tribe to visit the elderly, hoping to understand the culture of our own ethnic group.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Falo polo' to ko mihecaan noya malitengay, kawrira, nengneng han mato tahatenokay ho ko mihecaan nira.","The old man is already eighty years old, but he still looks like a middle-aged man.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Licay han no mako cingra ono icowacowaay ko kafana'an iso a sowal, calicpic ko sowal nira to no 'Amis, mafana' haca to sowal no Ponong, Ngayngay ato no Dipong a sowal.","I asked him which languages he knew, and he was fluent in 'Amis, as well as Bunun, Hakka and Japanese.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Nalicayen fana' sato kako, hanaw o nano kaemangan ho cingra minanamay to sowal no Dipong, o Ponong ko fafahi, i katayalan nira adihay ko kananaman a Ngayngay, mansa kahirahira ko kafana'an nira to sowal.","I asked him to find out that he learned Japanese when he was a child, his wife is an Bunun, and he knows many Hakkas at work, so he can speak so many languages.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ya milicay kami i, sowal sa to maamaan to pakayniay mi'adopay a pinangan no litengan ato taneng.","During our interview, the old man talked about a lot of traditional knowledge about hunting.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ano awa awa ko kafana'an niyam mitengil i, kawrira, o tingwa ko sapiloing niyam, ta nga'ay kami miliyaw a mitengil.","Although we could't fully understand it, we could record it on our cell phones and listen to it more.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Awaay ko kafanafana'an no mako to niyah a serangawn ato finacadan, pakayni takowanan mangodo kako a miharateng.","When I was young, I didn't understand the culture of my ethnic group, and I was a little embarrassed that I was an aborigine.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Matongalmatongal to ko fana' i, na o 'Aims ko tireng, o tadamasaromaay to, o kanono'an to a malita'ang.","The more I know, the more I feel that being a 'Aims is unique and something to be proud of.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I kalafian anini, o maminokay ko safa to fa'inayan.",My younger brother is going home this evening.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Tayra i icifa mi'aca to koko' ci fofo ato kako, misaday to sakalafi no safa to fa'inayan.",My grandma and I went to the market to buy chickens and prepared a delicious dinner for my younger brother.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Mita'elif kami to pi'acaan to dateng, adihay ko faelohay a dateng noya pa'aca'ay.","We passed the vegetable stand, which had a lot of fresh green vegetables.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Mi'aca to kami to incay, koreto ato saytaw.","We bought water spinach, yams and carrots.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Oya pi'acaan to losay a tawki sowal sa, ""koesanay ko onglay ato lopas ako, mi'aca to miming makenaay saw!""","The owner of the nearby fruit stand said: ""My pineapples and peaches are very sweet. Buy some!""",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Mi'aca to kami itiya to onglay ato lopas.,We bought pineapples and peaches.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Mita'elif to kami toya pi'acaan to koko', sowal sa koya tawki, ""O maan ko 'a'acaen iso? ta'angay a masoeso ko koko' anini, tolo so'ot ko cecay a kakoko'an.""","We passed the meat stall, and the boss said, ""What do you want to buy? Today's chickens are big and fat, and one is 300 NTD.""",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"'Atekaken cifofo, sakaemeden ko 'aca mamanay han nira ko tawki a milicay.",Grandma thought it was too expensive and asked the boss if it could be cheaper.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"O sakaemeday to ko 'aca saan ko sowal no tawki, cowa to ko nganga'ay a lowanen.",But the boss said that it is already very cheap and cannot be reduced any further.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Oya tatihiay a tawki sowal sa, katayni mi'aca to foting ako, kaemeday a ta'angay ko foting no mako.","The boss next door said, come and buy my fish, my fish is big and cheap.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ikol to, o koko' o foting ko ma'acaay niyam, tahaloma' tangtangen tomes sa ko dateng i eto.","In the end we bought chicken and fish, and went home to cook a table of food.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Halafin to ko pitatala, to'eman sato ko romi'ad.","After waiting for a long time, it was already dark.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Toya pitatalaan, ira ko tingwa no safa to fa'inayan sowal sa, malipalaw ira ko latoh no kalasofitayan, cowa kanga'ay pasera' ko sofitay sa. Liyaw hanto no pa'aliwacan a minokay.",The younger brother called back and said that the army suddenly couldn't take a vacation and would not be back until the next Sunday.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Sowal sa ci fofo adihay ko mitangtangan pohayen ko salawinawina malacafay a komaen!,"Grandma said that she has cooked so much, so let's eat together!",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ira ko cecay a kapot ako, ci Kacaw ko ngangan nira.","I have a classmate named Kacaw, he often forgets to bring things.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,validate
"Ano mitilid i, micaliw cingra to impic no kapot, sasipasip ato pitilidan.","During class, he borrowed pencils, erasers or notebooks from his classmates.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Kinacecay, kinatosa, kinatolo, pacaliwan no polong to manmaan cingra","Once, twice, three times, everyone would lend him something.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Kawrira manamnam to ko pinangan nira i, cowa to patikol to nicaliwan a manmaan.",But he has a bad habit of often borrowing things but not returning them.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ikol to, awaay to ko makahiay pacaliwa to manmaan cingraan.","In the end, no one wanted to borrow anything from him.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ira ko cecay a romi'ad, mapolong kami tayra i pala misalama.","One day, we all went on an outing together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ifatad no lalan, tatayra i tata'ian ci Kacaw, kawra matawal ningra ko silikami.","On the way, Kacaw wanted to go to the bathroom, but he forgot to bring toilet paper.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Micalw to silikami no kapot cingra kawrira paca'of han no polong cingra, away ko mahawikiday no mako yo.","He borrowed toilet paper from his classmates, but everyone told him that I didn't bring them either.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Tomangic ci Kacaw to rawraw aca, keter sa a somowal, mana capacaliwen namo kako to silikami!","Kacaw burst into tears. He said angrily, why don't everyone lend me toilet paper!",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Tocila a romi'ad malingad mitilid, pacerem ciKacaw tayra i kongkoan, oya nicaliwan niKacaw a manmaan no kapot patikolen to nira ko kapot.","The next day at school, Kacaw arrived at school early and returned everything he had borrowed from his classmates.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Kangodoan to kamo han ni Kacaw ko kapot, ikol to mihawikid to kako to manmaan sa, ahowiday kapot i'ayaw nipacaliw kamo takowanan to manmaan makahi kako a pacaliw tamowanan.","kacaw apologized to the students and said that he would definitely bring his own things in the future, and thanked the classmates for their willingness to lend him things before.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
O mi'adopay a tamdaw i niyaro' ko wama ako.,My dad is a hunter of the tribe.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I kaemang ho kako, o dadaya ho mahadak to ci ama ato ci faki, mihawikid to fonos ato kowang.","When I was little, my dad and uncle would go out at night with hunting knives and guns.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Tadengal ko romi'ad, hawikiden to nangra a panokay ko tama'.","At daybreak, they returned with their prey.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
I sacomod no niyaro' malalilam cangra to tama' a pafatis to finawlan.,They would divide the prey at the entrance of the village and share it with the tribe.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Liyangen to ako ci ama to romi'ami'ad, to sapi'ociraw aca ciamaan a mi'adop.","Every time I quarreled with my father, I wanted to go hunting with my father.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Sowal sa ci ama, ta'angay to kako nga' itiya sato mikelid cingra takowanan a malingad.",Dad said that he would take me with me when I grew up.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"O talakal ko sapilamec to tama' ko fa'inayan no niyaro', misanga' cangra to wa'il a talakal ato fakeloh a talakal.","The men of the tribe also trap their prey, making lasso traps and rock traps.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Mafana'ay a misanga' to wa'il a talakal ci ama ako, sowal sa ci ama, ""o sapitalakal to torok koni, solinga'en no mita a minengneng ko narakatan a saripa' no 'a'adopen, itiraen ko talakal a miteli i karomakatan no 'a'adopen.""","My dad is very good at making lasso traps. Dad said that this is used to catch pheasants. We have to carefully observe the footprints of the prey, and the traps should be placed on the path of the prey.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"To romi'ami'ad a minanam kako misanga' to talakal, sakikahenay a mihakelong to malitengay a mi'adop, 'araw han kahenayay citama' koya talakal no mako.","In order to go hunting with adults as soon as possible, I practiced making traps every day, and soon my traps can really catch prey.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ma'araw niama ako sowal sa, ""ikol to o tadamaanay to kiso a mi'adopay a tamdaw.""",Dad saw it and told me that I will be a very good hunter in the future.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,validate
"Ta'angayay to kako no hatini, mikoyod kako to pana' ato 'idoc, mihakelong ciamaan a mi'adop.","Now that I have grown up, I carry my bow and arrows and go hunting with my father.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Minokay to tahira i niyaro' i, pafatisen to ako ko fanawlan to tama' ako.","When returning to the village, share the hunted prey with the tribe.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Sowal sa ci ama, ""miahowiday kita to sapalemed no liteng, milongoc to sapakadofah no mita to tama'.""","Dad said, we want to thank the ancestors for their blessings, so that we have a lot of prey to harvest.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
Maapacay kako talapitakcian to papacem.,I was late for school this morning.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Tayra i pitakcian haw i, matawalay ako ko kacikafang.","When I was going to school, I forgot to bring my backpack.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Awaay ko maanmaan a mihawikidan ako.,I didn't bring anything with me.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Minanam to i, malacecay minengneng to tilid kako ato kapot.","During class, I and my classmates read the textbook together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Misekin to i, pacaliwen no kapot kako to impic ato sasipasip.","During the exam, a classmate lent me a pen and an eraser.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Sowal sato ko singsi i takowanan ""miliyaw to malatal a lomowad, aka to kaapac!""","The teacher told me, Wake up earlier next time and don't be late again!""""",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Ci Kacaw han ko sanga'ayay a widang ako, O wawa no 'Amis cingra.","My good friend's name is Kacaw, and he is also an Amis child.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Malacafay kami a mitakeci i Fanaw a niyaro'.,We study together in the Tafalong tribe.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Mararid kami malacafay mitengil to pakongko no malitengay, saheto mafana'ay kami a misano'Amsi.","We often listen to the elders telling stories together, and we both can speak the Amis proficiently.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"'Akawang a maso^:so kako, poener a mangiliw ci Kacaw.","I am tall and overweight, while Kacaw is short and thin.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Tariktikay ci Kacaw, o kaolaolahan no 'alomanay cingra.","Kacaw is very energetic, and everyone likes him a lot.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"O piontokayan no pitakcian anini, adihay ko lalifetan to mipatirengan no pitakcian.","Today was the school's sports day, and the school organized many competitions.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
