xsy,chinese,source,kindOf,dialect,row_type,split
ta:in hiya'?,誰是ta:in?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
ta:in 'inmana'a kapa'onhaelan.,ta:in是我的朋友。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
minatini' minkoringan niSo' raro:o' Sin hiya'en?,你姐姐的名字是什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
minatini' minkoringan ma'an raro:o' Sin 'awayen.,我的姐姐的名字是'away。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' minayti' minkoringan raro:o' Sin hiya'en?,你妹妹的名字是什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an minayti' minkoringan raro:o' Sin towayen.,我的妹妹的名字是toway。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o ra:am ay nisiya ka raro:o'?,你知道他的名字嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
siya 'oemaw.,他叫做'oemaw。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya lampez o haseb tinal'oemaeh ila.,他今年15歲了。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya haseb tinal'oemaeh ila.,他今年5歲了。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
nimon 'asang hayza' ay ka kakiSka:atan?,你們的部落有學校嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o kiSka:at ray 'asang kakiSka:atan ay?,你在部落的學校讀書嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', ray kakiSka:atan kiSka:at yami saboeh nak 'aehae' taew'an mae'iyaeh.","是的,在學校讀書我們像一家人。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
hiza kamanra:an hiya'?,那個男生是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya mama' ma'an.,他是我叔叔。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
hiza minkoringan hiya'?,那個女生是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya minayti' kamanra:an ma'an.,他是我的弟弟。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'oya' niSo' matawaw ka kano'?,你的媽媽從事什麼工作?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya hitay.,她是軍人。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' yaba' matawaw ka kano'?,你的爸爸從事什麼工作?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya niSo' minayti' ay?,他是你弟弟嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', siya 'in 'inoka minayti' ma'an a ka kapa'onhaelan.","不是,他是我弟弟的朋友。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', siya minayti' minkoringan ma'an.","不是,她是我的妹妹。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
nimon taew'an hayza' piza' korkoring?,你們家有幾個小孩?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niya'om taew'an hayza' Sopat korkoring.,我們共有四個小孩。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' piza' minayti'?,你有幾個弟弟妹妹?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' piza' minatini'?,你有幾個兄姊?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
yako 'oka' ka minatini'.,我沒有兄姊。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' piza' 'aehael?,你有幾個兄弟姐妹?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'oka' ka 'aehael.,我沒有兄弟姐妹。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
moyo 'aehael ay?,你們是兄弟嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ihi' siya minatini' kamanra:an ma'an.,"是,他是我哥哥。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
moyo SinSinrahoe' ay?,你們是原住民嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', yami SinSinrahoe'.","是,我們是原住民。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya ma' SaySiyat ay?,她也是賽夏族人嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', siya ma' SaySiyat.","是的,她也是賽夏族人。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kaysa'an kawaS nak'ino'?,今天天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kawaS maskes, pa'akoy rae'oe: ka 'ima rikrika: ralom.","天氣有點冷,要多喝熱水。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kawaS rikrika:, pak'akoy rae'oe: ka ralom.","天氣有點熱,要多喝水。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"hahila: tiS'a'i', 'izi' ngowip poti' ka hahila:.","太陽很大,要記得防曬。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray latar kawaS nak'ino'?,外面天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'akoy ka homom, 'oka' ka hahila:.","雲很多,天空沒有太陽。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
rim'aen kawaS nak'ino'?,明天天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"rim'aen 'oka' ka hahila:, 'akoy ka homom, wa'isan ka ba:i'.","明天沒有太陽,雲很多,風很大。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini kawaS masmaskesan So: kaSlatar hiba: ka katoeh.,"這天有點冷,出門要穿外套。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray kaSangayan nak'ino' ka kawaS?,假日天氣如何?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray kaSangayan kawaS 'am kayzaeh.,假日天氣晴朗舒服。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hiza 'aehae' hahila: 'am 'omazaw, 'amkay 'oral.","那天天氣晴朗,不會下雨。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'isahini hayza' ay 'omoral?,現在有下雨嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"mintawaeh ila, hahila: kas'oehaez ila.","雨停了,太陽出來了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'omoral ila, ya:o 'okay 'araS ka ra:ma'.","下雨了,我沒有帶傘。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
latar hayza' ay 'omoral?,外面有下雨嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'isahini 'oka' ka 'a'oral, hila:an ila 'isa:a' 'am 'omoral, So: 'am kaSlatar 'araS ka ra:ma'.","現在沒有下雨,中午過後會下雨,出門要帶傘。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
koe'hael ray 'amiSan 'am maskes ay?,明年冬天會很冷嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', koe'hael ray 'amiSan 'am maskes a tomalan, pak'akoy hiba: ka kayba:en.","是,明年冬天會很冷,要穿很多衣服。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', haba:an 'am rikrika: a ta:an, pak'akoy rae'oe: ka ralom.","是,夏天會很熱,要多喝水。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o minowa' ay ka naba:an?,你喜歡春天嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako minowa' ka naba:an, kawaS ha:olhoel.","我喜歡春天,天氣很溫暖。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o minowa' ay ka na'miSan?,你喜歡秋天嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako 'okay minowa' ka na'miSan, ray na'miSan 'akoy ka ba:yoS.","我不喜歡秋天,秋天有好多颱風。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o mangowip ila maraS ka kina:at.,我忘了帶課本。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako mangowip ila maraS ka tati:iS.,我忘了帶橡皮擦。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
So'o 'am komsi'ael ka kano'?,你午餐要吃什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am somi'ael ka pang.,我要吃麵包。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'am komSa:o' ka kano'?,你晚餐要吃什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o komhaema' somi'ael ka kano'?,你早餐吃了什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o komsi'ael somi'ael ka kano'?,你午餐吃了什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
yako somi'ael ka tata:a'.,我吃了雞肉。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yami rima' tomako: ka mali'.,我們去踢球。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"So'o 'inSa'la', ya:o 'insa'an taSa' ki:im 'iSo'on.","你先去,我等一下去找你。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' ta'ila lalangoy.,我們去游泳。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay! 'ita' tapa'onhael ta'ila.,好啊!我們一起去。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kayni', 'ita' ta'inSa'la' Sobowaw ka kina:at.","不要,我們先去搬書。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o ta:ngepen ila ay?,你刷牙了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'i'ini', ya:o mam bahi' ka powawan.","還沒,我正在洗碗。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o romoe'roe' ila ay?,你漱口了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'ina romoe'roe' ila.,我漱口了。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
So'o bahi' ila ay ka powawan?,你洗碗了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an powawan bahi'in ila.,我的碗洗好了。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'ampowa' 'okay ti:ma'?,你怎麼沒洗手?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o 'insa'an ila ti:ma'.,我等一下洗手。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o kaysa'an matawaw ka kano'?,你剛剛在做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
ya:o 'am lobih ray taew'an.,我要直接回家。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya 'am rima' homlal.,她要去跳舞。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"lalaw, So'o 'ay taew'an ay?","lalaw,你在家嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', 'am'amoeh kaS'abo' ila.","在,快進來。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"lalaw, So'o ray taew'an ay?","lalaw,你在家嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
moyo hiya'?,你們是誰?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"koko', yami hi 'away ki lalaw, hawaeh ka 'a'eleb 'iniya'om!","奶奶,我們是'away 和 lalaw,幫我們開門!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako 'ataw, yako mowa:i' komi:im hi baSi'.","我是'ataw,我是來找baSi'的。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"koko', yako mowa:i' ila komita' 'iSo'on.","奶奶,我來看你了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"So'o honaehnge: ila 'okay wa:i', ya:o maSriyae' 'iSo'on a tomal.","你好久沒來了,我好想念你。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"lalaw, yako mowa:i' ila makakSiyae' ki So'o.","lalaw,我來找你玩了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini ma'an pinamowa' ka 'aewpir, Santalam naehan.","這是我種的地瓜,吃吃看!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"wa'ila! hini ma'an pinamowa' ka boway, Santalam.","過來!這是我種的水果,吃看看。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini boway kin 'anhil.,這水果好甜。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
Sa:eng! hini ma'an pinamowa' ka baesaeh Santalam naehan!,請坐!這是我種的有機玉米吃看看!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
wa! hini basaeh kin 'anhil.,嗚!這玉米好甜。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'am somi'ael ay ka 'iyok?,你要吃橘子嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako 'aewhay somi'ael ka 'iyok, ya:o somi'ael ka linko kayzaeh ila.","我不能吃橘子,我吃蘋果就好。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'am somi'ael ay ka walo'?,你要吃餅乾嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, ya:o minowa' a tomal.","好,我很喜歡。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am 'omazip ka boway 'iniSo'.,我削水果給你吃。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ma'alo', hini boway 'akoy ka ralom.","謝謝,這水果好多汁。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o tamari' ka ralom 'iniSo'.,我拿水給你喝。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"pak'akoy si'ael, ma'an tinalek ka tatimae' 'akoy o.","多吃點,我煮了很多菜。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
San'akoy sowiti' hini 'akoy naehan.,"多吃點,這裡還有很多。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
yako 'okik kaSikar o!,我不客氣了喔!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"si'ael naehan, hini 'akoy naehan.","多吃點,這裡還有很多。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"yako Sanbaba:ok a tomal, kayni' somi'ael ila.","我吃了好多,不能再吃了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kaysa'an kamatortoroe' 'am maraS 'inimon rima' ray koko:ol.,老師今天要帶你們去山上。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
'oya' komoSa' ray koko:ol 'akoy ka tatango:.,媽媽說山上有很多蚊子。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
yami 'am rima' manibih ay ka ra:i'?,我們要去翻土嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'insa'an 'ita' 'am rima' rayno'?,我們今天要去哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kamatortoroe' 'am maraS 'ita' rima' ray ba:la'.,老師要帶我們去河邊。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' 'insa'an 'am rima' rayno'?,我們今天要去哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'isa'an 'ita' 'am rima' ray ba:la' ay?,我們今天要去河邊嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', kamatortoroe' 'am maraS 'inimita' rima' ray koko:ol.","不是,老師要帶我們去山上。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'isa'an 'ita' 'am rima' ay ray 'os'oso'an,我們今天要去山上嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"'oka', kaysa'an 'ita' 'am rima' ray pinatiyay.","不是,我們今天要去田裡。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kamatortoroe', 'ita' ray ba:la' 'am komita' ka kano'?","老師,我們到河邊要看什麼?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
'ita' ta'ila takita' ka 'ayloSay.,我們去看蜻蜓。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kamatortoroe', 'ita' rima' ray koko:ol 'am komita' ka kano'?","老師,我們到山上要看什麼?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' ta'ila takita' ka papa:o'.,我們去看蝴蝶。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
'ita' rima' ray pinatiyayan 'ampowa'?,我們到田裡要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ita' 'am rima' ray pinatiyayan komita' mita' pinamowa' ka basaeh, 'iya'azem ka 'ae'aewzaeh ki walwalo' o.","我們要到田裡看我們種的玉米,要小心有螞蟻、蜜蜂唷!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kamatortoroe' 'ita' 'am rima' ba:la' lalangoy ay?,老師我們要到河邊游泳嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'oka' 'ita' 'am rima' komita' ka 'ayloSay.,"不是,我們要去看蜻蜓。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' kaysa'an 'am rima' komowih ka ra:i'.,我們今天要去翻土。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
hiza' hayza' ka 'ayloSay mam homayhayap.,那裡有蜻蜓飛來飛去。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
yako kaysa'an ila komita' ka 'ima 'i'iyaeh ka 'ayloSay.,我今天才看過真正活著的蜻蜓。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hiza hayza' ka papa:o' mam homayhayap.,那裡有蝴蝶飛來飛去。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"wa! ya:o minowa' ka papa:o', kayzaeh a tomal kita'en","耶!哇!我喜歡蝴蝶,很漂亮。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hiza hayza ka papa:o' homayhayap.,那裡有蝴蝶飛來飛去。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hiza 'okik papa:o', hiza walwalo'.","那不是蝴蝶,那是蜜蜂。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"rini kita', 'izi' 'oSa' ray kamra:waS!","在這裡看一看,不要到太遠的地方唷!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"'a:ay, 'ita' 'okay rima' ray kamra:waS.","好,我們不會去太遠的地方。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'izi' 'ae'ae:aew, balbalay 'am manra:an kayzaeh 'okay ngizo'.","不要用跑的,慢慢走免得跌倒了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'iyakinita' a tomal.,我想趕快看到。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o nak'ino' rima' ray hataS?,你怎麼去工寮?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya manra:an rima' ray sinsangan.,他走路去醫院。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o nak'ino' rima' ray pengho',你怎麼去澎湖?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o nak'ino' lobih ray taew'an?,你搭什麼回家?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
mowi' papama' ka kano' rima' ray kakiSka:atan?,mowi'搭什麼去學校?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
mowi' papama' ka kalihapoyan rima' ray kakiSka:atan.,mowi'搭火車去學校。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
