ckv,chinese,source,kindOf,dialect,row_type,split
"sining sabasayan, ta bakes ay sabasayan, azo sokaw waway na, qaRayngo ti temoqaz nangan na, temqez meniz","青年組與壯年組成員,如果表現不良,便無法升級,即是留級",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ao, sabasayan na kebalan osepat tasaw temoqaz nangan na qakelisa","然而,噶瑪蘭的年齡階層是四年一任",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"ta gilanan seRai ta kalingko taitongan, azo yao nipaloman to qasop ta damoan, onay damo pasi qaizoanan na kebalan","在宜蘭和花東地區,如果發現村落裡有種高大的大葉山欖,那個村落可能就是噶瑪蘭人的聚落",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Raya meniz niRibon na soncyo, ta pateRongan osa wanma kebalan qemizoan, yao pama ozosa malisimpo qizoanan na kizaya","村長所管理的層面是全方位,如新社部落並不是只有噶瑪蘭族,還有兩個阿美部落",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"soncyo meRibon qaya, yao niana sapaqiRian sasangian ta damoan, nizo soncyo semano to naqonian","都由村長下達事務及實施辦法,不須經過頭目",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tatezoma ti waway na setangi, tangi ay lazat na kebalan sasetaR ti to zoma ay lazat na yen-co-min","由於時代的變遷,現在的噶瑪蘭人與其他原住民族相似",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"maqezi ta gilanan pasatiboR matalin sa kalingko taitong qalalazing ay kebalan, nayao simonang ti lazan, yao a qakelawkawayan na, mazemon ti lazat matatalin","從宜蘭往南遷移到花東沿海的噶瑪蘭族,因交通方便、工作關係,人口外流嚴重",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"sobolin ta damoan mai melapos to qenazapan na baRbaqibai ay kintani ti kebalan, pilay timo.","留在部落延續祖先腳步的少數噶瑪蘭人,難為了。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"melaziw to waRi na gilan, taytan na gilan meRiz dasidas, mezanga melanay na, aneman na ti qaizoanan ta gilanan","某天有幾名捕魚的族人,偶然經過蘭陽平原外海,看見了蘭陽平原廣闊,土地肥沃,於是決定移居到蘭陽平原。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi ay ta qaizoanan na kebalan, Ronanay tazongan nizo nengi sitongos to banang","現今的噶瑪蘭族社會中,男女都可以繼承遺產。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"zoma ay 214 lazatan matatanaq, makasa qemizoan ta ninian na lawlawan ta.",其他的214人散居全台灣各地。,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"toRoz na matanaq ti to gilan simqena ay damo na kebalan, yao matalin sa sansin, qawqawtan, yao a lazat na damo paqezi ta tanganan na iRoR pasawaRi qa lalazing","迫使噶瑪蘭族人最後不得不離開美麗的故鄉宜蘭,有的移往三星、蘇澳,有的則從蘭陽溪口出海。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"temabi, metazoq temozos to somRoz ibabaw ti tazoq na, maRawan ta poli ya zenna, masolon to siyop na bali pelaypaiz","整地、插秧到秧苗長大整片綠油油的稻田,隨風飄逸,有如浪波般的漣漪",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"toRoz na yao ti bosos osa maqezi ta talo mawto, mazas to lazat meRaytaRon ta gilanan miRaw to melanay na kebalan","隨著漢人吳沙從大陸來,大舉入墾宜蘭,侵占土地。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi ta taqsian yao temod to sikawman na kebalan timaiman qaya, yao ti mowaza nisangian na Raya to saliaman qaya, mowaza ni panmo na timaimian sinanam.","學校也有教我們噶瑪蘭語,也編了有很多課本可以學習,對我們的學習幫助很大",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Raqana ta tangi ay aimi baqibai niz ti temanholam sikawma, maima imi mipil to temankebalan ay sikawman","因為對我們子孫們會用國語說話,所以我們現代的子孫大都說國語說話",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qaqiton melaziw ay lazat taytan na ya qenasimqenan na, nizo tomqez qiton na temayta.","讓路過的遊客,被這美麗的景像吸引而停下腳步觀賞",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao a Raya ta manmo semangi to sinanaman to sikawman na kebalan, aita baqibai na kebalan maken padamdames pa ita sinanam",原住民族委員會也特別為我們設計了加強噶瑪蘭語的學習,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tomnon ta wawayan na kebalan qaninanan, masang ay qodos nizo maqezi ta qenaliman nitenonan na tazongan","織布在噶瑪蘭文化占有很重要的地位,衣物的來源主要是靠家中的女人手工織布而來",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
wanayka zao masang ay tenonan ngid ti qakalingon qaRapongos,然而傳統的織布方法快要被遺忘失傳,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mai pa meRapongos tenonan na masang to benina, ta damoan na kebalan paqiRi ti to sinanaman tomnon to benina, temod to sonis na kebalan sinanam tomnon.","為了傳承使用香蕉纖維織布的傳統方法,噶瑪蘭部落成立了新社香蕉絲工坊,來教導年輕一輩的族人學習香蕉織",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"tatezoma ay tasaw na sabasayan yao tongos na saqazawan na qakelawkawayan, sabasayan wanma Ronanay nengi temoqaz.","每個階層各自負責相關的任務分工合作,年齡階層只有男性可以進入",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"sabaliwan na sadaiyongan na nizo niRasan na ta lazatan na damo, yao ti sadaytanan na lazat na kebalan ta damoan.","所有資源都是由部落噶瑪蘭人提供,賺取額外的收入。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Ronanay kemaway to nitenonan soboq sanaong semalaw, sepezan to 'may oo sepezan to nitaytan na ta lazanan na naong to tened.","用來遮陽擋雨,男人到山上打獵時背的背袋,可裝便當或隨手採的野菜",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Ribang na tomnon qaninanan nani mala to qelizen na benina, maqezi ta tina na benina mala, somRoz to ozosa ti tasaw mai pama sa 'si ay benina qaseba qelizen na","織布使用最重要的材料是香蕉纖維,是從香蕉莖部取下,在香蕉樹生長了一年而且未結果時取的香蕉纖維韌性最好",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
tangi soppaRan niaq ti qaninanan sikawman na baqbaqi baybai. malemes ti imi sinanam sikawma,"現在知道族語的重要性,所以我們非常認真的學習",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"izawan ta ta Raytati ay lobong na, pawaRian ta paqayseng, mayseng ti sinasan ta ti, qelizen na benina satenonan zao","留下來的最外層薄薄的皮再曬乾,曬乾後剝成細細的香蕉絲線,香蕉絲線接成一條長線,這就是香蕉纖維",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"azo sokaw niazas na posia to damo, qayao tembes sabasayan pasaRoR somdes.","若是頭目領導不佳,則會被整個年齡階層換下來",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"tangi ay ta qaizoanan na kebalan senangi na to waway na Ribonan paqiRian, yao a ta zipon pama ay seRai tangi ay Raya na lawlaw ta miRibonan, paqangian na paqiRi to saRibonan","現代的噶瑪蘭社會組織,在歷經日治時代及現在的國民政府的管理下,建立了完善的管理制度",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"oo masang ay qenizoanan na kebalan, tangi qasop nani tolis na wawaway na kebalan.","或是早年居住過的土地,大葉山欖被噶瑪蘭人視為精神圖騰",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qatoRiyasan na ti paqiRi ta ibabaw to kiya ay melanay,"因為花蓮不像宜蘭地勢較低,就直接建在地面較高的地方",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mawto ti tangi ay Raya na lawlaw ta, senangian na to saRibonan, damo nani qaninanan na lawlaw ta senangi to paqiRian","國民政府來台後,在其所制訂的管理制度下,村落成為國家組織的基層單位",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao pama qaya, qaninnanan ay paRin na kebalan ""napas paRin,""","另外,也被噶瑪蘭人列為最重要的族樹是「莿桐樹」",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"mai sasetaR to zana zoma eRed ay leppaw, zao a saRaya tatezoma na leppaw na kebalan.","這是噶瑪蘭族傳統家屋,有別於其他族群的茅草屋,最大的不同點之處",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mai azaw to leppaw na bosos sikakak oo zana zoma ay lappaw na yen-co-min.,"入口在正中間,不像漢人的三合院及其他族群",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"RamamaRong nipaqiRi na to leppaw na kebalan masang, ta tebteb temonaw, ta teReq na temonaw yao ozosa tangan pasa qinpan, ta tebteb tangan na temonaw","噶瑪蘭族傳統家屋基本結構是,家屋建築呈長方形,中間是客廳,兩邊是房間",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mai qaipilan posia, wanma qayao posia mamo, qawka kemilim to posia simsano.","只有在需要頭目配合時,才會與頭目商談配合",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"masang ay posia seRai sabasayan meRibon to damo mai pa toqazan na zomma lazat meRiboR, qemazaw to simonang to damo.","從前的頭目與年齡階層得保護部落不受外來入侵,有保護整個部落安全的重大責任。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi ay posia mai ti to azo masang Raya ay nangan na, sabasayan na kebalan mai ti to azo masang siqet na waway na.","雖然現代噶瑪蘭的頭目已經不是部落的管理者,噶瑪蘭的年齡階層組織也變得無法像從前一樣嚴密",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"alalan na pateRongan yao ta qalalazingan, ta Rabetin yao osiq sodad na lazan ay ta bakong pateRongan, simpatengayaw to lazing, ta toRoz na yao naong","新社半島位於,花蓮沿海台11線的豐濱鄉新社村境內,東臨太平洋,西靠花東海岸山脈",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"simonang meRiz simqena maRawan, Rapedadaw ti qipenayan na, nengi qaizoanan maRaw to zenna tazian.","是個視野廣闊,景色怡人的黃金梯田,是一個觀賞田野的好地方。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nazao tatezoma ti deddan na tenob na banang, matatalin ti lazat na kebalan, tangi pitasaw qakelisa tima kemoway to zenna, ta osiq bolan temozos to otolo bolan","由於氣候的轉變,人口的外流,現在每年只耕種一期的水稻,時間為一月至三月",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"wanayka azo qataban oo sepaw to lazing, qaRayngo sikawma soncyo pamengma ta kinilan manmo. azo Rasoncyo meRaposia qaya, qanengian na damo nazao.","但是如豐年祭與海祭的祭儀,村長也無權管制,只能配合部落的祭儀活動從旁提供協助,所以村長同時又是頭目的話,這個部落將會是個最完美的部落。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"wanayka, tangi ay lazat na kebalan, mai ta kalingon to waway na baqibai, mai paRapongosan ta.","但是,現代的噶瑪蘭人,都不能忘了維持祖先留下的傳統組織",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"azo lain na lazing, otolo bolan temozos to onem bolan, maw poli qipenayan paqanas ti Rapedadaw, azo niz ti belawan banang taytan","三月至六月稻穗由綠慢慢變變黃澄澄的的稻穗,猶如黃金般大地",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nengi ta meRenem, melawis, nengi temayta to masang ay waway na tomnon to benina, masang ay qaninanan Ribang ""dodang,""",船澳周邊的海可以浮潛、釣魚、參觀噶瑪蘭傳統香蕉絲編織、噶瑪蘭族一級寶物「岩棺」,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ta siakayan mazemon malisimpo qemizoan ay nani ta simpeise solin.,"以花蓮縣豐濱鄉新社為最主要的大聚落,都會區以新北市樹林區最多",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
wanayka maqayta pama ta yao baybai sideqap to nitenonan to benina kelawkaway ta bawbian meloma to tened,"不過在部落還是看得到曾祖母們在菜園種菜時,背上還掛著用香蕉纖維織的手工肩甲狀的deqap",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta sining ay sabasayan yao pazazasan na, mazas sinapon temoloz to sining kelawkaway","青年組裡,會有會長與副會長,負責領導指揮青年組成員,執行各項任務工作",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi ta damoan na kebalan, niz ti siqodos to niRasan ta tiyaman ay qodos, kepowa ay, senangian to hoasie ay qelizen qodos","現在噶瑪蘭部落裡,穿的都是從市場買的棉、化學纖維布料",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Rabetin yao osepat tasaw na Ronanay siangato temoqaz to sabasayan, sabasayan yao otolo tatezoma ay toqazan, yao sining ay sabasayan, saqazosa bakes ay sabasayan, saqatolo baRqian ay sabasayan.","男性在十四歲就開始編入階層組織,年齡階層分為三個層次,分別為青年組、壯年組及老年組",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta damoan na kebalan, sabasayan waway zao pa qangi palisimpo to anem na damo qaninanan ay senangian to nipaqiRian.","在噶瑪蘭族的部落裡,年齡階層是凝聚部落的重要組織結構。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"emizoan ti ta pateRongan temozos to tangi, soRongan zin na ta sikawman na kebalan siaqazqazan na bawa'zin na imi na, Raqana sinangan to pateRongan, maqezi tazian nangan zao.","於是就住在這裡到今天,所以新社pateRungan在噶瑪蘭語的意思是船靠岸之意",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"ketonan ta biRi na seRai bongoR na, maizaw ay tina na benina topaqan ta, ta RaiteReq Rotoz ay 'si na lobong na qisqisan ta","將香蕉葉部及根部砍掉,留下的香蕉莖一層層剝下,剝下的香蕉莖內層的肉質用小刀刮掉",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nantongos mazas to pinileppaw na seRai nengi ay kapot na qabawa'qalalazing, pasatiboR semoRong ta pateRongan bawa'na","據說,族人在花蓮被清兵打得四處逃竄時,各自帶著家屬及最好的朋友沿海乘船,往南在新社海邊靠岸",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi sinanam ay ta qaizoanan na sinanam tomnon, mala to melobas ta qattian ay satamakan, tamakan na to tatezoma ay tolis, tomnon to lawa na benina.","現在香蕉絲工坊的學員們,也染成取自天然的各種色彩,織成各種色彩的布匹",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"sikawman na kebalan ta tenob na banang qaqaytisan qa mai pa ti ay sikawman ""padames ay qaqaytisan,"" tangi paqanas ti mai",噶瑪蘭語被列為全球最瀕危語言中的「極度危險」、正在消失中的語言,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
leppaw na kebalan masang senizas ay leppaw siqazosa meliwaliw,噶瑪蘭族傳統的家屋茅草屋有兩個轉變,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ta damoan paqenanem pataqsian paqenanem patodan temod seRai temod to saleppawan ay.,在部落一對一的教學法和家庭式的教學法,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"temanan ti kelawkaway patodan, qawka matiw temod to sikawman na kebalan","族語老師利用下班後開一小時的車,作一對一的教學和家庭式教學",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"pasaqay to qiton osiq dokian, yao a patodan qaotobay qa lalaziang temod, nitodan na kelisiw kiyama","有的老師從花蓮市騎車沿海教學,雖然鐘點費只是一點點",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
semangi to eRed ay pakoyo moman menokob,"為了防止日曬雨淋綑綁的藤條容易爛,再用茅草做的pakuyu結構加強保護",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"satodan ta tokayan asetaR ti, maken paqenanemma pataqsian qawqawman yao senangi na to satodan.","在都會區的教學也沒被忽略,就算只有一位噶瑪蘭族的學生也開班教學",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"semangi to simsoqasan meliyam ay, nengi mala somking to nisazemaken ay sikawman",政府還編列了全國朗讀競賽、語言能力認證考試的優惠、培養師資、在在顯示了政府的苦心,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qawqawman meqasiR mai qatabal qamai na sikawman na kebalan, yao ita tanian melisaw a!","還是抵不過語言急速的流失,我們是不是還有地方遺漏了呢!",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta kawili na tangan na temonaw, yao kakasa tangan toqazan sasammayan.","房子的最左邊還有另一個門而且是單獨的,一定是廚房",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta damoan yao soncyo padaylian meRibon, posia nani mai ti to azo masang Raya oRat na sikawma","村長成為部落的代表管理者,頭目則不再有傳統上較大的權限",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"sikawman zao yao pama soni na, meqoqodoq ti sayzi sikawman ta, qawman ngid to qatenesan qenabinnos na sikawman ta. padamdames pa ita kebalan.","噶瑪蘭語雖然奄奄一息,還是希望能活得長久。噶瑪蘭族人我們加油吧!",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta kawanan na temonaw kakasa yao pama osiq tangan toqazan, tangan na siR 'nay","另外房子的最右邊還有另一個門是單獨的,一定是榖倉",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tangayaw na paskowa simsedes baibedan paqan to ni saisian tiana ay nengi qanan.,年前祖母們會互相交換所釀的酒加以評鑑,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qeni nipaqiRian mai semanga melabo simsoqas melona to bawa', omala to otatani kawlaR","成立以來參賽從未缺席,得過無數獎項",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"masang yao niqodo na to baboy, telaqoq seRai qatadan matanaq to leppaw to kiya, dasam zina lazat na kebalan masang.",至於以前還有豬圈、雞籠及廁所、是蓋在左邊離開主屋一段距離,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"masang lazat na kebalan semangi to Raq, ""saisi"" zina sikawman na kebalan, nisangian isi nani zinmet ay Raq ""isi"" zin na sikawman na kebalan","以前噶瑪蘭人釀酒,稱之為「saisi」,而釀出來的酒叫做「糯米酒」",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"saisi ta baibedan na kebalan azaw ti simsoqas, ta baibedan na kebalan pazokat to tiana ay isi nengi qanan","這通常是噶瑪蘭族祖母們的絕活,是噶瑪蘭族祖母們表現的機會",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"siangato semoni pisa, taninian ay lazat padadames melona to bawa'","每當比賽開始的槍聲響起,各方人馬使勁划槳",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"melaziw to otolo bolan, zinmet senapowaR seRai Razing meRazanom ti isi Raq zao, nengi ti qanan, tenes dedanan padames bangsis Raq na.","經過三個月釀製的時間,糯米飯及酵母融化成水之後,方可飲用,釀的時間越久,酒味會越香醇",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"oRpos ti nani mala ita to nipasabiqbiq an toRpos ti ay zanom qadadosa bekisi, paRamesan ta qemodiqod ta bekisian, ponti sepezan ta ti ta podoqan zingetan ta tangan na podoq.","拿出水桶放入一半不到的冷開水,將糯米飯及酵母倒入桶內攪拌混合,再放入大甕中封住。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"monna nani, mala ita to zinmet beRas soRan ta ta zanoman saqadanan, sepol ti nisoRan zinmet beRas, lomozan ta pa mammin","首先,將糯米揚去外殼,放到水裡浸泡一夜,泡軟之後,用蒸籠煮熟",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"melaziw to ozosa lipayan, sateppo ti to poli, moman ita melomoz to taso zinmet senapowaR, mammin ti pabasawan ta","經過兩週時間,已發出綠霉之後,另外再重新蒸煮糯米飯,煮好後待其冷卻",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"qemizoan ta qazqazan na lazing ay kebalan taytan na, mai matoqaz na zoma ay lazat qemapsi to melanay na seRai pinileppaw na, timango yao pangzan temabal","居住在靠海岸的噶瑪蘭人發現,他們家族躲過外來的破壞,是因有林投樹保護",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ta wawayan na lazat na kebalan osiq leppaw nani matapon sammay qeman.,噶瑪蘭人以共灶、共食是一個家為基本觀念,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mowaza liton na pangzan Rayngoma sosoRan talawman, sopaRan na ti pangzan nengi temabal to zoma ay lazat temoqaz","林投樹刺多不易鑽入跨越,既已知道林投樹可防禦入侵者",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"baqibai na kebalan masang qemizoan ta gilanan, yao a bosos qabawa'qalazing temoqaz miRaw to melanay banang na kebalan","噶瑪蘭族的祖先在宜蘭,漢人乘船由海路進入侵占土地",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"damo seRai senanian to waway nipaqiRian nizo nipalisimpo na osiq leppawan, gaqana leppaw nani damo seRai semangi to waway na palisimpo qaninanan ay.","部落、組織是由一個個家庭凝聚匯集而成,所以家庭是部落與組織中最重要的單位",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"wanayka tangi ay lazat mazemon ti sinanapawan, kalamaz mepatay baRqian na, simqaRayngo ti baqibai na Rayngoma ti to pelisin na.","不過現在有很多人打破禁忌,因為有些家中的長者早逝,導致晚輩對家族成員及相關禁忌認識不深",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
sabeRoan pangzan mai to nisamangsan.,林投樹整棵全都沒浪費掉,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi yao a leppawan melabo to singkiwan, siangato ti kemilim to beRoR na baqibai na sangian na to sodad semodad","如今有的家族因為政治選舉,開始調查家族始末而寫成族譜",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"pitasaw semangi to qalisinpoan, simqasoppaR pa qenasoani, matazay to singkiwan malisimpo ti oRat na pinileppaw.","每年舉辦宗親會時,趁機認識自己的親戚,遇選舉時就可凝聚家族力量",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi qemizoan ta isingan qaqaytisan ti ay sikawman na kebalan, yao a Raya na lawlaw ta pawRat kasianem to pabinosan, yao qaya sapazeng semangi to tongos na saqabinsosan na to sikawman na kebalan","現在住在加護病房的噶瑪蘭語,政府想盡辦法挽救,另外特別為噶瑪蘭語訂定了一套挽救的措施",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ngid pasolon to senangi na Raya na lawlaw ta, binnos pa sikawman na kebalan, qenapilay na patodan piqpiqan ita to lima mebeonay pa to anem na patodan.","為了配合政府挽救噶瑪蘭語的措施,族語老師的犧牲及付出該為她們喝采",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"ta gilanan nani potaqanan na paibabaw paqiRi matanaq to melanay, ta gilanan pataz mozan mai pa laopan na zanom, qaibabawan na ti saleppaw.","在蘭陽平原時是離地架高,因為蘭陽平原常下雨,房子架高以防淹水",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
