sxr,chinese,source,kindOf,dialect,row_type,split
osoa ngahlaisa paranako miararoma,我住的部落有兩個名字,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ihlahlamo hla'aloaia piarʉhlʉcʉ amoisana, somokohloia piahaisingsana ihlaisa","我們Hla'alua叫做rʉhlʉcʉ,布農人叫做haising",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
tam mavacangʉ sasaroana.,是個非常美麗的地方。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tam maromokoako miararomako,我很愛我的部落,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ta'iaraisaka naanaia pimalangihlo lalangica cacalʉa hla matahlisaoka sahlomo hlohlongo. mavacangʉka tʉkʉ coco'o.,"因為那裡有青翠的高山和清澈的小溪,讓人心曠神怡。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
ta'iaraisaka maro sa'ao aanʉ mavacangʉ iamasahlomo mavacangʉ pasaolaola'ʉ mahlʉlʉsʉ ihlako arataisa maroa hliasasangara akoisa maini mana.,"因為這裡有的好吃、好喝、好玩的事物一路陪伴我成長,讓我有快樂的童年;",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlatʉahlʉmana mʉmʉa maci pipasamia mʉcʉkʉhlʉ mahlokoa miararomako takoliliongo komita hla aosi como 'ai ihlako maromoko nani.,"更因為有我愛的人住在部落,讓我時時刻刻都感到溫暖,所以我覺得沒有別的地方比這兒好。希望大家有空能來我的部落參觀、遊玩",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mavacangʉa miararoma ko.,我想你們一定會跟我一樣愛上這裡。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
akoko hlamona tomalʉlʉvʉ miatongosoia,我第一次參加Hla'alua族貝神祭,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mahlivingi hlipatialangʉ inako hlʉngasʉ,穿上母親為我準備的傳統服裝,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
amihla amako tikoro matavohlionaia cokahlangʉta vaaso,父親跟我說鮮紅色的上衣是代表我們勇猛善戰,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
valako sarapongo hla vanokanoka takoamiata hlaka takoahlosohloso,皮做的帽子和褲子代表我們的文化進歩,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tovakʉ hlitinʉna sarapongonaia sialʉngʉngʉta kavoroa,上面繡著貝殼是代表我們對貝神的懷念,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kihlahlamo mʉʉmʉa ihlako hliangahlahlana miatongosona.,也告訴我貝神祭的由來。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kiahlahlamo ihlakoa amako,父親告訴我,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
koacahlia ahlaina poaroma hla aramasahli,女生是禁止進入或靠近的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ocani hlahlosa poaroma.,只有男子才可進入。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
miongo rovana taroacocovongoa cocota pahlo tatahlamʉ hla mosoraovo.,到了晚上族人們都集合在一起練習祭歌和祭舞。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
macahliako hla tomoa pasamanganʉ mosa mosotoro,我知道必須要努力去學習,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ta'iaraisaka patasooroita mamaini Hla'aloa,因為身為Hla'alua族的子孫,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pahlo ahlaama hlitoroa sahlina, mosolalʉvʉ ahlaama","唱著祖先所傳承的歌曲,跟著祖先的舞歩",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mosotoro sitakoamia tahlanakia, kani'iia mairahlo taiara hla sipoavahli.","學習屬於自己族群的文化,這就是我的責任和榮耀。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
angahlico kani'i omahlikoa tahlanakia matomohlocoa toa hla paotoahlangiako,從此之後我對自己族群有了更多的興趣和認識,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ocani mosoatoro takoa ahlaama,這不單只是學習傳統文化,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maro pangʉhlʉvʉ sipacʉcʉpingiko, mataingalicoako paotohlangi ihlako takacicihli.","也開啟了我的智慧,讓我更加認識我自己。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
patʉkʉtalangahlʉ hliaposiria sohlatʉngahla pamanganʉtihla'ahlʉ,瓶邊立著「壯陽補腎」的字牌,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mariakoanʉhlahlosa mahlatavatavahlihla moasasasala sala'ana,逗引著在煙花巷口徘徊的男人,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
makisoahla hlama mahlʉkʉna maci'ico,神話中的百步蛇死了,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'asarʉisaia hlipakikiaoisa ahla mapaioanʉ,牠的蛋曾是排灣族人信奉的祖先,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mara apoamanganʉ ikatomahlana atʉatʉhlʉngʉ pahlivinga,成為鼓動城市慾望的工具,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maci mimaka hlahlosa mapacisavoanʉ,當男人喝下藥酒,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
aranganico maravaaso poaroma 'ava'avangʉa sala'a mosiri malangihlokima'a,挺著虛壯的雄威深入巷內 站在綠燈戶門口迎接他的,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kitʉravahlita maritara'ʉhlaisana ihlasaiao movavilihli mahlʉkʉna ihlaisacacihli alamoro ahlainapaioanʉna.,竟是百步蛇的後裔 -一個排灣族的少女,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ahlamahlamoia mosamokakakoa oroamitana tahliaria miongo ocani hlitocalʉa sasaroana hlasʉngaakoisa,"Hla'alua的祖先就往日出方向遷移到一個山頭,叫hlasʉnga的地方",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
tarotoahlʉ kavoroa mavacangʉkai tam miahlaʉrʉ maritara'ʉhla ahlama Hla'aloa marocoisana miaʉlʉsʉ.,"遇到小矮人,還好矮人很歡迎Hla'alua祖先,就同住在一起了。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kavoroan sasaroana hlasʉnga, takiiarʉia tavaivalaisaka kavoroa.","人與小矮人曾經同住在hlasunga 這個地方,而貝神是小矮人的法寶物。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
miavavacangʉka kavoroa miaʉlʉsʉ Hla'aloa,小矮人與Hla'alua相處非常的融合,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro ocani aari miacikirika ahlama Hla'aloa sasaroana hlasʉnga,有一天Hla'alua的祖先要離開hlasʉnga這個地方,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
takoliacʉa tʉkʉisa kavoroa akoisa miacikirika ahlama romahlaʉ omalacoa hlakana'ana anaʉaisa tavaivala ovora ahlama Hla'aloa,"小矮人難過,於是當族人要離開時,就把他們最珍惜的寶物貝神贈送給Hla'alua祖先",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hla omarihlahlapʉtʉ ahlama Hla'aloa,並且交代Hla'alua族人,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomoa takiiarʉna pakikiacomo takacicihli,要把貝神奉為自己的神來祭拜,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
angahlico kani'ia hla'aloana mara 'ihlico langica cooisana.,於是從此就成為Hla'alua的神了。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
kiariari maro ocani manga'a ahlamʉ,"從前,有一隻笨拙的鷸鳥",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ngosoisa matisʉngʉ hla mʉlʉngʉsʉ kaopaopangʉ maromoko oomolamoro votokohlʉ, hla mata'ʉ'apasʉtʉnʉmʉ.","他的嘴巴又尖又長,平常最喜歡吃水裡的小魚兒和鮮嫩嫩的河蚌肉。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ocani lamoro votokohlʉ mahlaco kacivokaisa maronkani'i,"連一條小魚也沒找到,肚子真是餓極了。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
pasamiana taratʉahlʉ ocani tamtaiisa 'apasʉtʉnʉmʉ hlio maiiakaromaisa mapatʉkʉsahlomo hlimatasa'aimitahloari,"就在這個時候,他看到一隻好大好大的河蚌正張著蚌殼,躺在岸邊曬太陽。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
masangasanga rʉakani'i ahlamʉna momoamoarʉ mahlokoa patʉkʉisa 'apasʉ,"鷸鳥好高興,悄悄的走河蚌身旁",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
romahlaʉ paongʉngʉcʉn papa'apasʉ hlapasamanganʉ maakitoko.,"然後,對準河蚌的肉狠狠的啄下去。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
apakitokoa 'apasʉnan ahlamʉna apakicarʉmʉka 'apasʉ makacani makʉmʉtʉ romaisa,"河蚌被鷸鳥一啄,痛得立刻把蚌殼緊緊的合起來,夾住了鷸鳥的嘴巴。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"""makolatipingoso ahlamʉ hlavalia'apasʉ pakosapoako lomatipicoo ngosokona.""","「臭河蚌,放開我!你夾住我的嘴巴了。」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"""hogo! ihlaisaiao ocani ahlamʉ ngasa ami ihlao omaracapapakona!""","「哼!原來是一隻鷸鳥,誰要你咬住我的肉!」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
minisoacoka ahlamʉ noka 'apasʉ marisangihli oka'akacacihli aropakoasapo.,"鷸鳥和河蚌就這樣吵起來,誰也不肯先放開對方。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cocova anana pasamanganʉka ahlamʉ malipapalakʉ 'alapongoisa hlamialangica mipihlihli hla matapaci'i 'apasʉna,"過了一會兒,鷸鳥拼命的鼓動翅膀,想飛上高空把河蚌重重的摔死",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahli'aimao'apasʉna taisa hlamalisʉhlʉ koakʉhlaka ahlamʉ mipihlihli,"可是河蚌又大又重,鷸鳥根本飛不起來。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
koaropatiasapo romahlaʉ paritʉahlʉ mʉcʉ kʉhlʉka cacihli pariavotokohlo,"就在互不相讓的時候,正巧來的一個漁翁",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pasatalakiahlʉ matisangalʉ ahlamʉ noka 'apasʉ matiʉlʉsʉ mosalacoo.,輕而易舉的把鷸鳥和大河蚌一起捉走了。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aloamao ihlakoka tahlimo'a omasanʉ momoara ko sihliianʉ patʉrʉtʉrʉtʉrʉtʉrʉ ihlakoka osimangʉka,"白天我很想要把ta-hli-mu-a 和u-mas 的孩子抱過來,逗他們上下跳玩。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
olinganka 'aiongo omaihlo kiia ihlo malipilipi,"ulinga長大要當工友,給他戴項鍊亮晶晶很漂亮。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
olinganka aiongo omaihlo kiia ihlo malipilipi,"ulinga長大要當工友,給他戴項鍊亮晶晶很漂亮。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
acalaiiakoina'a mʉcʉkʉhlʉmahlokoa taipakʉ omiiapʉ taiaco opiani volahlʉ,親愛的媽媽: 來到臺北讀書已數把月了,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
arikaopaopangʉ rianʉ omaro 'arivongoa makari ihlao kihlamohlamo siangosipi mantaipakʉna,平常都是用電話與您分享在臺北的生活點滴,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlamairahlomatikikoia hlamaroa kariko kiahlahlamoako ihlao, hlakoakopiamaco","其實我的心中一直以來有些話想告訴您,但始終無法說出口",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kohlaisai omaro miako sohlatʉkarina kihlamohlamo hla tʉkʉtʉkʉako.,於是才想用寫信的方式表達我的心意。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maniki matalakiahlʉkaia poalaʉvʉmanaka ina'a maiatohlohlo apamasʉkʉcaihlako,"雖然簡樸但有媽媽的陪伴與照顧,讓我感受到強大的安全感",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
aosio iakʉvʉanavaratʉ mataingalʉ pasaranako macoako tarotʉahlʉlangʉlangʉ,"您就像個避風港,是女兒最大的依靠",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
oka'a sitahlamiamiaia ocani ihlaoa toahlʉpasao hlatikio mʉcʉkʉhlʉ tomimahla,"每當我遇到無法解決的困境時,您就會靜下心來傾聽我的煩惱",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
i'arahlasanako angahlipatʉkʉ tomalʉlʉvʉ ihlako oka'ataisana ovoraihlako mataingalʉ siopapohla,"設法從旁協助我,無形之間給女兒最大的支持",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mataipakʉ omiiapʉ oka'ahlamama mapatʉkʉ manikiia pitacacoronako maiatoatohlohloa ina'a kiariari pialavaʉ pialavaʉaina'a mantikiko,"在我隻身來到臺北讀書,沒有母親在身旁,但是我仍可以感受到媽媽的保護,從前媽媽的叮嚀一直存在我的心中",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
karʉrʉkʉhlʉ patakomahlʉngʉ ihlako malitilihli ihlako maron ikatomahlacoco'o apaiiaili macooisa ihlako.,"時時刻刻的提醒我、鼓勵我,讓我在茫茫人海中找回真正的我。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"""kaino ʉ'ʉraisa hliacalaio koatʉkʉsʉ marapihli ihlako 'ʉ'ʉraisa hliacalaio kopahloaiailia marapihli ta'iarako 'ʉ'ʉraisaihlao macalaiakoihlao ""","「媽,謝謝您的愛,無私的為我著想;謝謝您的愛,無悔的為我付出謝謝您!我愛您」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tikoro isaka sikoa ahlaama aanʉ,傳統美食的衣裳,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sasoakisoa tomamahlʉngʉ hlicavocavo,兩者合作長型粽,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maci anoaia ko aporoapakʉpakʉ civoka,吃了肚子消脹氣。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
pimamaini tamooco masokasʉ,他們的孩子非常頑皮,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro ocani aari takoa'i'iarʉka hlamamaisana moacʉkʉhlʉka mamainisa romaposo takoa'i'iarʉ,"有一天父母親正在辛苦工作,兒子卻跑來工地妨礙著他們工作",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
arocarocakʉisaka amaisa tangomiamao paʉcʉngʉ takoa'i'iarʉ kotararianʉ kari miongoco mahlipapo,"父親斥罵著孩子別擋老人家工作,但他總是不聽話。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moasalacoka hlamamaisa poaili tahloavʉ pahlamamahlipapo maisanaka amaisa pasiakʉkʉngʉcʉ ʉvʉcʉngʉ,"到了中午休息時間,父母回工寮煮午飯,父親忙著用飯把攪和著小米,小孩又跑去干擾",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
omaroca rocakʉ mamaini oka'a ka hlitimahlaisa omaroca rocakʉ ka amaisa omala 'asoro maikakoa lioso mamaini miacoco,"如此斥罵孩子仍然不聽話,之後父親勃然大怒,拿起手上的飯把往孩子的屁股一插",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mipihlihlicoka mamaini maratarataravasʉ mao isisi taravasʉna mapohlika 'asoro piooro.,"那孩子便飛了起來,變成了一隻長尾鳥,長尾鳥尾巴白色羽毛的部分,就是飯把上留的飯粒。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
taivangʉ kani'i maro laihla opatʉ tahla cocovovolonga,目前臺灣有14支原住民族群,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ngahlahlamo Hla'aloa saaliʉlʉsan tahlana tapangʉ marongahla, hla maroa coco'o pia tavola tapangʉ ihlahlamo.","而自稱為Hla'alua的我們,則被歸屬在阿里山鄒族分類之下,但也有人稱我們為南鄒族。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tihla'ahlʉ maci paongoa kongahlakia, takacicihliia, aoninia movavilihli, pomahlʉngʉ takacicihli","身上掛著不屬於自己的族名,讓年輕一代不知如何認清自己",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hla kocoacahlia sitakoamia Hla'aloa mataingalico, marahlopoka kari tahlanakia.","不了解Hla'alua文化,更面臨失去說母語的能力。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mara Hla'aloa movavilihli, komita kari tahlana sitakoamiana, aramoamoarʉ marahlopo, oka'acoka sitahlamiamia.","身為Hla'alua後代子孫,近年來眼見語言與文化漸漸消失,深感無助。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mataingalʉ matomohloa pahlomia, kocikia acahlia takohlosohloso. aosi","更多的疑惑,使我停滯不前,例如:",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tiaraisa tʉtʉrʉ mosoatoro kari tahla, hla marapihli papapohla hlikitarariana;","小時候,不懂為什麼一定要學母語,而且為了升學加分還要族語認證;",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomahlʉpʉngʉ'aimao palisia sikilaliali takiarʉna koacahli aramasahli;,為什麼貝神祭典儀式過於莊嚴卻不能像別族一樣熱鬧、有趣;,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tiaraisa mata kihlamohlamo tahlataia tamoco langʉlangʉ.,"為什麼每次對外介紹我是鄒族,還要特別解釋是南鄒族。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
akoko tomalilivico koraraona iniciki pao tokarahla mavacangʉka sitakoamia.,"一直到開始參與族群的活動,才有深深體會我族之美。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kani'i sikilalialiana palangʉlangʉ amoisana, kiariari osoa","此神秘且重要的聖貝祭典,以往是每隔兩、三年舉行一次的大祭",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"otolo caihli kiangahlʉ, kitaisa korarao, kingaahlʉ ʉnʉmʉ aari","以往是每隔兩、三年舉行一次的大祭,祭期為六天",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"omaroa tahla, takoa taisa tahlanana maci kilaliali isana.","以社為一祭祀單位,是本族場面最大的祭儀。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlipimia, akotakona araohloso sasaroananania","根據口傳,在族人遷居至本地以前",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
hlimaroita oroamitana tahliaria miaʉlʉsʉ kavoroa.,"曾住在東方hlasunga,是與矮人Kavurua共處之地。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"amihla maaro laihla anaʉa kavoroa takiiarʉ, oka'a coco'o macahlia papiaini kani'i laihla osoa takiiarʉ","據說矮人有十幾個,傳世聖貝,沒有人知道確定的數目,目前只剩12貝神",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mososoa pavaaso, paomala papa'a, pamahlatʉra, paomala aanʉ, hlalangʉ 'ihlico, patama'irʉ",分別是勇猛神、狩獵神、健康神、食物神、驅魔神、勤勞神、,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"pamavahlaʉvaʉ, kopamasavaʉ, paomala ngahla, pamaiatohlohlo, papacʉcʉpʉngʉ sipakini, varatʉ hla osahlʉ.",平安神、驅懶神、狀元神、守護神、聰明神、風雨神。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"'ihlico takiiarʉ pamaiatohlohlo, korarao kilaliali makini paravahlaʉvaʉ siria tomohlo para'oma tahlana akoisa micikiria ahlama vilanganʉ hlasʉnga romahlaʉ","聖貝被視為是護佑之神,舉行大祭以求境內平安豐收、族人旺盛。美壠社的祖先離開hlasunga時",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ovora kavoroana laihla takiiarʉna maroconnani romahlaʉ pakitoroco kavaroa korarao miatongosona langʉlangʉ a sikilalialiana piatamo,"從矮人那兒分得若干個聖貝,在此地居住之後就按照矮人的方式舉行Miatungusu的祭儀。祭儀中最重要的一節「聖貝薦酒」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"aihlivoroisa cacarʉ maci malavalico, aratavohlioia mahlavaico, mavacangicoa sikilalialina.","是將聖貝浸在酒裡,看其顏色的變化,如果變成紅色則是太祖酩酊之狀,意味祭典圓滿成功。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
mamisa miatongosonaia angahli kiariari hlamonamana mongahlʉa cocota korarao kiariari rianʉ maiatohlohlona malialoalo miapoalʉ,"今年的貝神祭是歷年第一次由族人所舉辦的,往年都由公家單位主導推動。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kopipasamia cocota maihlʉmʉhlʉmʉ mitatahlamʉ mosoraovo picomapaci,族人們忙著布置場地、練習舞蹈、釀酒等,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
