bnn,english,source,kindOf,dialect,row_type,split
Mantan macial! namakoa azam maipata?,Awesome! How are we going to get there?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Natondaza ata lailiqaongo.,Let's take the bus.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Mo'amina macial masandailaz, namabaliv ata kipo'.","Everyone line up, we are ready to buy tickets.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
"Maca tantangaos a loqai', maca antanhiko' a ivot, anaka amo sadoo.",There are birds in the front and snakes in the back.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
Tataqo' mapising a caak ivot.,I'm afraid of snakes.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
"Nito Makoa, nipin aso sado loqai' ca.","It doesn't matter, then you go and watch the birds.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maca moqnin ta'a tatnolan a mocoqais ata maipati mo'inon.,We'll be back in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uo, miqomicang tataqo'.","Yes, thank you.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Ma'az ca sinado'an soo haip?,What did you see today?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
Madia sala ca loqai' ciin ivot sado'an zako.,I saw a lot of snakes and a lot of birds.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Mahaiva' namodanin ata.,"Hurry up, we have to go.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Moloang tokoc, mamoqo' ca mantac i naak.","Wait for me, my feet are tired.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Namoskon ata tonhapav qa?,Shall we go swimming together?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Macial na! inaqan!,Yes! Let's go!,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Madia sala ca bonon haanti tonhapavi.,There are a lot of people swimming here.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Kombo' sala ca danom ha'an aiza, maqto'in ca ha'anti ata tonhapav.","The water is deep there, so we just swim here.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Makoa qa aso maipati?,How did you get here?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Tananak azak maipati.,I came on foot.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Ma'za ca tondaza'an so'o maipati?,What kind of car did you take?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
Tonlaihlihqaongo azak maipati.,I came by bus.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Makoa qa aso monca'an somsoman?,How do you go to church?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Ma'ongting ca tama naak laihlih mama' zakon maipata.,Dad drove me with him.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Makoa qa konan monca'an sipolan?,How does he usually go to school?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Tonlaihlihtingki' a cia monca'an sipolan.,He took the subway to school.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Makoa ca qodasnao'az soo maipata mabaliv is sanglav.,How does your grandmother go to the grocery store?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Tonlaihlihpokpok a cia maipata mabaliv is sanglav.,She went to the grocery store on a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Makoa qa aso maipa langi?,How are you going to get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Tonqato' a caak maipa langi.,I want to take a boat to Lanyu.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Makoa qa cia maipa langi?,How did he get to Orchid Island?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Tondaza' a cia kosbabai maipa langi.,He took a plane to Orchid Island.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Ma'az to laihlih tondaza'an a cia maipa takao?,What bus did he take to Kaohsiung?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Tonlaihlihtokhiv a cia maipa takao.,He took the THSR to Kaohsiung.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Laihlihsapoz ca daza'an cia montaito'?,Did he take a train to Taitung?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uo, tonlaihlihsapoz a cia montaito'.","Yes, he took a train to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
tonlaihlihsapoz a cia montaito'?,Did he take a train to Taitung?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nii, tondaza' a cia kosbabai maipa taito'.","No, he took a plane to Taitung.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maiza ca olo'anlaihlih haan machoan is mangki?,Is there a bus stop near here?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Maiza, maipa'a tantangaos aiza na sadoo aso olo'anlaihlih.","Yes, if you go straight ahead, you will see the bus stop.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Ica ca mantan machoan a olo'an laihlihtingki'?,Where is the nearest MRT station?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uka ha'anti olo'an laihlihtingki', mo'az aso maqto tonlaihlihkolapha.","There is no MRT station here, you can only take a taxi.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Talpia tatnolan ca daiza'an laihlihqaongo kaca'an sipolan?,How long does it take to get to the school by bus?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Macan qan hima' kinilotan na kaca'anin sipolan.,15 minutes to school.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Piia tatnolan ca daiza'an is laihlihtokhiv kaca'an taicio'?,How long does it take to get to Taichung by THSR?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Ta'a tatnolan na kaca'anin taicio'.,I will come to Taichung in an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Talbonto' ca ma'onting i laihlih monca'an olaii?,Is it a long drive to Ulai?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Qalna maiza ta'a tatnolan.,It takes about an hour.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Piia tatnolan ca daiza'an soo laihlihtingki' monca'an i lomaq naak?,How long did it take you to come to my house by subway?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Namaposan kinilotan.,It takes 20 minutes.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqanciap aso tonbaqaqais?,Do you know how to ride a bicycle?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqaciap azak tonbaqaqais.,I can ride a bicycle.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maiza ca laihlihpokpok soo?,Do you have a motorcycle?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maiza ta'a ca laihlihpokpok naak.,I have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Uka inak a laihlihpokpok.,I don't have a motorcycle.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqto caak pacingav so'on?,Can I interview you?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Maqto na,macial.","Yes, I would love to.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Nii'i nito madia ca qancaipon zako.,"Don't, I don't know much about it.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maiza ionlo'an soo ca qani'anin? maqto azak monso'oan tantongo?,"Are you free this afternoon? I'd like to visit you, is that okay?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Macial, naica'an azak lomaq maltatala so'on.","Okay, I'll wait for you at home.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maiza ionlo'an soo ca laqbing? asa caak monso'oan pacingav is qaibasanan is bonon.,Are you free tomorrow? I'd like to ask you about the legendary story of the [Bunun] people.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
"Namonlodon caak ca laqbing, oka' caak ilomaq.","I'm going to the mountains tomorrow, so I won't be home.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Tinan'a caak to mantan aso maqaciap palcicia qaibasanan is bonon,asa azak pacingav so'on.","I heard that you know a lot about the traditional customs of the Bunun, so I would like to ask you a few questions.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
"Nito naon madia ca qancaipon zako, ooto natanam caak antalam so'on.","I don't know much about it, but I will try to answer as best I can.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
Maqto caak siza' qaningo? Maopata nanito inpolongan ca ickoinin.,Can I record the video? It will be easier to record in the future.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
"Uo na, nito makoa.","Okay, no problem.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Piang ca qamisan soo haip?,How old are you?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Masivaon qan vaoin ca qamisan i naak.,I'm 98 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Talmindoang aso ki.,You're so young.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nii na, madaingazin azak.","No, I'm not! I'm old.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Mina'ica aso?,Where are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Minaca'an azak qato.,I'm from [CKS].,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Bonontoza amin ca dingalan soo?,Is your wife also [Bunun]?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nii, livaqlivaq ca dingalan naak.","No, she's a [Puyuma].",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
Ma'az ca qancaipon so'o doma' a qalinga.,What languages do you speak?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqanciap azak bazbaz is malasbono ciin livaqlivaq.,I can speak [Bueno] and [Puyuma].,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Mantan azak manahip maqto pacingav so'on, maqto aso tanam palcicia ito qanop to kitsamoan?","It's a pleasure to interview you today, can you talk about the taboo of hunting?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Macial, mato talmindong azak a, daqanin caak monlodon maqanop.",Yes. I used to go hunting in the mountains when I was young.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
"Miqomicang, maca sintaqo' soo haip a, toza' to mantan macial.","Thank you, what you taught me today was really great.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Maca sinbazbaz naak ka mo'amin tokotoko, iciang madadaingaz sinkakiv a qalinga.","All that I say is true, the sayings of my ancestors.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
"Qanaqtongin ca sinpacingav haip, mantan miqomicang is sintaqo soo.",That's all for today's interview. Thank you very much for sharing with us.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nito makoa, namoqnang ickoinin paliqaciap.","You're welcome, let's talk again.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Namatinghilon azak, maltatala ca ickoinin moqnang tan'a madia' a qaibasanan.",I'm going to leave now and look forward to hearing more stories next time.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uo, daokdaoka.",Okay! Please take care.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Miqomicang, ma'az ca balivon so'o?","Hello, what are you looking for?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Mabaliv azak ta'a ka isqoqoo.,I want to buy a cup.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Mabaliv azak ta'a ka tamohong.,I want to buy a hat.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
"Asa caak mabaliv is isqoqoo, maiza balivon haan mo'oan?","I want to buy a cup, do you sell them?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
"Maiza, napiia ca balivon so'o?","Yes, how many do you want to buy?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maiza ca pinong balivon haan mo'oan?,Do you sell betel nut?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uka, nii azam balivan is pinong.","No, we don't sell betel nut.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
Mabaliv caak is tilac.,I want to buy rice.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
napiia ca balivon so'o?,How many packs do you want to buy?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Aiving caak taao qalop.,Give me three packs.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Mabaliv caak is hotan.,I want to buy sweet potatoes.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Aminonin ca hotan isbaliv.,All the sweet potatoes are sold out.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
Mabaliv caak dosa'pan a simal.,I want to buy two bottles of oil.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Mo'hazin ta'a pani.,We only have one bottle left.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Kadangazing azak mabaliv is qaipoan.,Go buy me eggs.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Piia tingting ca balivon so'o?,How many pounds do you want to buy?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
piia tingting ca qaipoan balivon so'o?,How many pounds of eggs do you want to buy?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Nadosa'tingting ca balivon zako.,I want to buy two catties.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
Mabaliv caak dosa'niloqoc is calo'.,I want to buy two green onions.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Mo'hazin taao niloqoc i, amini paisoo na!","There are three left, all for you!",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Piia coii ca tatqalop a tilac dii?,How much is this bag of rice?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
Dosa'saba' ca tatqalop.,$200 for a pack.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Toskonon a maposan qan ta'a coii, maqto'ing ca maposanin.","The total is $21, just count $20.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Masiva'on qan hima' coii ca dii.,Here's $95.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
"Maoqnang caak mabaliv tokoc, pomolon tatsaba' coii.","I'll buy some more, and make up 100 yuan.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Hima'saba' dangi'an macan coii ca toskonon.,All $510.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqto naopa hazon hima'saba'?,"Count me in for $500, okay?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Maqlic sala ki, maqto naopa ni'aon peqlicon.","It's too expensive, can you make it cheaper?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nito maqto', ni'ing kini maqlic na.","No, this is already very cheap.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Mabaliv azak tatqalop is pang dii.,I want this packet of cookies.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Mati'on coii ca pang dii, maizang doma' mama'az siza'on so'o?","$30 for the cookies, anything else you need?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqto caak iso'oan simol is coii?,Can I borrow money from you?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqto na! pai'on so'o simol ca coii?,Yes! How much do you need?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Minpongol caak madas is coii, Maqto caak iso'oan simol is coii?","I forgot to bring money, can I borrow money from you?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Nii caak amin madas is coii ki!,I don't have any money either!,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nii, ni'ang aso macoqais is coii sinimolan soo tangos a.","No, you haven't paid me back the money you borrowed last time.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqto caak simol is holoc soo?,Can I borrow your clothes?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Maqto, anaka' aso siza'.","Well, you take it yourself.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Maqto caak simol is haqail soo?,Can I borrow your book?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
Ispasimolin zako kaot ta.,I lent it to kaut.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Pasimolin azak i laili'paqaqais soo qa'?,"Can I borrow your bicycle, please?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
"Macial, oto coqaisi zako'an ca laqbingin.","Okay, but you have to give it back to me tomorrow.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Qodananin, nii azak madas is talolong, pasimoling is talolong?","It's raining, I don't have an umbrella, can you lend me one?",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
"Mo'haz ta'a ca talolong naak,mokon ata talolongan a.","I only have an umbrella, let's stick together!",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Sinimol naak to tangosang a haqail dii, coqaison zako haan so'oan.","This is the book you borrowed from me last time, I give it back to you.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,test
Ma'az to haqail ca asaonang so'o sado ka taqo'i caak.,You can tell me what else you want to read.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Nalakoa azak macoqais is coii haan so'oan?,When do I have to pay you back?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nito makoa, maca maizin is coi soo a, todiipin pabazbaz.","It doesn't matter, you can talk about it when you have money.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Lakoa aso macoqais is coii zakoan?,When are you going to pay me back?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Coqaison zako so'oan ca laqbingin.,I'll return it to you tomorrow.,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Lakoa aso macoqais is haqail zako'an?,When are you going to return my book?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Nito coqaisonin zako haan so'oan taqna?,Didn't I return it to you yesterday?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Nito icia Bazai ca ispapatas dii ispasimol so'oan?,Did Bazai lend you this pen?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uo, sinimol naak haip han diip.","Yes, I borrowed it from him today.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
Sinimol soo han Bazai ca ispapatas dii?,Did you borrow this pen from Bazai?,Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Nii, sinbaliv tina naak ca dii.","No, this is what mom bought.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uka'in qacila ki, mocan a Poni simol tokoc is qacila.","We are out of salt, let's borrow some from Puni.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,train
"Uo, namaipata azak simol.","Okay, I'll borrow it.",Formosan-ePark/Final_XML/ep2_情境族語/Bunun/Zhuoqun_Bunun.xml,standard,Zhuoqun,sentence,validate
