xnb,english,source,kindOf,dialect,row_type,split
"miaa sikingi, 'apasorovai 'ikoa kʉkʉnang siarisinatʉ mataa sia'oco'oco.","During the exam, a classmate lent me a pen and an eraser.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"makasi 'ikoa takitotoroa, ""no'onaan mocʉmcʉmʉa aramia'ʉ, 'akoni co 'apaca'ivi takananga!""","The teacher told me, ""Wake up earlier next time and don't be late again!""",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"soa tangria mako Pani, Kanakanavo tamna mano kangvang soa ngoain.","My good friend's name is Pani, and he is also an Kanakanavu child.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
arakokono kim na Namasia marisinatʉ.,We study together in the Namasia tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
paira kim arakokono tomatimana mamarang po'ʉ'ʉna.,"We often listen to the elders telling stories together, and we both can speak the Kanakanavu proficiently.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
marʉngʉcai ko mataa cioman kangvang. manʉkʉpai mataa ta'oici soa Pani.,"I am tall and overweight, while Pani is short and thin.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ma'intasʉ soa Pani, manmaan kavangvnag cao na 'inia.","Pani is very energetic, and everyone likes him a lot.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soni ia tarisinata tamna 'ontokai. 'itomoro tia aromoana.,"Today was the school's sports day, and the school organized many competitions.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'ona marisʉ'ʉsʉ'ʉrʉ, potaitairi, arapana'ʉ, mosotatono mataa porasini.","There were tug of war, soccer, running, dancing, and archery.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
matipa ko arapana'ʉ.,I participated in the running competition.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miaa arapana'ʉ ko, sotopoko! mosocara'ʉ 'ʉvʉ mako.","When I was running, I fell down, and my knees were bleeding.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nakai aratakarʉ ko, macovongo arapana'ʉ!",But I stood up and continued running forward.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"miaa makacʉkʉna ko, macangcangarʉ kavangvang cao!",Everyone was happy when I reached the finish line.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'apaco'e koo mara ta'oro-1, nakai macangcangarʉ ko. sii toropang ko aromoanʉ.","Although I didn't get first place, I'm glad because I completed the race.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miʉra iko mataa coma, rovʉvʉ na coma voravorao mako.","Yesterday, my father and I visited my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mosovakʉrʉ 'acipi coma voravorao.,My uncle injured his foot.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"makasi kimia, ravi'a ocani tarako soa 'arovo.",He told us that there was a hole in the roof of his house.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"miaa mati'ʉnʉ'ʉna 'arovo ia, aranai 'arovo mosorai.",He fell off the roof while repairing it.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
niarivici coma 'aramʉ karavong mataa 'aviki movoa coma voravorao.,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"parʉ'ʉna ko mataa coma voravorao, pasovongo ngoain 'itomoro 'ʉna.","My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miaa tia co aratʉkʉnʉ, makasi coma voravorao, marʉngʉcai co ko, maromanʉngʉ misee.","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"makasi ko, ""noo manʉng co 'acipi, ivataa kangvang na tanasa mia.""","I said, ""When your foot gets better, come to our house next time and visit us.""",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"2022 cenana, makarikari seho Yencomin tamna nipinsio tʉni arisinatʉn Cao Vovorong tamna nganai.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kesoniʉn mako miaranao co makinee na seho, nipinsio tia marisinatʉ ""caokia nganai"" soa nanmaroa porako Pa'ʉ.","I interviewed Pa'ʉ, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'aropatotoro kim na tarasangara isi, tia mokosa tanasa in kesoni 'inia.",We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miaa kesoni 'inia, siokai ngoain niaranai nano soa nganai in. marivici pa 'ikoa tarakanangʉ cao tanasa in, mataa ngoain tamna porako.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"kesoniʉn mako, miseni manatʉrʉ cʉpʉngʉ tia mati'ʉnʉ'ʉna nganai, cʉngnan niarisinatʉa 'esi nano aka?",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"makasi Pa'ʉ: ""'oropaca Yencomin kari nganai ia, cocoro nganai mita. nganai mako 'esi 'inia coko mita, cʉpʉngana mita, tina'an nganara mita, kamʉcʉ arakacaoa coakia tʉni mʉtʉa takacicini tamna nganai.""","Noami Kulas said, ""The names written in indigenous languages are our true names. My name represents our ethnic group, our family, our identity. I hope more fellow tribespeople can reclaim their own names.""",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
miʉra kipapa ko tamo nanakʉ mokosa tamia'aa mapopo'a. niarivici tamo 'itomoro tinakacicini momʉkʉ natʉngʉ. kamanʉngʉ pa Cao Vovorong tamna sa'o'o kʉkʉnʉa.,"Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ka'anmanʉn cao tamo tamna tamia'aa. manman mataa 'arikoriki kacaoa cao po'a. kacaoa kangvang cao kotanamʉ nipo'ocipia kee kʉkʉnʉa.,"Everyone loved my grandmother's stall. Many people bought the chilis and African eggplants, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nipo'ocipia kee tariri mataa tipi cocoro sa'o'o, cinapa kee 'aramʉ vavoro, maricoco kacaoa 'okiako. matavʉnʉrʉ na ikim tamna tamia'aa.","The ferns and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'esiin po'icipi tamo, 'esi ko ciciri mariapa 'okiako. marisosona ko, ""tinakacicini momʉkʉ natʉngʉ, koo pocanomoʉn savoana, ivataa po'a!""","While my grandmother was cooking, I was on the side attracting customers. I shouted, \The vegetables are self-grown",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nonoman mia makacang vangvangʉʉn co mapo'a. makasi tamo, ""vanai sii 'ona kaso moranʉ.""","Our goods sold out quickly, and my grandmother said, \It's all thanks to your help.\""""",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"matacovongo isi, takotavarʉ'ʉ ko poisoa karokaroa mataa kʉkʉnʉa macʉrʉng, takotavarʉ'ʉ pa cocoro mopacai soa mapo'a kasiopai.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"comacʉ'ʉra tamo masakʉn niorina kʉkʉnʉa, cocoro ko porangatʉ mataa ma'inco.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan ocani,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan oricin,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
maan otoro,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan osʉpatʉ,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan orima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan onʉmʉ,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan opito,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan oaro,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maan osia,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maposan ocani,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maposan orocin,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
maposan otoro,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maposan osʉpatʉ,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
maposan orima,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
matoon ocani,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
cani mʉna,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cosa mʉna,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cani metosa,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cani cioro,bunch,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cani rʉngʉtʉ,pair,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ti'ingai,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ikamo,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ikamo tamna,yours,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
ikim tamna,our,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ngoani tamna,their,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ikaso tamna,your,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
iko tamna,mine,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ngoain tamna,his,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ikita tamna,ours,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
isi,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
openi,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nokanmana,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'inanoin,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neni tamna,Whose is it?,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
papeni,how much (degree size),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
minmana,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'ocangʉ mano,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
ravai,wife's brother,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ravai,older brother's wife,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kina'ocanga,husband and wife,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
saronai mako,husband,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
kana'oa,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kana'oa nanakʉ,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
kana'oa saronai,older brother,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kanaroa,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kanaroa saronai,younger brother,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kanaroa nanakʉ,younger sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
coma voravorao,uncle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cina voravorao,aunt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mano saronai,boy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mano nanakʉ,girl,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mamarang,elderly people,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cao aka,hooliganism,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'Aoria,"ethnic group, plain tribes""",Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Ngaingai,Hakka people,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Pakisia,Min Nan,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nanmaroa,young people,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nanmaroa nanakʉ,miss,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
vʉra kʉkʉ,calf,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavaronga,thoracic cavity,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'otini,male genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'iarʉ,female genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vakʉ ʉ'ʉrʉ,goiter,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavini tatia,thumb,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavini ramoco,finger,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
anisi nito'oro,front tooth,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ngoro'o,nasal mucus,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
korangʉ 'acipi,the sole of the foot,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ngaca'ʉ tʉkʉ,neck,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
'aramʉ ivici,lip,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tongingi,mice (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
kaniaromi,pangolin (manis pentadactylata),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ponai,feral pigeon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
korai,insect (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
rarʉ,flying squirrel,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
votono,sambar (cervus eldii),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
to'orong,muntiacus reevesi,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'otini,male reproductive organs,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tongingi rʉ'ʉ,vole,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
koco,head louse,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
mano totoi,suckling pig,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
civoka,animal giblets,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tamo vonai,hundred-pace snake,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pʉrʉkʉ karavong,snail,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
korai maca'a,stag beetle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tʉvʉsʉ,sugar cane,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tammi,sweet potato,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vʉ'ʉ ma'ora,tangerine,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'aviki,betel nut,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
rapi'i karo,branch,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
civo'o,bamboo shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavononga,edible mushroom,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
capangana,wild lily,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cono,giant elephant's ear,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ravani,bird-nest fern,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
natʉngʉ tarako,cabbage,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'orentao,yard-long bean,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
taparo tavacoko,green bean,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
cangaa,green onion,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
taparo ponoro,bean sprout,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tokiso,passion fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'annam,wild strawberry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tariri,vegetable fern,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
sakora,Taiwan cherry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
pini,stinging nettle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
taparo rʉmʉra,mountain litsea,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'aricang,pigeon pea,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
ranʉngʉ tamako,tobacco,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manman,pepper (generic term),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
ramoco tokii,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tokii,clocks and watches,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
ngiri,fine line,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pangi,wooden pestle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
piacapa,fishing rod,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
poponga,bamboo tube,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tenki sinangʉ,light,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tarikʉra,wooden mortar,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'oia,rice cooker,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
sipinaropo,fishing tackle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'avo,charcoal ash,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
siasʉngʉrʉ,filter net,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tanoko,water ladle (for scooping water up),Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
