szy,english,source,kindOf,dialect,row_type,split
"i capi no loma' ni baki izaw ko tabakiay a papahotingan, maladay kami makabatikal tayza i papahotingan.","There is a big ranch near my uncle's house, and we rode bicycles to the ranch together.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"i papahotingan, ladayen ni baki kami pakan to sizi ato mikacaw to sobayo.","In the ranch, my uncle took us to feed the sheep and ride horses.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sansandeb, maladay kami tayza i nabakowan malabi'.","In the evening, we went to the city to have dinner together.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"yadah ko kazizng i nabakowan, kyo makaotobay kami tayza.","There are a lot of cars in the city, so we go there by motorcycle.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"yo a miliyas to kami sa, maazih makidem ko otobay, kacaw sato kami to baso miliyas.","When we were about to leave, we found that the motorcycle had been stolen, so we had to leave by bus.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"ayza katokoh to kami i Taypak, mahicaay to hakya ko otobay ni baki matepaay to hakya.","Now that we are back in Taipei, I don't know if my uncle's motorcycle has been found.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"yo adidi' henay i Takobowan ko loma' niyam, namicodad sato, malimad tayza i Taypak, hiza sato i tiza maozip.","When we were young, our family lived in Takubuwan. After I started school, we moved to Taipei and have been living in the city ever since.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"yo micodad sato i tabakiay a cacodadan, mitocek kako micodad to no Yoancomin lalangawan a codad, makatineng to Taywan Yoancominco izaw ko canacanan yadahayay a lalangawan.","After I went to college, I took a course on aboriginal culture and learned that the aboriginal people in Taiwan have various and rich cultures.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sisa, ayza a mihcaan i pipahanhanan no lalod, taloma' i niyazo' kako aci kakama mizizaw to babalaki, maydih a makatineng to noozipay a binacadan a lalangawan.","So this summer, my brother and I went back to our tribe to visit the elderly, hoping to understand the culture of our own ethnic group.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"waloay a bataan to ko mihcaan niza babalaki, nika azihen mahiza henay o masakapahay.","The old man is already eighty years old, but he still looks like a middle-aged man.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"palitaan ako ciniza i cocowaan ko katinengan niza a kamo, matinengay ciniza mosakamo to kamo no Sakizaya, matineng mosakamo aca to kamo no Pangcah, Ngayngay ato Lipon.","I asked him which languages he knew, and he was fluent in Sakizaya, as well as Pangcah, Hakka and Japanese.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"palitaan ako ciniza kya matineng, alaw han yo adidi' henay ciniza minanam to to kamo no Sakizaya, acawa niza sa o Pangcah, i kakolian niza katood ko katinengan to Ngayngay a tademaw, kyo matineng ciniza mosakamo to cacanan a kamo.","I asked him to find out that he learned Japanese when he was a child, his wife is an Pangcah, and he knows many Hakkas at work, so he can speak so many languages.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"yo pizizawan niyam sa, yadah ko nisakamoan no babalaki to sakay piadopay a laylay a tineng.","During our interview, the old man talked about a lot of traditional knowledge about hunting.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kanahato caay katalesem kami a mitengil, nika hano limalay niyam a miloing, kya a satesek han to a mitengil.","Although we could't fully understand it, we could record it on our cell phones and listen to it more.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"yo adidi' henay kako caay ka tinetineng to no ozipay a binacadan a lalangawan, alaw han o Yoancomin ko ozip masikaz to.","When I was young, I didn't understand the culture of my ethnic group, and I was a little embarrassed that I was an aborigine.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"yo yadah to ko katinengan sato sa, manamoh ka o Sakizaya a tademaw, o masazomaay, o kasasenengan aca.","The more I know, the more I feel that being a Sakizaya is unique and something to be proud of.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"ayza a sansandeb, a taloma' to ci sabama.",My younger brother is going home this evening.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
tayza i iciba kako aci bayi micakay to tolakok sapatata' to aso'ay sakalabi ni sabama.,My grandma and I went to the market to buy chickens and prepared a delicious dinner for my younger brother.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"micaliway kami i pacakayay to lami', yadah ko mangadoay a lami'.","We passed the vegetable stand, which had a lot of fresh green vegetables.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"micakay kami to ingcay, koleto, ninzin.","We bought water spinach, yams and carrots.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"i tepalay pacakayay to heci a tawki sakamo sa,"" sicedam ko padingad ato lopas ako, picakay to adidi' saw!""","The owner of the nearby fruit stand said: ""My pineapples and peaches are very sweet. Buy some!""",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
micakay kami to padingad ato lopas.,We bought pineapples and peaches.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"micaliway kami to pacakayay to titi, sakamo sa kya tawki, ""o canan ko kaydihan namo saw? ayzaay a tolakok tabaki kizemo, cacay ko tolakok tolo a lasobo.""","We passed the meat stall, and the boss said, ""What do you want to buy? Today's chickens are big and fat, and one is 300 NTD.""",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"tada tekes sa ci bayi, mipalita to tawki kapah ahemi'en to adidi' haw sa.",Grandma thought it was too expensive and asked the boss if it could be cheaper.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nika sakamo sa kiza tawki ahemi'ay to ko aca, laecos to a miselep.",But the boss said that it is already very cheap and cannot be reduced any further.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"i tepalay a tawki sakamo sa katayni micakay to boting ako, tabaki aca ahemi' aca ko boting ako.","The boss next door said, come and buy my fish, my fish is big and cheap.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"sazikozay micakay kami to tolakok micakay aca to boting, taloma' sa cacay a takal ko nisalami'.","In the end we bought chicken and fish, and went home to cook a table of food.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"matenes to a mohalhal, doot to ko demiad.","After waiting for a long time, it was already dark.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"pakatelay ci sabama sakamo sa, caay aca pahanhan sa ko hitay, ano ayaw to a lipay kya taloma'.",The younger brother called back and said that the army suddenly couldn't take a vacation and would not be back until the next Sunday.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sakamo sato ci bayi yadah to ko nisalami'an, awawen ko katooday tayni mokan!","Grandma said that she has cooked so much, so let's eat together!",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"awawen niyam ko laloma'an ato cabay, mapolong mokan to yadahay a sakalabi.",We invited friends and family to have a great dinner together.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"izaw ko cacay a kapot ako ci Paliho, hina makatawal ciniza to cacanan.","I have a classmate named Palihu, he often forgets to bring things.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"yo a micodad to sa, micaliw to ciniza to sapisolit, sasipo, ato sasolitan.","During class, he borrowed pencils, erasers or notebooks from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kinacacay, kinatosa, kinatolo, pacaliwen henay no katooday ciniza to cacanan.","Once, twice, three times, everyone would lend him something.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nika laecos ko mahiniay a wayway niza, hina caliw to cacanan caay pacobelis.",But he has a bad habit of often borrowing things but not returning them.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sazikozay caay to pacaliwen no katooday to cacanan i cinizaan.,"In the end, no one wanted to borrow anything from him.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o cacay a demiad, maladay amin kami tahekal midang.","One day, we all went on an outing together.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"teban no zazan, akenih ci Paliho a motayi', makatawal moala to sapisingat ciniza.","On the way, Palihu wanted to go to the bathroom, but he forgot to bring toilet paper.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"a micaliw ciniza i kapot to sapisingat, nika patobelien amin no kapot inayay ko niala ako sa.","He borrowed toilet paper from his classmates, but everyone told him that I didn't bring them either.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"akenih to ci Paliho moangic to. mabaloco' ciniza sakamosa, kya caay amin kamo pacaliw to sapisingat i takowan!","Palihu burst into tears. He said angrily, why don't everyone lend me toilet paper!",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sakamo han to no kapot, zayhan caay pikelid kiso to cacanan nomiso, saaca nipacaliwan niyam tisoan a cacanan, caay aca kiso pacobelis!","The classmate told him, because you didn't bring it yourself, and you wouldn't return the things lent to you!",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"tocila micodad, matabal ci Paliho katokoh to i cacodadan, pacobelisen amin ni Paliho ko nicaliwan to cacanan i kapot.","The next day at school, Palihu arrived at school early and returned everything he had borrowed from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"papisolol ci Paliho to kapot, sakamo sa anoayaw ako to ko mokeliday to cacanan, kokay to kapot noayawan pacaliw kamo i takowan to cacanan.","Palihu apologized to the students and said that he would definitely bring his own things in the future, and thanked the classmates for their willingness to lend him things before.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
o miadopay no niyazo' ci ama ako.,My dad is a hunter of the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"yo adidi' henay kako, tahekal ci ama aci sinaama i labi, mokelid to sapiadop a bakan ato kowang.","When I was little, my dad and uncle would go out at night with hunting knives and guns.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"takelal to sa, miawit to nikaala a niadopan taloma' koheni.","At daybreak, they returned with their prey.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"alahican o kiwmah, alahicaan o lawal, alahican makaala to tolakok.","Sometimes it was a boar, sometimes a flying squirrel, and occasionally a pheasant.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"i sacomodan no niyazo' silsilen to noheni ko nikaala a niadopan, sapawada' to binawlan.",They would divide the prey at the entrance of the village and share it with the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sawsawni milimola' kako ci amaan, maydih a mikilol ci amaan miadop.","Every time I quarreled with my father, I wanted to go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sakamo sa ci ama anobalaki to kako a ladayen ako kiso miadop.,Dad said that he would take me with me when I grew up.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"o niyazo'ay a tatama matineng koheni o bihekac ko sapiadop, misanga' aca koheni to bantek ato o baeto ko sapenec to bihkac.","The men of the tribe also trap their prey, making lasso traps and rock traps.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"matinengay ci ama ako misanga' to bantek, sakamo sa ci ama, sapibihkac to tolakok koyni, sameteken miazih ko nazipaan no aadopen, pazengen ko bihkac i nicolilan no aadopen.","My dad is very good at making lasso traps. Dad said that this is used to catch pheasants. We have to carefully observe the footprints of the prey, and the traps should be placed on the path of the prey.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"maydih kako kalamkam a balaki maladay to babalaki miadop, dedemiad minanam kako misanga' to bihekac, kalamkam sato nisanga'an ako a bihekac makaala to to aadopan.","In order to go hunting with adults as soon as possible, I practiced making traps every day, and soon my traps can really catch prey.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
namakaazih ci ama sakamo sa anoayaw o matinengay a miadopay kiso sa.,Dad saw it and told me that I will be a very good hunter in the future.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"balaki to kako ayza, konoyen ako ko sapiadop a pana' ato betil, mikilol ci amaan miadop.","Now that I have grown up, I carry my bow and arrows and go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
taloma' to i niyazo' sa ya nikaala a niadopan pawada'en to niyazo'ay a binawlan.,"When returning to the village, share the hunted prey with the tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sakamo sa ci ama, a mikokay kita to Dieto to pipakalemed ititaan, kyo yadah ko nikaala nomita to niadopan.","Dad said, we want to thank the ancestors for their blessings, so that we have a lot of prey to harvest.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
maotang to kako tacodadan to sananal.,I was late for school this morning.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"tayza i cacodada hawsa, makatawal ako mikelid ko kabong.","When I was going to school, I forgot to bring my backpack.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
nayi' ko nikelid ako to canan a toodan.,I didn't bring anything with me.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"micodad hawsa, mapolong miazih to codad kako ato kapot.","During class, I and my classmates read the textbook together.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"miseking hawsa, pacaliwen no kapot kako to sapisolit ato sabolic.","During the exam, a classmate lent me a pen and an eraser.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"sakamo sa ko saydan takowan, ""anoayaw katabal molkal to sananal, amana to kaotang!""","The teacher told me, Wake up earlier next time and don't be late again!""""",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"ci Ateng ko kapahay a cabay ako, o Sakizaya aca a awawa ciniza.","My good friend's name is Ateng, and he is also an Sakizaya child.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
maladay kami micodad i Sakol a niyazo'.,We study together in the Sakul tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"hina maladay kamin mitengil to kongko no kalas, matineng amin kami mosakamo to kamo no Sakizaya.","We often listen to the elders telling stories together, and we both can speak the Sakizaya proficiently.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"talakaw kizemo aca kako, mapolet makodos aca ci Ateng.","I am tall and overweight, while Ateng is short and thin.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sisatahaw ci Ateng, manamoh amin ko katooday cinizaan.","Ateng is very energetic, and everyone likes him a lot.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"ayza a demiad piondokayan no cacodadan, mikawaw ko cacodadan to yadahay a nikasedsedan.","Today was the school's sports day, and the school organized many competitions.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"izaw ko matatengtengay, mitokod to mali, madoba', mapalaw ato miacin.","There were tug of war, soccer, running, dancing, and archery.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
madademec madobak kako.,I participated in the running competition.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"yo madobak kako hawsa, mapolin kako, yadah ko izang no tosoz.","When I was running, I fell down, and my knees were bleeding.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nika motizeng kako, malalid taayaw madoba'.",But I stood up and continued running forward.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
katokoh kakatangasaan lipahak amin ko tademaw.,Everyone was happy when I reached the finish line.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kanahato caay pakala to icibang, nika manamoh kako, zayhan malepon to ako ko kadademec.","Although I didn't get first place, I'm glad because I completed the race.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
nacila ako ato wama tayza mizizaw to sinawama ako.,"Yesterday, my father and I visited my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
madoka to ko koko' ni sinawama.,My uncle injured his foot.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"sakamoen niza kami, mapeci' mabohang ko badahong no loma'.",He told us that there was a hole in the roof of his house.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"misakapah to badahong ciniza sa, makay badahong madebay to.",He fell off the roof while repairing it.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
mikelid ciama to titi no katalalan ato da'dac pabeli ci sinawamaan.,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"i kakabi'an masasokamo kako ato sinawama, yadah ko nipaselay niza to kongko.","My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"ayaw amiliyas kako, miseneng ci sinawama takomaw talakaw to sa, mangaleb masomad malakapah to.","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"sakako, ""halhalen kapah to ko koko' ni sinawama, anoayaw katayni i loma' niyam midang.""","I said, When your foot gets better",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"i 2022 a mihca, cenbo palecapo matatengil pasisil i minbonsiw to ngangan no Yincomin.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"matenes to ko pipalita ako to cenbo milongoc to minbonsiw ""pasisil to ngangan no binacadan"" no niyazo'ay masakapahay Kilang Boting.","I interviewed Kilang Buting, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
matatelekay to ciniza ato ako koyni pilipayan tayza i loma' niza mipalita cinizaan.,We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"i pipalitaan, misiwkay ciniza takowan to kakayzaan a ngangan niza, mikelid takowan matineng to loma'ay niza, niyazo'niza.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mipalitaen kako cinizaan kya pacici' amisomad to nganga, malomanay nipangangan a kawaw la'tos haw?",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"mosakamo takowan ciniza, zayhan o layak ko codad caay ka locek pakatokoh to ngangan niza, zoma moawaw henay cinizaan ""Kilang seynsey,"" sakasa o kakatawaan.","He told me that using Chinese characters could not accurately convey his name, and others would still call him \Kilang Xian Sheng",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
"sakamo sa ci Kilang Boting, kamo no, ""Yincomin nisolitan a ngangan kya tatenga'ay a ngangan no niyam. ngangan no mako tongosay to binacadan niyam, ngasaw niyam, singangan niyam, maydih taneng katood ko binacadan mikilim pataloma' to ngangan no ozipay.""","Kilang Buting said, \The names written in indigenous languages are our true names. My name represents our ethnic group",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"nacila tayza pipacakayan misiwbay kako acibai, yadah ko nikelidan ni bai to nipalomaan niza tayza, misanga' aca to aso'ay a kakanan no Yincomin pabeli to katooday.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"manamoh ko katooday to pipacakayan nibai, katood ko micakayay to kakolot naso ato daydam, katood ko tayniay a tademaw mitanam to nisalami'an niza.","Everyone loved my grandmother's stall. Many people bought the bitter gourd and African eggplants, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"aso' kaen ko nisalami'an niza to pahko ato hakhak, izaw henay nisalami'an to kiwmah a titi makaw silaw, malilid no sanek ko katooday a labang, tayni amin ko katooday misilsil to pipacakayan niyam.","The ferns and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
"misalami' cibabi hawsa, i tapiingan kako mikawih to labang. tonotowa' sa kako i tapiingan, ""no ozip amin nipalomaan a lami', cayay ko nipasapayoan, kabili tayni micakay yo!""","While my grandmother was cooking, I was on the side attracting customers. I shouted, \The vegetables are self-grown",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"kalamkamen amamin to mapacakay ko tood niyam, sakamo sa cibai, ""zayhan hato nipipadang iso.""","Our goods sold out quickly, and my grandmother said, \It's all thanks to your help.\""""",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"oyni a kawaw, mananam to kako makayniay Yincomin no molangaway ato kakanen a natinengan, saca mataneng to ngelo' no pipacakayan.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
"maazih to ko kanamoh nibai to sakay babalaki a kakanan, tada malemed ato paseneng.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
cacay a bataan,ten,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sabaw cacay,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sabaw tosa,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sabaw tolo,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sabaw sepat,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,validate
sabaw lima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sabaw enem,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sabaw pito,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
sabaw walo,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,test
sabaw siwa,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
tosa a bataan,twenty,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
tosa bataan izaw ko cacay,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
tosa bataan izaw ko tosa,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,sentence,train
