pyu,english,source,kindOf,dialect,row_type,split
kemaso drato patraka dra gong aw dra poran i namalri. to berayay i namalri na maranak.,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
kadro mi i kiyaedrengan madradrayar kan namalri na maranak. benabati dra sadro dra batibatiyan.,"My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
"a mowaborek mi i, ""asatr yo lra aw bangesar yo lra!"" kema semakal kanko i namalri na maranak.","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"kana 2022 amiyan i, madrayadrayar na ceng-vo drato pakomaowan dra trao. karowa lra potililr drato ngalad na tinarainanowayan kema.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
"moka ko kiyomalra dra bangesaran i drekalr. i Insing Babotrolr i, paetreng lra to kiniamiyan kana ceng-vo dra tatililran drato ngalad na tinarainanowayan kana pakomaowan dra trao.","I interviewed Insing Babutrulr, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
marekakoret mi kandri na kasedean dra saliyosan. aoka ko kantaw marekiomaomalra.,We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"a marekiomaomalr mi i, to babatiaw ko dra kemay isowa aw to paowayan kanto ngalad. to pilrangaw ko driya moka marekaladama kanto trao i sabak aw kanto drekalr.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"""daw merokedrang yo dra aasalran kano ngalad? adri inaba to itatililr kana pakangowayan amaw?"" kema ko kiyomalr kantaw.",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"""an temaralotiya i, adri marowa penatedrelr pongalad kanko ngalad. olraya driya a trao pongalad kanko dra {In-ciēn-seng}. aw modaway a sadro a kasaerowan."" kema kanko.","He told me that using Chinese characters could not accurately convey his name, and others would still call him \In Xian Sheng",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"""na tinarainanowayan temililr na ngalad i, pananaan lra dra naniyam ngalad. tatapes dra naniyam maonan, dra naniyam niromaenan aw dra naniyam pakomaowan dra trao. marowaya marekakadrowan na atrebong drato kangaladan a niromaenan."" kema i Insing Babotrolr.","Insing Babutrulr said, \The names written in indigenous languages are our true names. My name represents our ethnic group",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"a daman i, marenang mi kan molri na babayan moka i iciba kana naniwanan meniwana. kemaso dra sadro drato sinaleman na kolakolang i molri na babayan. aw semanga driya drato aekanan dra Inanowayan a sasepadan dra trao.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,test
sagar a trao peniya drato naniwanan kan molri na babayan. kadrowan a trao tremima dra kamangolr aw dra tipatipayan. aw kadrowan a trao drowa temalrama drato inabel na iropan.,"Everyone loved my grandmother's stall. Many people bought the chilis and Slender Amaranth, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"to sinangaan na binariyaw aw na bineraberas kan molri na babayan i, salaw imaran. olraya driya na terekok na niringering drato tralon kana kisiw. to arelr kana aekanan i, kemedrekedreng dra kadrowan dra labang drowa motorika kaniyam naniwanan.","The Bamboo leaf migao and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"an demadero dra aekanan i molri na babayan i, kadro ko i saninin kiyatrebong dra labang. merokedrang ko patrirebeng dra, ""na kolakolang i, naniyam sinaleman peniya. adri pinoka dra powatremel. alamo! kamelamo trima a!""","While my grandmother was cooking, I was on the side attracting customers. I shouted, \The vegetables are self-grown",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"garemaremay i, niwananay lra peniya na manay driya. ""amao no pinolrangan a!"" kema i molri na babayan kanko.","Our goods sold out quickly, and my grandmother said, \It's all thanks to your help.\""""",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
"idri na lremak na meniwan i, mokalradram ko lra drato semaseberan dra Inanowayan aw dra kasaigowan drato aekanan dra Inanowayan. aw mitinalraman ko lra drato olepan kana naniwanan meniwan.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
menao ko kan molri na babayan drato lobisan kana aekanan na bolretrenganan. salaw ko semangal aw marowa ko pailring dra trao.,"Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Puyuma/Nanwang_Puyuma.xml,standard,Nanwang,sentence,train
mokecep misama' da saya,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
mokecep misama' da dowaya,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mokecep misama' da tolowa,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mokecep misama' da papata,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mokecep misama' da lrolrowaca,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mokecep misama' da nanema,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mokecep misama' da pitowa,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mokecep misama' da walowa,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
mokecep misama' da iwaywaya,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
makaveca'an misama' da saya,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
makaveca'an misama' da dowaya,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
makaveca'an misama' da tolowa,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
makaveca'an misama' da papata,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
makaveca'an misama' da lrowaca,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
makatelon misama' da saya,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
saleman,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
dowaleman,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
sakodolr,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
saeman,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mo/inmo,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ini,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
monoman/pidaya,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
aidan,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
i eman,who,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
na i iyan,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
i iyan,where,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ni eman,Whose is it?,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
pidaya,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ika...,how much (size of degree),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
aidan kana wari,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
man kemado,why,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
imo na ma'inay,male elder (grandfather; father-in-law),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
imo na vavayan,female elder (grandmother; mother-in-law),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
mosavak,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
koravak,wife's brother,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
maretoroma'an,husband and wife,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
valri na ma'inay,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
iva na vavayan,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
iva na ma'inay,older brother,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
wadi na ma'inay,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
wadiyo na ma'inay,younger brother,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
wadilri na vavayan,younger sister,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
dawdawan,elderly people,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
Lrongkiyaw,"ethnic group, plain tribes""",Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
Ngayngay,Hakka people,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
Payrang,Min Nan,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
vangesaran,young people,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
taherang,thoracic cavity,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'ecor,male genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
koti,female genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
howatohot,front tooth,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
ongec,nasal mucus,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
dapalr,the sole of the foot,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
totos,mice (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'arem,pangolin (manis pentadactylata),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
totor,feral pigeon,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'oled,insect (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
rava,flying squirrel,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
marenem,sambar (cervus eldii),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'ora,muntiacus reevesi,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'otilr,male reproductive organs,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
koco,head louse,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
alrak na lriyong,suckling pig,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
yavavak,animal giblets,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
ma'idang a onan,hundred-pace snake,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
verarangan,stag beetle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'ayam i danom,waterbird,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
valikoway,sugar cane,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
vorasi,sweet potato,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
poran,betel nut,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
sero',bamboo shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
padiw,edible mushroom,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
akanen a vowa',fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
lriyaca',wild lily,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ti'adeng,giant elephant's ear,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
lokoc,bird-nest fern,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
niwas,yard-long bean,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
songaw,green bean,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kenaw,green onion,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tawsay,bean sprout,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tokiso,passion fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
longilong,wild strawberry,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
pa'at,vegetable fern,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
makahenan na sakora,Taiwan cherry,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
lrakidolr,stinging nettle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
lramomo,round leaf pepper,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
oma'i,pigeon pea,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kamangolr,pepper (generic term),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
toki,clocks and watches,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
walay,fine line,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
resok,wooden pestle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
pangasipan,fishing rod,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tawlong,bamboo tube,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tavi'/tavo'an,wooden mortar,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
siwi,rice cooker,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
pangangasipan,fishing tackle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'avo,charcoal ash,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tateresan,filter net,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kodekoden,carrier bag,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kadong,water ladle (for scooping water up),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
caheceh,Iron nail,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
cinga,the thing stuck between the teeth,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tavokolr,fishing net,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kawikawiyan,wooded mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kemidikidir,at the foot of the mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'eving,hot spring,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
motokasa na henan,independent hill,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
hena na marikacakacas,lofty mountains and steep hills,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'oma marowarom,dry land,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
'emaremeng,cloudy day,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
aloso kadaw,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
'aremeng na wari,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
dali',stop raining,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
caca'iyan / sasovolan,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
dapor,rock pile,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
povoyowan,chicken coop,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'ema'alad,building a fence,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
mare'ami,next year,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
no 'emanan,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
harem kana wari,today,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
a adaman,day before yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'oninaninan,early morning,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
'araremeng,toward evening,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
ado,at that time,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
adadaman,three days ago,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
no maremay lra,in a minute,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
damadaman,three days later,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
no dadaman lra,the day after tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
no aidaidan lra,future,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
lralrak diya,at an early age,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
dika,in a short while,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
piya kare'alri,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
pidaya toki?,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
inopanayan na wari,birthday,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
i iyan,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tarawalran,the right side,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
tarawiri,the left side,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,validate
makaloso,beneath something,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kemay i... palro i...,(from somewhere) to somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
kemay i..,from somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,test
vasolan,grain drying box,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
remavi,Open up,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
pavaliyan,grain sifters,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
pakamavor,accelerate the ripening,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
tadaw,hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
vakalr,straight hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
rawa,prey (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
penangangese',stone trap,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
vencace'el,noose trap,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,sentence,train
