trv,english,source,kindOf,dialect,row_type,split
Laqi ko Taro Ilay ka yako.,I am Taru Ilay's child.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Mataro kmxalan hngkwasan na da.,He is 60 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Aji, Alang bokong nami ka hiya, maspat kmxalan hngkwasan na da.","No, he is an elder of our tribe. He is 80 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Piya hngkwasan na ka qbsoran so snaw hog?,How old is your brother?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Maxal maspat hngkwasan ka qbsoran mo snaw da.,My brother is 18 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Lala bi pncingan na hngkwasan ka qbsoran so snaw hog?,Is your brother much older than you?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Cbilaq nami rima hngkwasan ka yami.,We have a 5-year age difference.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Piya kmpraan hnigan hiyi so hog?,How tall are you?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Snkokoh qmbragan hnigan kingal kbkoy mspatol ka yako.,I'm 140 centimeters.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Qbsiya bi ini strong da, maa yaa bbaraw hnigan so da?",I haven't seen you in a while. Have you grown taller?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Kiya, kingal kbkoy mtrol ka snkokoh qmpragan hnigan mo da.","Yes, I'm 130 centimeters now.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Maa so mtbnaw da?,Have you gained weight?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Aji, qneoqo so qmita da.","No, you're mistaken.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Meliwang so da hog?,Have you lost weight?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Aji, mtbnaw ko da.","No, I've gained weight.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Mtbnaw so da hog?,Have you gained weight?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Kiya, Spngan hnjilan nkana mtrol mo ka sayang da.","Yes, I weigh 30 kilograms now.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,test
Mowsa so ino?,Where are you going?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Mha ko qpahan rowan sapah miing mtgsa.,I'm going to the office to see the teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,test
Mowsa ino ka Rodaw gaga?,Where is Rudaw going?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,test
Mha qmada sodo ka hiya.,He's going to throw away the trash.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Gaga tmapaq tpaqan ka hiya, mha psdka tmapaq kiya ka hiya.",He's at the swimming pool. He's going to compete in a swimming competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Gaga ino ka Iwal hog? Mha psdka tmalang kiya ka hiya.,Where is Iwal? She's going to compete in a running competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Gaga mniq paro pprngagan ska ptasan ka hiya, saon mo mlawa ka hiya.",She's in the auditorium. I'll go call her.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
Tohoy ta mosa psbyaxan ha.,Let's go to the playground together.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Mosa ko marig oqon ska hidaw han, mha ko miing iso kiya.","I'll go buy lunch first, and then I'll meet you later.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Jita mkodaw hdayo da!,Let's carry the lunch boxes together!,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Usa miing seejiq isil, mha ko miing mtgsa.","You find someone else, I'm going to find the teacher.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Mha psdka gorog sbot ka sayang hog?,Is Rudaw competing in croquet today?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Aji, mha psdka pstaril pkbbaraw ka hiya.","No, he's competing in high jump.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Gdmhaw tmalang siida o mha so psdka baraw hog?,Will you compete in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Kiya o, mha ko psdka tmalang.","Yes, I'll compete in running.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Tdowa ko mosa psdka gorog sbot.,I'll compete in croquet.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Gdmhaw tmalang nami jiyax siida o mano ka qpahon hog?,What will we do in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Psdka nami embblbil gasil ka yami.,We will compete in tug of war.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Msbarig ta oqon ka gdmhaw tmalang hog?,Will we sell food at the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Aji, smbarig nami nghak gorog.","No, we will sell balloons.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Mangal so tgkingal ngahan paro qrasan da o, tayal bi biyax!",Congratulations on getting first place! You're amazing!,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,test
Mhoway balay.,Thank you.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,test
Gaga sapah ka payi hog?,Is grandmother at home?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Nii hini, ga mtaqi tqiyan na ka hiya.","Yes, she's sleeping in her room.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Ugat hini, hana wada ngangot ka hiya da, dhoq keeman ka miyah sapah.","No, she's not. She just went out and will be back in the evening.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Gaga sapah ka baki hog.,Is grandfather at home?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Ga tgdha tntonan ka hiya, osa baraw miing hiya da.",He's upstairs. You can go up and find him.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
Niqan seejiq ka sapah hog?,Is anyone at home?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Kika Rodaw o, ini so qtai psiyaq da, embiyax so hog?",It's Rudaw. I haven't seen you in a while! How have you been?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Embiyax bi! Meyah ko miing pprngaw sonan.,I'm doing great! I came to chat with you.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Ga pcsiyos damat hpoyan ka hiya, saon mo mlawa.",He's in the kitchen cooking. Let me go call him.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Wada ino ka Iwal da?,Where did Iwal go?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
Wada qmrak biyi rodox hi da.,She went to the chicken coop to catch chickens.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Baki, miyah nami da.","Grandfather, we're here.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Ungat sapah hini ka baki namo, gaga qmpahan na, taga miyah sapah hiya ka yamo ha.",Your grandfather is not at home. He's in the field. Wait for him to come back.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Miyah so da Swayi qbsoran tama!,"Uncle, you're here!",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Psiyaq ini qpita, mdakil so da.",I haven't seen you in a while. You've grown taller.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Mqaras bi qtaan miso miyah.,It's so good to see you.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Bgay namo kalat nii, psaay ska kolo hoda.",Here's a pineapple for you. Put it in the refrigerator.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Maso psiyaq ini iyah, splawa mo kana miyah mkan nhapoy.",It's been a while. Let's have a meal together.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Ana qo wa, imah ko ocia kida, iyah ta pprngaw rowan sapah.",No need to bother. I'll just have tea. Let's sit in the living room and chat.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Mhoway so bi peekan knan, mha ko da.",Thank you for your hospitality. I have to go now.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Hana qrtan ka rodox nii, dsi mosa qnhoway nanat mkan.",This chicken was just freshly killed. Take it home and enjoy it slowly.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
Pprngaw ta babaw kndaxan saman hog?,Can I make an appointment with you tomorrow afternoon?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
Dowa! strong ta ino?,"Sure, where should we meet?",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Pprngaw ta ptasan hog? meangal sasaw samaw ta.,How about meeting at school? We need to shoot a video.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Jita pslian niqan da 'mha ko plokos lokos seejiq tnposo.,Then let's go to the community center. I'll wear folk costume.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Alang nami ssnegil o soyang bi emphpah, tgai emphpah siida iyah miing knan.",The cherry blossoms in our tribe are beautiful when they bloom. Come find me when the flowers bloom!,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Ptaga bitaq srnabaw karat, qsoqi bi osoy da!","That would have to wait until spring. It's too late, isn't it?",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Iyah jiyax Mgay Bari ka iso da.,Then come during our Thanksgiving Festival!,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Iq o! gdongos mo bi balay!,Alright! I'm looking forward to it!,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Ma so tbarah miyah kndsan alang dori?,May I ask why you decided to move back to the tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Mha ko tmgsa da.,I want to return to teach at the local school.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Ma ini tgsa Alang Paro?,Why not teach in the city?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Yaasa lmnglong ko alang mo, tai saw mha bbrinah alang ori",Because I miss my hometown and I also want to give back to the tribe.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Mkla so bi tminon, Ima ka cmisa sonan.","You're very skilled at weaving, who taught you?",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Payi mo, hiya ka mkla bi tminon alang nami.","It was my grandmother, she is the most skilled weaver in our tribe.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Ma so kmslohay tminon?,How did you develop an interest in learning weaving?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Tminon o kndsan nami, ptlotot ko kndsan.","Weaving is a part of our culture, and I want to ensure its continuity.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Tayal knmalo mahan ka sinaw maso nii.,This millet wine is delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Yako nanak tmnbaqo psnagon o!,I made it myself!,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Tayal so biyax! Mha tmnbaqo psnagon bsiyaq bi hog?,You're really talented. Does it take a long time to make?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Ini o! Yaa bi kingal iyax sngayang da kida Sai psealo mhada ka dhqoy ni bowax gmimax odong, kika tdowa phtngay kska torol da.","No, it only takes about a week. After steaming the sticky rice and white rice, we mix it with yeast powder, and then it can be stored in a jar.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Mano ka sbrigon so hog?,What do you sell?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Niqan osik ni qosol ka nako. nhoma mo nanak kana o!,"I have chili and lokiy, both grown by myself!",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Piya pila ka sbrigon dha nii hog?,How much for both?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,test
Koxol mo ka lokos nii piya pila hog?,I like this piece of clothing. How much is it?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Rima kbkoy ka nii.,It's 500 dollars.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Tayal bi kkray kida, tdowa mhnok hari hog?",It's too expensive. Can't you lower the price a bit?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Aji tdowa, nasi mhnok do mha mlih pila mo da.","No, if I lower it further, I'll lose money.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Iq wa! Asi ko barig kingal mqarox lokos.,"Alright then, I'll take a black piece of clothing.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Enanon mo ka pocing ni gokong nii.,I want this knife and this pot.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Kana 0 emposal kbkoy pila, gbaga mo nanak pseosa ka nii, sbkla bi bsiyaq jjiyon.","It's a total of 2000 dollars. I handmade these, and they are guaranteed to last a long time.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Pgkla mo lopong miyah marig, tdowa mkhnok dori hog?",I'll introduce my friend to buy. Can you give a further discount?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Iq wa! jiyagon miso tnegkmbkiya maspat pskaon.,Alright! I'll give you a 20% discount.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Yahi qmita binaw ha! Niqan lokos qbobo ka sbrigon kana.,Come and take a look! We sell clothes and hats.,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
Piya pila ka lokos hog?,How much for the clothes?,Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Tro kbkoy mrimal pila ka kingal lokos, tro o maxal kbkoy pila.","One piece of clothing is 350 dollars, three pieces for 1000 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Barig ko kingal kida, biqi sako bgorah ha.","I'll just buy one piece, please give me a new one.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Embiyax so, mkmbarig ko botol ni moroq hiyi mqrig.","Hello, I would like to buy sticky rice and braised pork with maqaw pepper.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Kdowan smbarig ka idaw da. Niqan ka sangas hlama mo na, barig so hog?","The rice is sold out. I have tana pancakes, would you like to buy them?",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,validate
"Kiya hog! biqi ko kingal hog, maah ko marig pxal dori.","Alright, please give me one. I'll come back next time to buy rice.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,test
"Dowa, jiyagon miso dooy loboy gmabol, saw kiya o mrimal pila.","Okay, I'll pack it in a bag for you. That'll be 50 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Truku/Truku.xml,standard,UNKNOWN,sentence,train
"Meniq ka pncbowan Tanah Tonox daka rodan ta mneniq Paran hii cbeyo we, Mosya zikeng"" mesa ka Tanah Tonox ma","""Mkuni"" mesa ka rudan ta ita Seediq Tgdaya.""",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Seediq/Tegudaya_Seediq.xml,standard,Tegudaya,sentence,train
Nana ji ka dhoq ko sapah pyasan saya.,I arrived at school at seven today.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Smlohay moyas da, mtmay nniqan slhayan ka mptosa, rmngaw ka mdodol mpoyas "" Totoy! Thmoko.""","It's time for class, the teacher walked into the classroom, and the monitor said: ""Stand up! Salute!""",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Tpoyaq nami rmngaw kana,:Mpotsa","sndamac su balay.""""",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Smlohay nami moyas cida, tmsa smpo kari Sediq ka mptosa.","In class, the teacher taught us the Seediq language of numbers.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Smnol nami mptosa smpo mi, msopo nami moyas oyas spowan.","We followed the teacher to read, we sang the number song.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Oo bay snlhayan mo kari Sediq ka yako.,I have learned many Seediq languages.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mosa ko sapah pyasan kddiyax, slohay ko kari Sediq kddiyax, pqbhangon mo rmngaw kari Sediq ni ka bobo mo.","I go to school every day, I learn the Seediq language every day, and I want to tell my mother.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Temo ka hangan mo.,My name is Temu.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Walis ka hangan tama mo.,My dad's name is Walis.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Komo ka hangan bobo mo.,My mother's name is Kumu.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Maxal kngkwasan ka kngkawas mo da.,I am 10 years old.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Niqan ko kingal qbsoran Kolas ka hangan na, maxal kingal kngkwasan ka hiya da.","I have a brother, his name is Kulas, he is 11 years old.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Wa nami msopo moyas mntna kingal sapah pyasan ka yami.,We study in the same school.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Smkoxol nami moyas oyas ka yami qbsoran mo snaw.,Both my brother and I like to sing.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Smkoxol ko tmapaq qsiya ka yako, kiya o msangay cida, msopo nami mosa tmapaq qsiya ka kana tnsapah nami.","I like swimming. During the holidays, our whole family go swimming together.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Smkoxol ko psdopong borah ka yako, kiya ka malo nami msopo moyas oyas mi tmapaq qsiya.","I love meeting new people, we can sing and swim together.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Laqi ko Sediq ka yako.,I am an Sediq child.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Wa mniq Toda ka sapah nami.,Our family lives in Toda.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Niqan rima hiyi sediq ka knkana tnsapah nami.,There are five people in our family.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Niqan toro mnswayi ka tnsapah nami.,There are three brothers and sisters in our family.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Msopo nami mniq sapah ka tama, bobo, qbsoran snaw, qbsoran qridin mi yako.","I live with my father, mother, brother and sister.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Beyhing bay ka tama mo, keysaco ka tama mo.",My father is tall and he is a policeman.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mliwang bay ka bobo mo, ising ka bobo mo.",My mother is thin and my mom is a doctor.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mniq sapah ka tama pa, mpprngaw nami kari sediq ka yami.",My father speaks the ethnic language with us at home.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mosa nami alang msangay rbawan ka yami.,We will all go back to the tribe during the summer vacation.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Mosa nami msopo qmraq crayox ka yami qbsoran mo.,My brothers and sisters and I will catch frogs together.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
Smkoxol ko bay tnsapah nami ka yako.,I like our family very much.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
Msopo ko bobo mo mosa mppolah ngangoc ka diyax saya.,I went out with my mother today.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mslingaw bay qtan diyan ka karac, ini kskoy mi ktilox, mtlto balay ka niyok bwihor.","The sky is blue during the day, the weather is neither cold nor hot, and the wind is cool.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Tlong nami babaw spriq dxral mkan nami emo, thdawan hidaw ka hiyi nami, moxol balay.","We ate bread on the grass, the sun was shining on us, and it was very warm.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"Babaw cka hidaw, asi knpriyox mbanah ka karac da.","In the afternoon, the sky turned red.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Smiling ko bobo mo hmoya ho ma mbanah ka karac da.,I asked my mother why the sky is red.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,test
"rmngaw kari ka bobo, ya bay miyah ka bwihor beyhing da.","Mom said, maybe the typhoon is coming.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Kman oka qtan rolong ka karac, pcriyo kana ka pngerah.","There were no clouds in the sky at night, and the stars came out.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,validate
Mosa nami sapah ka yami ori da.,We were going home too.,Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Mklelo mosa sapah cida, mqori ko pngerah dmoron sngtangan.","On the way home, I made a wish with the stars",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Sngtangan mo o kani iyah ka paro bwihor, mkmosa ko ppolah ngangoc nina.","I hope the typhoon doesn't come, I still want to go out to play again.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Wa mniq siyaw sapah nami ka sapah pyasan, mksa nami kddiyax mosa sapah pyasan, mmiyah sapah da o mksa nami ori.","My school is next to our house, I walk to school every day, and I also walk home.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Uxay kiya paro ka sapah pyasan nami, alaw ini khbaraw ka mpoyas, kiya o mkkla nami kana.","Our school is not big, there are not many students, everyone knows each other.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"msangay ka lqlaqi han, mssli ondoba kana, msopo mppolah psboro mi mpprngaw.","All the children will gather in the playground, play ball and chat together.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
"Msopo mppolah yami ori ka mptosa, mntna balay kingal paro tnsapah ka sapah pyasan.","The teachers also play with us, the school is one big family.",Formosan-ePark/Final_XML/ep2_族語短文/Seediq/Duda_Seediq.xml,standard,Duda,sentence,train
