sxr,english,source,kindOf,dialect,row_type,split
"akoko omaiaiapʉ, omahlikoa kana'ana laʉlaʉvʉisa omohli siasohlatʉ, siasamoso ahla siakatʉka.","During class, he borrowed pencils, erasers or notebooks from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"mongahlʉ, mopapoahlʉ, motatolohlo, rianʉ mʉmʉa omaohlisana.","Once, twice, three times, everyone would lend him something.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maro a takoliacʉ isa, karʉkʉhlʉ omohli koa apoaili.",But he has a bad habit of often borrowing things but not returning them.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
olavaisa riani co kopaohli isana.,"In the end, no one wanted to borrow anything from him.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maro ocani ari, kiʉlʉsia amo mosa motatahlovatʉ.","One day, we all went on an outing together.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"sala aisa, hlatomoa Caʉpʉna mosa tatiahla, hlaa asapo kana'ana mahlava sipiarisi.","On the way, Caʉpʉna wanted to go to the bathroom, but he forgot to bring toilet paper.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"omahlikoa laʉlaʉvʉisa kana'ana omohli sipiarisi, ahli'aimao rianʉ mʉmʉa masiaili amihla, koako mahlava mʉmʉa.","He borrowed toilet paper from his classmates, but everyone told him that I didn't bring them either.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"motʉngʉtʉngʉ tomangi, omarocarocakʉ kana'ana amihla, ""tiaramo mʉmʉa kopaohli ihlako sipiarisi.""","Caʉpʉna burst into tears. He said angrily, why don't everyone lend me toilet paper!",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kihlamohlamo laʉlaʉvʉisa kana'ana, ta'iaraisaka koo takacicihli mahlava, hla hliomohli koapoaili pahlivinga, ihlao koo apoaili.","The classmate told him, because you didn't bring it yourself, and you wouldn't return the things lent to you!",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"omaiiapʉ matata, moaloalo Caʉpʉna mahlokoa ariatʉkʉrana, hliohliana Caʉpʉna sapialaliaco mʉmʉa.","The next day at school, Caʉpʉna arrived at school early and returned everything he had borrowed from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"omahlikoa laʉlaʉvʉisa kana'ana akoainita'ai, hla amihla cocoaari tʉtʉrʉako takacicihli mahlava pahlivinga, sia'ʉ'ʉraisamana mʉmʉa paohli ihlako pahlivinga.","Caʉpʉna apologized to the students and said that he would definitely bring his own things in the future, and thanked the classmates for their willingness to lend him things before.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
amako ia miararoma coco mʉrʉcʉka.,My dad is a hunter of the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"akoko mainimana, mosa ama'a noa tamalʉngalʉ vovolonga rovana, mahlava hlitakʉ hla hlahlito.","When I was little, my dad and uncle would go out at night with hunting knives and guns.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"sihlangʉ, mahlava hlipanaisa hlakana'ana koli'i poaili.","At daybreak, they returned with their prey.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maromaro maci alʉmʉhlʉ, maromaro maci laarʉ, apahlapa maro hlatarʉaʉ mʉmʉa.","Sometimes it was a boar, sometimes a flying squirrel, and occasionally a pheasant.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maro kana'ana miararoma pososoa papa'a, ovara cocotahlana siacalai.",They would divide the prey at the entrance of the village and share it with the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"apiarasʉ a ko ama'ana, tomoa mʉlʉvʉ ama'ana mosa mʉrʉcʉka.","Every time I quarreled with my father, I wanted to go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
amihla ama'ana maco a ko arataisa iniciki roavici ihlako mosa.,Dad said that he would take me with me when I grew up.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hlahlahlosa miararoma macahlia mʉmʉa maroamia ringai matiasangalʉ koli'i, macahlia hlakana'ana tomamahlʉngʉ tilo hla 'acʉvʉ.","The men of the tribe also trap their prey, making lasso traps and rock traps.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam macahlia amako tomamahlʉngʉ tilo, amihla ama'ana, kani'ina maroamia matiasangalʉ hlatarʉaʉ, poamahlʉmahlʉngʉ amo hlikiramia koli'i, ikako tatahlʉ koli'i a ringai.","My dad is very good at making lasso traps. Dad said that this is used to catch pheasants. We have to carefully observe the footprints of the prey, and the traps should be placed on the path of the prey.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"marapihli toahlʉ makolai mʉlʉvʉ hlamama moasa mʉrʉcʉka, ariari a ko takotatahlamʉ tomahlʉngʉ ringai, macoisa makolai ringai ko maritʉahlʉ koli'i.","In order to go hunting with adults as soon as possible, I practiced making traps every day, and soon my traps can really catch prey.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
komita ama'a romahlaʉ hliolavalava co ko cocoaari mʉrʉcʉka.,Dad saw it and told me that I will be a very good hunter in the future.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"arataisa co a ko kani'i, mataraingi a ko vooro hla ripasʉ, mʉlʉvʉ ama'a mosa mʉrʉcʉka.","Now that I have grown up, I carry my bow and arrows and go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maco a poaili miararoma romahlaʉ hlipana koli'i poposoaisana cocotahlana.,"When returning to the village, share the hunted prey with the tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"amihla ama'ana, sia'ʉ'ʉraisa 'ihlaco langica, ovora ihlata matomohlo koli'i.","Dad said, we want to thank the ancestors for their blessings, so that we have a lot of prey to harvest.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pasaʉrʉkʉcicoako maivʉvʉrʉnga akoisa mosa omiiapʉ.,I was late for school this morning.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"akoisa mosa ariatʉkʉrana romahlaʉ, asapocoako mahlava lovoco.","When I was going to school, I forgot to bring my backpack.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
koako ahlava rianʉ pahlivinga.,I didn't bring anything with me.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"akoisa omaiaiapʉ romahlaʉ, polʉsʉako laʉlaʉvʉ komakita sohlatʉ.","During class, I and my classmates read the textbook together.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"akoisa kiatarari romahlaʉ, paohli a laʉlaʉvʉ ihlakoa siasohlatʉ hla siasamoso.","During the exam, a classmate lent me a pen and an eraser.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"kihlamohlamoa pakiatoroa ihlakoa, ""pasakolaikiia omacʉka mongahlangahla, kocikiia pasaʉrʉkʉcʉ!""","The teacher told me, Wake up earlier next time and don't be late again!""""",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"ngahla isa tokoco ko ia Mai, kana'ana ia ihlaisa mʉmʉa mamaini Hla'aloa.","My good friend's name is Mai, and he is also an Hla'alua child.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ma amo Rʉhlʉcʉ pasaʉlʉsʉ omiiapʉ.,We study together in the Rʉhlʉcʉ tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"karʉkʉhlʉ amo pasaʉlʉsʉ tomimahla hlamama kisoahlahlama, rianʉamo tam macahlia masi kari Hla'aloa.","We often listen to the elders telling stories together, and we both can speak the Hla'alua proficiently.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam langicako tam mavʉhlʉ ako mʉmʉa, tam mikasekase hla tam mirihlia Mai.","I am tall and overweight, while Mai is short and thin.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"tam koatitipa Mai, tam maromokoa coco'o mʉmʉa kana'ana.","Mai is very energetic, and everyone likes him a lot.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"arinani ia sikorarao koatitipa ariatʉkʉrana, hlikoraraocoa ariatʉkʉrana matomohloa sitarisia.","Today was the school's sports day, and the school organized many competitions.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maaroa rʉkʉcʉ siakilia, pisovatʉrʉ taʉhlʉkai, mitahlahlʉ, mosoraovo hla koorivooro.","There were tug of war, soccer, running, dancing, and archery.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
tarisia ko mitahlahlʉ.,I participated in the running competition.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"akoko mitahlahlʉ romahlaʉ, milakopo co ako, morokipohlo cara'ʉ lasahlʉ.","When I was running, I fell down, and my knees were bleeding.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ocaniika akoko omacʉka romahlaʉ, tapihlosohloso tapikakoa ahliacovongo.",But I stood up and continued running forward.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
akoko miongo oalava ia masasangarʉa coco'o mʉmʉa.,Everyone was happy when I reached the finish line.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"manikia ko atʉahlʉ hlikicoalo, ocaanika masasangarʉa ko, ta'iaraisaka pasalipingicoako sitarisia.","Although I didn't get first place, I'm glad because I completed the race.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kisasoako ama'a kiira mosa takoliliongo tamalʉngalʉ.,"Yesterday, my father and I visited my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
marahlivohlivo a sapahlʉisa tamalʉngalʉna.,My uncle injured his foot.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kihlamohlamo a kana'ana ihlahlamo. milaloihli a hlialovona.,He told us that there was a hole in the roof of his house.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"matiangahlangahla a kana'ana romahlaʉ, angahli hlialovo motopiakʉ.",He fell off the roof while repairing it.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlimahlava a ama'ana papakalavongo hla saviki ovora tamalʉngalʉ.,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"mako tatara noa tamalʉngalʉna aropakakari, matomohlo a hlikihlahlamoisa kana'ana kisoahlahlama.","My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"miacikiriako moaloalo romahlaʉ, povahli a tamalʉngalʉ ihlako mahlolangicaco, mataingalʉ aramasalangʉsangico mʉmʉa.","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"amihla ihlako, ""maci aramahlʉngico a sapahlʉ tamalʉngalʉna ia, moacʉkʉhlʉkia saliahlamo takoliliongo.""","I said, When your foot gets better",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"ma osoa hlimiaili mapoahlʉ osoa caihli, makarikari a siihona omahlikoa cocomaco pakipohlo cokahlangʉ coco'ona palongo ngahla.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
rahloa pakisosoahlai omahlikoa siiho makikini pakipohlo cokahlangʉ coco'o palongo ngahlana alamoro Hlakota'i savangʉana.,"I interviewed Noami Kulas, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlipitʉtʉrʉako kana'ana kani'i taloavaʉlana mosa saliaisa kana'ana pakisoahlai.,We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"ma pakisosoahlai pasamiana, kihlamohlamo a kana'ana ihlako hliangahlahlana pahlomiamia ngahlaisa, roavici ihlako mʉmʉa paotoahlangi cocosaliaisa hla miararomaisa.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
"pakisoahlaiako kana'ana tiaraisa maisokasʉ poliohlo palongo ngahla, ko i avacangʉ sitakoamia kiariarina?",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"amihla Hlakota'i savangʉana, siasohlatʉ cocomaco ngahlana ia, ihlaisa macoisa sipiangʉngʉca ngahlahlamo, ngahlako ia hlaka tahlanahlamo, pihlingihlamo, cokahlangʉhlamo coco'o, ahliki'aiia tomahlaʉ cocotahlana toahlʉ maitʉahlʉ palongo ngahla takacicihli.","Noami Kulas said, The names written in indigenous languages are our true names. My name represents our ethnic group",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kisasoako tamo'o ahlaina kiira mosa parana i'a'ana, hlimahlava a tamo'o ahlainana matomohlo hlatʉngʉ hlitakacicihlisa lʉmʉmʉkʉ, hlitomamahlʉngʉ mʉmʉa anʉanʉaisa cocomaco panaisa coco'o.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam maromoko a coco'o i'a'anaisa tamo'o ahlaina, tomahlaʉ a coco'o po'a samʉsamʉ hla kʉrʉsa marʉmʉ, tomahlaʉ a coco'o mʉcʉkʉhlʉ kotahlamʉ hliavavaisa camai.","Everyone loved my grandmother's stall. Many people bought the chilis and African eggplants, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tam sa'ao a hliavavaisa taliri hla tangosohlo, maaromana hlipahlataroa papaalʉmʉhlʉ hlipatakoa imoo, pahloisa mariakoanʉ tomahlaʉ coco'o, rianʉ a coco'o mʉcʉkʉhlʉ i'a'anahlamo patavʉhlʉrʉ.","The ferns and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"avavoavo a tamo'ona romahlaʉ, mako patʉkʉ maritara'ʉhla coco'o, mako patʉkʉ makovao. ""kani'i hlatʉngʉna rianʉ hlitakacicihla lʉmʉmʉkʉ, hlitakacicihli tomangora, pasakolai mʉcʉkʉhlʉ po'a.""","While my grandmother was cooking, I was on the side attracting customers. I shouted, The vegetables are self-grown",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"makolai a i'a'ahlamo pokocoaʉ, amihla tamo'o ahlainana, ""ta'iaraisaka hlapatalilivio.""","Our goods sold out quickly, and my grandmother said, It's all thanks to your help.""""",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kani'i sikoraraona matomohlo a hliosotoroako cacalaisa hlitakacicihli tomangora hla siaana siaracahlia cocomaco, hlaa hlipaotohlohlo takoalangʉlangʉ i'a'a.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"paoso'oloako aromokaisa tamo'ona anʉanʉa mairahlo cocomaco, tacacoronaako tam poavahli hla malitʉnʉlʉ.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
laihla ocani,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
laihla osoa,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
laihla otolo,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
laihla opatʉ,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
laihla olima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
laihla ʉnʉmʉ,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
laihla opito,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
laihla oalo,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
laihla osiia,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mapoahlʉ ocani,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
mapoahlʉ osoa,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mapoahlʉ otolo,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mapoahlʉ opatʉ,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mapoahlʉ olima,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
matolohlo ocani,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ocani hlimiongo,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
osoa hlimiongo,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
ocani hlimiaili,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ocani hliorora,bunch,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mamaiini,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ihlamo,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kani'i,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
tainini,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cohlaomangʉ,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
siaocanisa,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ngasapiisikana,Whose is it?,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
opiaini,how much (degree size),Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sasaroana ninao,where,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
kihlaomangʉ,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlahlaloa hlimihlimilavaʉa,cousins,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tamo'o hlahlosa,male elder (grandfather; father-in-law),Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tamo'o ahlaina,female elder (grandmother; mother-in-law),Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
alimo hlahlosa,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
osomanʉ ahlaloa,older brother's wife,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
moriparana,husband and wife,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlahlaloa hlimihlimilavaʉa,sibling,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaloa hlahlosa,brother,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlahlaloa,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaloa ahlaina,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaloa hlahlosa,older brother,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlimihlimilavaʉa,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
hlimilavaʉ hlahlosa,younger brother,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlimilavaʉ ahlaina,younger sister,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mamaini ahlaina,girl,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlamama,elderly people,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'aolia,"ethnic group, plain tribes""",Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pooto,Hakka people,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kapitanʉ ariatʉkʉrana,principal,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakisia'a,Min Nan,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
alalamoroa,young people,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
pakiatoroa pakiao,father,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ahlaina pakiatoroa pakiao,sister,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
alamoro ahlaina,miss,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mamaini omaiiapʉ,student,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
takalʉ,thoracic cavity,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
ngatihli,male genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
voti'i,female genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ʉsʉmʉ,front tooth,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ponoso,nasal mucus,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tapʉ' ʉlʉ,joint,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
sapahlʉ,the sole of the foot,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
talovoco,mice (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tapʉ' ʉ,owl,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
'arʉmʉ,pangolin (manis pentadactylata),Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tapoavoavo,feral pigeon,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
