tao,english,source,kindOf,dialect,row_type,split
"no kapacici namen jira am, aro o malavat da monganay do makeyneynaapan a tao nokakoa a nitaid da a adan a teneteneng da.","During our interview, the old man talked about a lot of traditional knowledge about hunting.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"tana namen ji a mimin a masilo no ciciloan a amizingen o da ipanci am, ciaha ta namen nipatoong do patowtowngan so ciriciring rana, apia no amizingen am to iwanga.","Although we could't fully understand it, we could record it on our cell phones and listen to it more.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kalialikey ko pa am ji ko pa atenngi o meyciamadadayan a masaod no iweywawala namen, ori o ikasnek ko a ipanci da a Yancoming.","When I was young, I didn't understand the culture of my ethnic group, and I was a little embarrassed that I was an aborigine.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya to miparo o ya ko nimamizing am, ya ko rana katenngan o monganay do iweywawalam namen do pongso, ya mapeyzokab a ya ko pacikazwayan.","The more I know, the more I feel that being a Tao is unique and something to be proud of.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"simakoyab ya am, ya mai rana si wari a mehakay.",My younger brother is going home this evening.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"namen mangay si akes do pananazangan so manok, ta dengdengen namen a yakan ni wari a mehakay.",My grandma and I went to the market to buy chickens and prepared a delicious dinner for my younger brother.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"miavas namen do pananazangan so yasay am, aro do dang o vayo pa nikotod da yasay.","We passed the vegetable stand, which had a lot of fresh green vegetables.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,test
kapanazang namen rana so insay a ka no ovi a ka no omaom.,"We bought water spinach, yams and Bird's-nest fern.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"maniring do katangked na o pananazang so asi no kayokayo am ""ya maganinam o pinapo a ka no kolitan ya, manazang kamo an!""","The owner of the nearby fruit stand said: ""My pineapples and mango are very sweet. Buy some!""",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
miratateng am manazang namen so pinapo a ka no kolitan.,We bought pineapples and mango.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"miavas namen do pananazangan so viniay am, maniring o lawpan ""ikongo o ya mo sazangan? o manok siciaraw ya am, ya arako a ya matava paa, ngina no asa am ya atlo a ranaw.""","We passed the meat stall, and the boss said, ""What do you want to buy? Today's chickens are big and fat, and one is 300 NTD.""",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"singaten ni akes kapacici na so lawpan, a apia kapaveveh so ngina na.",Grandma thought it was too expensive and asked the boss if it could be cheaper.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"am maniring o lawpan am ""ya ji aveveh rana o ngina na, marahet kapakas paa so ngina na.""",But the boss said that it is already very cheap and cannot be reduced any further.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mian do katangked na asa ka lawpan am ""manazang kamo so among ko an, ta ya ararako a ya maveveh paa so ngina.""","The boss next door said, come and buy my fish, my fish is big and cheap.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"miratateng am manazang namen rana so manok a ka no among, mian do vahay namen am makapia namen a nimansahad do asa ka akakanan a iyakan.","In the end we bought chicken and fish, and went home to cook a table of food.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"nimownay namen a to nanala si wari, todaji ahep rana.","After waiting for a long time, it was already dark.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mizingwa si wari jiamen am ""ya tongian so makdeng a vazay do itaysang jia, so namen ji miwalami rana, si pisa ka piwalam am ori ko ipiwalam.""",The younger brother called back and said that the army suddenly couldn't take a vacation and would not be back until the next Sunday.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"maniring si akes am ""aro a ya nidengdeng ito a, angay panci sira maran mo a maci'angang jiaten.""","Grandma said that she has cooked so much, so let's eat together!",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ka panci namen paa nira zipos namen, mai a maci'angang jiamen.",We invited friends and family to have a great dinner together.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"amian kehakay ko a mingaran si Kacivaw, iya rana am mawawaden.","I have a classmate named Kacivaw, he often forgets to bring things.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mivatvatek namen am, mamood do kararay namen so ipivatvatek a ka no ipangongopas nojia pivatvatkan a vakong.","During class, he borrowed pencils, erasers or notebooks from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"toda ipisa a ipidoa a ipitlo am, vooden namen pa jia.","Once, twice, three times, everyone would lend him something.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"am mian so marahet a iyangay na, o nivood na am ji na paolia rana.",But he has a bad habit of often borrowing things but not returning them.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"am, amian so karahetan na, ta o nivood na am ji na rana paolia.","In the end, no one wanted to borrow anything from him.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ipisa do araraw, malovot namen a mangay miyowyow.","One day, we all went on an outing together.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mian pa do avak no rarahan am, kadasan si Kacivaw ori a am ji nimapalolo so ipilinalinas na mehma vakong.","On the way, Kacivaw wanted to go to the bathroom, but he forgot to bring toilet paper.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mamood do kararay namen so ipilinalinas na am, patovisan da am ""ko ji nimapalilio.""","He borrowed toilet paper from his classmates, but everyone told him that I didn't bring them either.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"to rana lavi si Kacivaw a mioyaoya manci no ""nio rana ji voodji nia jiaken so ipilinalinas?""","Kacivaw burst into tears. He said angrily, why don't everyone lend me toilet paper!",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"tovisan da no kararay namen am ""mo kangay ori a ya ji mapalolo, no ya vooden jimo am, mo na ji paolia!""","The classmate told him, because you didn't bring it yourself, and you wouldn't return the things lent to you!",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ikadoa na araw am, nimadagdag si Kacivaw a makaranes do gako, ka paoli na rana so niveyvood na do kararay namen.","The next day at school, Kacivaw arrived at school early and returned everything he had borrowed from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"koan ni Kacivaw am ""ji kamo makasnek ang, ciaha ta manaken ko rana o kapalolo ko so aaapen ko. ayoy o niveyvood nio jiaken a meyciamadadayan, ayoy.""","Kacivaw apologized to the students and said that he would definitely bring his own things in the future, and thanked the classmates for their willingness to lend him things before.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya makeyneynaaapan si maran do ili namen.,My dad is a hunter of the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kalialikey ko pa am, no makoyab am mayai do vahay namen si maran a somivah si ama, apen da o paltog a ka no zingki a miyowyaw.","When I was young, my uncle used to come home at night to ask Dad out. They went out with a fish gun and a flashlight",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"no avak no ahep am, ioli da o niaaapa da do vahay namen.","At daybreak, they returned with their prey.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nomakatakaw am vaoyo o nipaltogan da, nomakatakaw am pai nojia koyta o nisowan da, no to da sapa am anos.","Sometimes it was tuna, sometimes lobster and octopus, and occasionally squid.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
no maraw am mida ipanci sira zipos namen a mai do vahay namen a maci'angang.,"During the day, they would invite relatives and friends to come to their homes and share the prey with their people.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"no macita ko si maran a mai do vahay namen am, pasaozen ko si ama a mapehza jiaken a mangday mipaltog.","Every time I saw my uncle coming to my house, I would quarrel with my father and take me with me to go fishing.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"no maniring si ama am ""ji topanomanoma o ciring ta makaniow."" no makaveyvow ko rana am ori ipaciboang ko.","Dad said, \Don't say anything first",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sira memehakay do ili namen am, maloalovot sira mitawaz do awa ipiyakan so vayo a among no asa kaili.","The men of the tribe also go out to sea to net fish, so that the whole tribe has fish to eat.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ya mateneng si ama a mamaring so paltog do awa, si maran a wari ni ama am, ya manineng a mipaltog do kalilian, ori da kasanib a meyeyheza mangahahap.","My dad is very good at making Harpoon. My uncle, my father's younger brother, is fishing very accurate, so they often go fishing together.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"to ko akzeba ka pakaveyvow ko rana a maciangay jira mipaltog, ori ikasanib ko a omtahataha a tomezgek do kalilian, ji nimeyyahahay a kapakanet na rana no ineynawa ko a somwat so kono do kalilian.","In order to go hunting with adults as soon as possible, I often practiced swimming and diving, and soon my lung capacity was ready to dig for shellfish in the rocks of the sea.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"macita na ni ama am payaiten na yaken, no mavyay o tao am ipamaring ko imo so paltog mo an.","My father encouraged me when he saw it. Told me when I grow up, he would make me a shotgun.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya ko rana makaveyvow am, ya mian rana so paltog ko a maciheza jira ama a ka ni maran a mangay mipaltog.","Now that I'm older, I've got a fish gun and a chance to go fishing with my father and uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no mang-id namen rana a nimakamong am, magaga si ina a ka nira akay.","When we got home from fishing, Mom and Grandpa were very happy.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sira akay a ka ni akes am ipanlanlag da yaken, isaray do tao do to a niomzat jiamen do kalilian a manta ni yamen so sinaaapan.","My grandparents will also bless me, and thank the gods for blessing us to shoot fish in the sea, give us a lot of prey.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
no ka madagdag am. ji ko nimapis kangay ko meyvatvatek.,I was late for school this morning.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mangay ko do gako am, nyawaw ko a ji nimapalolo so kabang.","When I was going to school, I forgot to bring my backpack.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ji abo nyahap ko a nipalolo.,I didn't bring anything with me.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kapivatvatek namen, to namen raroa a citan o asa ka vakong.","During class, I and my classmates read the textbook together.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kapisikin, voodan ko o pivatvatek aka no ipangongopas do kararay ko.","During the exam, a classmate lent me a pen and an eraser.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"koan na yaken no sinsi, ""ma dagdag ka mivangon, ji ka mipahahay!""","The teacher told me, Wake up earlier next time and don't be late again!""""",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kagagan ko si Anopan, kanakan iya do pongso.","My good friend's name is Anopan, and he is also an Tao child.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
nimiheza namen do jiratay a mivatvatek.,We study together in the jiratay tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"namen masanib a amizeng so kavavatanen no rarakeh, namen matotopos manci so cireng no tao.","We often listen to the elders telling stories together, and we both can speak the Tao proficiently.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko makarang a matava paa, am si Anopan yamahehep a yamagozang.","I am tall and overweight, while Anopan is short and thin.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya mazigton si Anopan, a da ikakza iya.","Anopan is very energetic, and everyone likes him a lot.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya mipeypalalayo do peyvatvatkan sicyaraw eya, aro o nipangay a pinenenetan ri.","Today was the school's sports day, and the school organized many competitions.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
miyan dang so pinenenetan a kolili aka no mapatoktok so bozo aka no mipalalayo sira kano mapaltog pa.,"There were tug of war, soccer, running, dancing, and archery.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko meypeypalalayo do dang.,I participated in the running competition.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no ka palalayo ko, ni malektek ko a ka tona piraralan no atod ko.","When I was running, I fell down, and my knees were bleeding.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
am mivagon ko rana a tomanek a mangay do palayyoan ko.,But I stood up and continued running forward.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"miyan ko rana makaranes do palayyoan ko, masasaray sira tao.",Everyone was happy when I reached the finish line.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"tana ji nimangay do manma na do palayyoan ko, am ko masaray, ta nimavos rana do peynenenetan ko.","Although I didn't get first place, I'm glad because I completed the race.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yakan kani ama nimangay namen itazogaw si maran nokakyab.,"Yesterday, my father and I visited my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
nimizahza o ai na ni maran.,My uncle injured his foot.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"koan na yamen, nimakava o atep no vahay na kangyan no tong.",He told us that there was a hole in the roof of his house.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kapivazay na do atep no vahay am, nimakas do atep a mizahza..",He fell off the roof while repairing it.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
nimapalolo si ama so asisi no baka aka no mamahen a itoro na ji maran,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"ko macisirisiring ji maran do irirayan, aro na ni ononongan a vazavazay.","My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko na itaytaydan si maran am, na azwazwain yaken ka namakarang a apiya so ka mawmawgan""""","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
koan ko am: si apiya rana o ai mo maran am. mai ka do vahay namen.,"I said, When your foot gets better",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"2022 no kawan, pikaygi da abnekan no seyvo o ngaran do mibonsyow no yancomin.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
pacicihen ko masanib a mazyak no vazay a abneken o mibonsyo no yancomin si Tahaw tao do pangso.,"I interviewed si Tahaw, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yaken kani ya misirisiring namen a si niciyo ranam mangay ko do vahay da a pacicien.,We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pacicinen ko na do vahay da ka panci na jiaken so nikapwan no ngaran na, a ka pitotwaw da saka vahay ipakasingkad ko jira saka vahay kano sira sakayli.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
pacicien ko ikongo o mo kazyakan nya do paliten o ngaran no yancomin. marahet o adan a ipadket so ngaran?,I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"koan na yaken ni Tahaw, ta manoyong o pipipangayan no ngaran do cyokok, aro sira manci nyaken A-na, ikaro a malas a mapaming dang.","He told me that using Chinese characters could not accurately convey his name, and others would still call him \A-na",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"koan na ni Tahaw am, ""vatvatkan no yancomin a manoyong a ngaran namen do tao. ikasawop namen malayma tao do pongso, mapo ya do nyapowan namen, ngaran namen do pongso a makdeng ya, inaoy no aroa tao mababnek so ngaran do tao a yancomin.""","si Tahaw said, \The names written in indigenous languages are our true names. My name represents our ethnic group",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no kakyab am yakena kani akes a nimangay do pananazangan a mananazang so iyakan, aro nipalolo na ni akes o insay a nimowmowa na. kapamareng na sya so maganinam a iyakan no yancomin.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"da teykaza no tao o pananazangan ni akes, aro o nisazangan da o voong no wakay aka no omaom, tahaman no aro a tao o nirotongan ni akes ri.","Everyone loved my grandmother's stall. Many people bought the Sweet potato leaves and bird's nest fern, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o nipasisit na o omaom aka no nyamay na nimay ni akes am teymaganinam ri. aka no nitazaban na taroy ya, teyapiya kakanan na ori ikaroo no manazang sya, ya miyatoatonton sira do pananazangan ni akes.","The bird's nest fern and Taro cake she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"no yamapasisit si akes am, ko manalanala so manazang a tao. ko macyak a ipaci no, ""nimownowa namen ya, teyapya ya a aboo kosozi jia, key! mai kamo manazang ang.""","While my grandmother was cooking, I was on the side attracting customers. I shouted, \The vegetables are self-grown",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya nimakaykai na kabo rana no iyakan a nipanazang, koan na ni akes: mina imo ri a nisomidong jiaken.","Our goods sold out quickly, and my grandmother said, \It's all thanks to your help.\""""",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"makoan rana so pananazangan a vazay, aro nipacinanaoan ko so voovoong kano iyakan no yancomin a ko katenngan sira, aka no katopsan ko o kagiso no mananazang","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"macita ko si akes a makza no iyakan ta do pongso, isaray ko a ikazway do onowned ko.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asa ngernan,ten,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asa so ikaroa,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
adoa so ikaroa,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
atlo so ikaroa,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apat so ikaroa,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
alima so ikaroa,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,test
anem so ikaroa,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apito so ikaroa,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
awao so ikaroa,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,test
asiyam so ikaroa,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
adoa a ngernan,twenty,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asa o ikasikatlo na a ngernan,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
adoa o ikasikatlo na a ngernan,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
atlo o ikasikatlo na a ngernan,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apat o ikasikatlo na a ngernan,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
alima o ikasikatlo na a ngernan,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
atlo a ngernan,thirty,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asa o ikasikapat na a ngernan,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
apat a ngernan,forty,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
alima a ngernan,fifty,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
anem a ngernan,sixty,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apito a ngernan,seventy,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
awao a ngernan,eighty,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asiyam a ngernan,ninety,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
asa poo,hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
asa ranaw,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
adoa a ranaw,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asa zivo,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
asa atey,bunch,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
yapereh,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
inyo,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yaken ya,mine,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,test
oya,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
apira,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
simanngo,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ajin,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sino ya,Whose is it?,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yapira,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
papira,how much (degree size),Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
no kango,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ta ikong,why,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kadoan do vahay,spouse,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
icyarwa a mehakey,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,test
icyarwa a mavakes,daughter-in-law,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
miaven do vahay,husband and wife,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kaka,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kaka a mavakes,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Yami/Yami.xml,standard,UNKNOWN,sentence,train
