ckv,english,source,kindOf,dialect,row_type,split
"teRi ti nani, mazas ti to nisalawan temanan.","At daybreak, they returned with their prey.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao zoma baboy na naong, yao zoma lawal, yao zoma tiqoRis.","Sometimes it was a boar, sometimes a flying squirrel, and occasionally a pheasant.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"sinaponan na ti na qaniyao nisalawan ta soReman na damo, bola to Raqit.",They would divide the prey at the entrance of the village and share it with the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"pataz iko meRosiR to tama, ngid qasolon matiw semalaw.","Every time I quarreled with my father, I wanted to go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"""Raya ti iko nani, qawka mazas timaikoan matiw."" zin na ni tama.",Dad said that he would take me with me when I grew up.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"soppaR patikas qemapaR to pasan Ronanay na damo, semangi qaniyao to tiwa tikas seRay pematto ay tikas.","The men of the tribe also trap their prey, making lasso traps and rock traps.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mesoppaR tama ko semangi to tiwa tikas, sikawma tama ko,"" saqapaRan to tiqoRis zao, paqangi ita temita to qenazepanan na pasan, sepawan ta tikas ta wakadan.""","My dad is very good at making lasso traps. Dad said that this is used to catch pheasants. We have to carefully observe the footprints of the prey, and the traps should be placed on the path of the prey.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ngid iko qalazok masolon to Raqit matiw semalaw, pitemawaR iko sinanam semangi to tikas. mai tennes, qanengi pa ti maken mala to pasan tikas ko.","In order to go hunting with adults as soon as possible, I practiced making traps every day, and soon my traps can really catch prey.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"meqayta ti tama nani, sikawma timaiko,"" qosazoi nani, qasatoRin ay pasalawan aiso.""",Dad saw it and told me that I will be a very good hunter in the future.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"setangi, Raya ti iko, kemaway iko to pani ko, masolon to tama matiw semalaw.","Now that I have grown up, I carry my bow and arrows and go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"temanan ti ta damoan nani, sinapon to Raqit to nisalawan niaq.","When returning to the village, share the hunted prey with the tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"semano tama ko,"" mowanay ita to baqbaqi, baibai ta, bola timaitan to mowaza nialan ta.""","Dad said, we want to thank the ancestors for their blessings, so that we have a lot of prey to harvest.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tangzasan ti iko temaqsi taRbabi.,I was late for school this morning.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"matiw iko sa taqsian nani, mekalingon ti iko mazas to lobos na taqsian.","When I was going to school, I forgot to bring my backpack.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mai iko mazas to Ribang ko.,I didn't bring anything with me.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"temaqsi nani, masolon iko to kapot ko temayta to sodad.","During class, I and my classmates read the textbook together.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"somking nani, paliway kapot ko timaiko to bilo seRay sasopasan.","During the exam, a classmate lent me a pen and an eraser.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"semano patodan timaiko, ""kalamaz ka qasowat! naRin ti tangzasan oman!""","The teacher told me, ""Wake up earlier next time and don't be late again!""",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"sanengi ay kapot ko nani, ti otay nangan na, kebalan qaya aizipna.","My good friend's name is utay, and he is also an kebalan child.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
masolon imi temaqsi ta damoan tasiamsiw.,We study together in the Tasiamsiw tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"pataz imi masolon mipil to baqi pakongko timaimian, niz imi mesoppaR temankebalan.","We often listen to the elders telling stories together, and we both can speak the kebalan proficiently.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"ibabaw, missi iko, ilibeng, qiwat ti otay.","I am tall and overweight, while utay is short and thin.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"medadona ti otay, qalizaqan na meniz.","utay is very energetic, and everyone likes him a lot.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ondokay na taqsian deddan tangi, mowaza nipasayan na taqsian to simsoqasan.","Today was the school's sports day, and the school organized many competitions.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"azo ti simtebes to Rais, semippiq to mali, manobi, salekiaw, pemani.","There were tug of war, soccer, running, dancing, and archery.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
melabo iko to simsoqasan manobi.,I participated in the running competition.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"meRaRiw iko nani, mesoRaw ti iko, meRinang ti tosoz ko.","When I was running, I fell down, and my knees were bleeding.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
wanayka masengat ti iko moman meRaRiw.,But I stood up and continued running forward.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"maseq ti iko ta qaseqan nani, melilizaq ti meniz.",Everyone was happy when I reached the finish line.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mai iko mala to saqaossiq sayzi, wanayka molepon iko to simsoqasan zao, Raqana melizaq iko.","Although I didn't get first place, I'm glad because I completed the race.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
siRab masolon iko to tama ko matiw melaot to baqi ko ti angawan.,"Yesterday, my father and I visited my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
melozit ti zapan na ni baqi angaw.,My uncle injured his foot.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"semano aizipna timaimi, satangan senizasan na leppaw na.",He told us that there was a hole in the roof of his house.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao paqangi to senizasan aizipna nani, temiboq ti nizi ta senizasan.",He fell off the roof while repairing it.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
mazas tama ko to 'si na qabaw seRay dadas bola to baqi.,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"sidadak imi aiko seRay baqi ko ti angaw ta qinpanan, mowaza nipakongko na.","My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"qito iko matanaq nani, moRebo ti baqi angaw semano timaiko, ""ibabaw ti iso, melabolil ti qaya.""","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"semano iko timaizipana, ""baqi, ano nengi ti zapan so si, qawto ka sa leppaw niaq yo!""","I said, ""When your foot gets better, come to our house next time and visit us.""",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"ta ozosa lalazan ozosa betin yao ozosa tasaw, pasaya ti siho to hoygi simsano qanengi wan ma semodad to qeloqot na yencominco semodad to nangan ta mibonsiwan na yencomin.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"pasano iko to malemes ay semozoq temonoR to siho qanengi ""wan ma semodad to nangan na yencomin"" ta mibonsiwan, sining na damo ti angaw ateng.","I interviewed angaw ateng, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
semiqet iko timaizipana ta hibangan na lipay zao qatiw sa leppaw na laot pasano timaizipana.,We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"ta pasanoan zao nani, paqesoppaR aizipna timaiko manna sinangan aizipna to nangan zao, pasimqananam timaiko to pinileppaw na seRay damo na.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mipil iko timaizipana, ""manna ngid iso oman to nangan, masang ay waway temoki to nangan, sokaw ni?",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"semano ti angaw ateng, ""izan ta zata ay qeloqot qawka maken ay nangan ta. nangan ko nani, yao waway na lazatan niaq, leppaw niaq, tongos niaq to lazatan, ngid qazemon pa Raqit ta patadikod to nangan na.""","angaw ateng said, ""The names written in indigenous languages are our true names. My name represents our ethnic group, our family, our identity. I hope more fellow tribespeople can reclaim their own names.""",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"siRab masolon iko to bai ko matiw sa qizoanan baliw, temiyam baliw. mowaza niazasan na bai ko to nipaloman na to tened, meRamaz to qaqanan na yencomin paqan to semaqsaqay ay.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"mazemon ay melizaq to tiyam na bai ko, mazemon meRasa to sidi' seRay kakolot, mazemon qaya temadam to niRamazan na.","Everyone loved my grandmother's stall. Many people bought the chilis and African eggplants, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nengi qanan niRamazan na to tosozan, senapowaR seRay nitim ay 'si na baboy na naong Ramesan to tani, paqawto to mazemon semaqsaqay ay bangsis na, niz ti mawto paylit melana ta tiyaman niaq.","The Sessile Alternanthera and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao meRamaz bai ko nani, yao iko qomRas paqawto to semaqsaqay ay. balodoq iko ta kinilan, ""tened zao nizo nipaloman niaq, mai poiyo ay, qalazok ka qawto Rasa yo!""","While my grandmother was cooking, I was on the side attracting customers. I shouted, ""The vegetables are self-grown, all-natural and organic! Come and buy now!""",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"kikiya ma maniz ti baliw Ribang niaq, semano bai ko, ""yao nipanmoan so qawka.""","Our goods sold out quickly, and my grandmother said, ""It's all thanks to your help.""",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta wawayan zao, mowaza nisinanam ko to qenasoppaRan to tened seRay qaqanan na yencomin, soppaRan ko ti pilay temiyam baliw to Ribang.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nitaytan ko to waway na bai ko melizaq to qaqanan na lazatan niaq, moRebo iko timaizipana.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao ossiq,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao ozosa,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao otolo,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao osepat,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao olima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao onem,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao opito,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao owalo,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Rabetin yao osiwa,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ozosa betin,twenty,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ozosa betin yao ossiq,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ozosa betin yao ozosa,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ozosa betin yao otolo,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ozosa betin yao osepat,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ozosa betin yao olima,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
otolo betin,thirty,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
otolo betin yao ossiq,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
osepat betin,forty,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
olima betin,fifty,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
onem betin,sixty,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
opito betin,seventy,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
owalo betin,eighty,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
osiwa betin,ninety,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
Rasibo,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ozosa Rasibo,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
melalazan,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
kiyakiya,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
aimo,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zanomi ay,yours,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zaniaq ay,our,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qaniyao ay,their,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zaso ay,your,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zako ay,mine,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zana ay,his,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zata ay,ours,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
zao,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
otani,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qomni,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
mayni,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zani tiana ay,Whose is it?,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
otani,how much (degree size),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
qomni,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
kedabo,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tengan,wife's brother,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
tengan,older brother's wife,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
baqi/ bai,grandchild,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
nannapaw,husband and wife,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qaqa,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qaqa,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
qaqa,older brother,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
soani,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
soani,younger brother,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
soani,younger sister,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tama/ baqi,uncle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
baqian,elderly people,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tengabolan,"ethnic group, plain tribes""",Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
paRin,Hakka people,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
bosos,Min Nan,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sining,young people,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
zaszas,thoracic cavity,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sodaq,male genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
piqiq,female genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ngoit,nasal mucus,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Roqap na zapan,the sole of the foot,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
moton,mice (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
iRem,pangolin (manis pentadactylata),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
baboy na naong,boar,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
banol,feral pigeon,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qeloqot,insect (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
lawal,flying squirrel,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
siRemoq,sambar (cervus eldii),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
melimo,muntiacus reevesi,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qoto,head louse,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
bolek na baboy,suckling pig,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
neRasoR,animal giblets,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
baqi,hundred-pace snake,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
pesaisaitan,stag beetle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tebos,sugar cane,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qawpiR,sweet potato,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
dadas,betel nut,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
nonay,bamboo shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
baniw,edible mushroom,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
kayal na moton,agaric,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
taqoqan,wild lily,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
pengilit,giant elephant's ear,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
kelibakib,bird-nest fern,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
qemidoday,yard-long bean,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
kasa,green bean,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
kenaw,green onion,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
lobas na kasa,bean sprout,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Raynoq,wild strawberry,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qotay,vegetable fern,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sakola,Taiwan cherry,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
pelating,stinging nettle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
imos,mountain litsea,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
daong,pigeon pea,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
tebaqan/ tobaqan,grapefruit,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
sidi',pepper (generic term),Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
doki,clocks and watches,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
qelizen,fine line,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
saRo,wooden pestle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
paniwsan,fishing rod,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
siRit,bamboo tube,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
ingsong,wooden mortar,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
sioy,rice cooker,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
Ribang na palawisan,fishing tackle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
