xsy,english,source,kindOf,dialect,row_type,split
"kamatortoroe', yako biSbiS ka tiyal, 'am rima' kata'owan.","Teacher, I have a stomachache. I need to go to the restroom.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"'a:ay, 'am'amoeh 'oSa'.","Okay, go quickly.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
yako kayzaeh ay rima' ti:ma'?,May I go wash my hands?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'am patae'aes ila, 'insa'an ila 'oSa'.",It's almost time for class to end. Wait a little longer.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kamatortoroe', yako biSbiS a tomalan ka ta'oeloeh, sizaeh ila komsi'ael 'am maSangay.",It's almost time for class to end. Wait a little longer.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, lobih 'iyawa'.","Okay, take care and go home.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"kamatortoroe', mowa:i' 'aehae' naehan minay 'aehae' ka Sinangayan yako 'am maSangay, yako 'am rima' pakita' ka sinsang.","Teacher, I need to take a sick leave next Monday. I have to see a doctor.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, pakayzaeh ka basang.","Alright, take care of yourself.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'away hayno'?,Where is 'away?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"siya biSbiS ka tiyal, siya 'ay kata'owan.",She has a stomachache. She's in the restroom.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'obay hayno'?,Where is 'obay?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kamatortoroe', 'obay biSbiS ka kaSlar, kaysa'an maSangay.","Teacher, 'obay has a sore throat. She took a sick leave today.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
toway 'ampowa' 'okay wa:i'?,Why didn't toway come?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya rika: ila.,She has a fever.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
pakSekla' hi So'o nonak.,Please introduce yourself.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako ta:in a kalih, 'isahini yako lampez tinal'oemaeh ila.","My name is ta:in a kalih, and I'm 10 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
ya:o Sin ta:inin.,My name is ta:in.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o kano' Sinrahoe'?,What ethnic group are you from?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
yako SaySiyat.,I'm from the SaySiyat.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' 'aehae' taew'an SinSinrahoe' saboeh ay?,Are all your family members indigenous?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', yami 'aehae' taew'an SaySiyat saboeh.","Yes, my whole family is SaySiyat.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', yaba' ma'an SaySiyat, 'oya' ma'an moto:.","No, my father is SaySiyat, and my mother is Hakka.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'in hiya' a korkoring?,Whose child are you?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'in 'itih a 'ataw a korkoring.,I am 'itih a 'ataw's child.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hiza 'aehae' mae'iyaeh 'inSo'a yaba' ay? siya piza' ila tinal'oemaeh?,Is that your father? How old is he?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', siya 'inmana'a yaba', siya monSayboSi: tinal'oemaeh ila.","Yes, he is my father. He is 60 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"'oka', siya tatini' noka hito' mita', siya monmaykaSpat tinal'oemaeh ila.","No, he is an elder of our tribe. He is 80 years old.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
minatini' kamanra:an niSo' piza' ila tinal'oemaeh?,How old is your brother?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
minatini' kamanra:an ma'an lampez o maykaSpat tinal'oemaeh ila.,My brother is 18 years old.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
minatini' kamanra:an niSo' tatini' a tomal ay 'iniSo'?,Is your brother much older than you?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya tatini' haseb tinal'oemaeh 'iniman.,We have a 5-year age difference.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o koza' kin'ibabaw?,How tall are you?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'aehae' kinkaboehoel o moneSpat masa' kin'ibabaw.,I'm 140 centimeters.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"honaehnge: ila 'okay kakita', So'o nakhara 'ibabaw ila?",I haven't seen you in a while. Have you grown taller?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ihi' a! yako 'aehae' kinkaboehoel o mato:ol masa' kin'ibabaw ila.,"Yes, I'm 130 centimeters now.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o kerpe: ila ay?,Have you gained weight?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', niSo' 'okay paylal'oz ka kinita'.","No, you're mistaken.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o bali' ila ay?,Have you lost weight?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', yako kerpe: ila.","No, I've gained weight.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', 'isahini ya:o mato:ol kongkin kinSil'i: ila.","Yes, I weigh 30 kilograms now.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am rima' ray kapatawawan komi:im ka kamatortoroe'.,I'm going to the office to see the teacher.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ataw 'am 'ila'ino'?,Where is 'ataw going?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya 'am rima' boeloe' ka sae:pae'.,He's going to throw away the trash.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ataw hayno'?,Where is 'ataw?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"siya ray kalalangoyan, 'insa'an siya 'am 'a'inola' lalangoy.",He's at the swimming pool. He's going to compete in a swimming competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
tapaS hayno'? siya 'insa'an 'am 'a'inola' 'ae'ae:aew.,Where is tapaS? She's going to compete in a running competition later.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"siya ray kapakba:awan, ya:o taSakobae:aeh hi siya.",She's in the auditorium. I'll go call her.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
ta'ila rima' ray kahayawan.,Let's go to the playground together.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o 'am minSa'la' bae:iw ka kinsi'ael, 'insa'an rima' komi:im 'iSo'on.","I'll go buy lunch first, and then I'll meet you later.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ta'ila konkon ka linaSo'!,Let's carry the lunch boxes together!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"So'o ki:im ka 'aroma', yako 'am rima' komi:im ka kamatortoroe'.","You find someone else, I'm going to find the teacher.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ataw kaysa'an 'am 'a'inola' ngo'ngo' ka mali' ay?,Is 'ataw competing in croquet today?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', siya 'am 'a'inola' tomkaw.","No, he's competing in high jump.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray ka'a'inola'an ka hahila: So'o 'am 'a'inola' ay?,Will you compete in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi' a, yako 'am 'a'inola' 'ae'ae:aew.","Yes, I'll compete in running.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am 'a'inola' ngo'ngo' ka mali'.,I'll compete in croquet.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' ray ka'a'inola'an ka hahila: 'am powa' ka kano'?,What will we do in the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' 'am 'a'inola' hoehoeh ka Sina:iS.,We will compete in tug of war.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
'ita' ray ka'a'inola'an ka hahila: 'am tibtibae:iw ka kasi'aelen ay?,Will we sell food at the sports day?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', 'ita' 'am tibtibae:iw ka mali'.","No, we will sell balloons.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"So'o homobaz ila, wa'isan o!",Congratulations on getting first place! You're amazing!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
koko' 'ay taew'an ay?,Is grandmother at home?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ihi', siya ray pino'azisan mae'rem.","Yes, she's sleeping in her room.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
koko' ray taew'an ay?,Is grandmother at home?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', baba:aw siya kaSlatar ila, hae:wan ila 'am lobih..","No, she's not. She just went out and will be back in the evening.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
baki' 'ay taew'an ay?,Is grandfather at home?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"siya ray minaypoSal tinaew'an, So'o Sa'ila ki:im hi siya.",He's upstairs. You can go up and find him.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
hayza' ay ka mae'iyaeh ray taew'an?,Is anyone at home?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ataw o, honaehnge: ila 'okay kita' 'iSo'on. So'o kayzaeh ay?",It's 'ataw. I haven't seen you in a while! How have you been?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
kayzaeh a! ya:o mowa:i' 'am 'a'iyalatar ki So'o.,I'm doing great! I came to chat with you.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yaba' niSo' hayno'?,Where is your father?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"siya ray katalekan homangra: ka tatimae', ya:o takobae:aeh hi siya.",He's in the kitchen cooking. Let me go call him.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'away 'ila'ino'??,Where did 'away go?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
siya rima' ray kawnatata:a'an romakep ka tata:a'.,She went to the chicken coop to catch chickens.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"baki', yami lobih ila.","Grandfather, we're here.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"nimon baki' 'okik 'ay taew'an, siya ray pinatiyayan, moyo 'ay taew'an 'ayna:a' hi siya.",Your grandfather is not at home. He's in the field. Wait for him to come back.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
mama' So'o mowa:i' ila!,"Uncle, you're here!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"honaehnge: ila 'okay kakita', So'o 'ibabaw ila.",I haven't seen you in a while. You've grown taller.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
komita' So'o mowa:i' yako kin Siyae'.,It's so good to see you.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini pangrang 'inimon, 'aSkan ray kapak'iya'zawan.",Here's a pineapple for you. Put it in the refrigerator.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"honaehnge: ila 'okay wa:i', ya:o takobae:aeh ka saboeh mowa:i' ma'onhael somi'ael.",It's been a while. Let's have a meal together.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"'izi' ila patawaw, ya:o milkashaw ma' kayzaeh ila, 'ita' ta'a'iyalatar ray kinbaki'an.",No need to bother. I'll just have tea. Let's sit in the living room and chat.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"ma'alo' ila 'iSo'on, yako 'am lobih ila.",Thank you for your hospitality. I have to go now.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini tata:a' baba:aw hiwa'en, be:ayen 'iniSo' 'alibihin si'aelen.",This chicken was just freshly killed. Take it home and enjoy it slowly.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' rim'aen hila:an ta kakita' kayzaeh ay?,Can I make an appointment with you tomorrow afternoon?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"kayzaeh, 'ita' 'am rayno' kakita'?","Sure, where should we meet?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' ta kakita' 'ay kakiSka:atan kayzaeh ay? yami 'am 'omalingo'.,How about meeting at school? We need to shoot a video.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"nak'isaza ray kararotonan 'am kayzaeh, yako 'am homiba: 'inoka SaySiyat a kayba:en.",Then let's go to the community center. I'll wear folk costume.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
ray niya'om hito' Singil So: minpongaeh kayzaeh a tomalan kita'en. So: minpongaeh ila So'o wa'ila ki:im 'iyakin!,The cherry blossoms in our tribe are beautiful when they bloom. Come find me when the flowers bloom!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"nak'isaza 'am mayna:a' tabin ray naba:an, honaehnge: a tomal!","That would have to wait until spring. It's too late, isn't it?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
So: paSta'ay ila wa'ila!,Then come during our paSta'ay!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay!,Alright! I'm looking forward to it!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'ampowa' lobih ray hito' rowaSek?,May I ask why you decided to move back to the tribe?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am lobih tomotoroe' ka korkoring.,I want to return to teach at the local school.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
'ampowa' 'okik ray rahoeran tomotoroe'?,Why not teach in the city?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako maSriyae' 'inmana'a hito', ma' 'iyakina matawaw no hito' ma'an.",Because I miss my hometown and I also want to give back to the tribe.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"So'o ra:am a tomal tomnon, hiya' tomotoroe' 'iSo'on?","You're very skilled at weaving, who taught you?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"koko' ma'an, siya ray niya'om hito' 'ima wa'isan tomnon.","It was my grandmother, she is the most skilled weaver in our tribe.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'ampowa' 'iyakina tatoroe' tomnon?,How did you develop an interest in learning weaving?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"tomnon ka kayba:en koSa'en niya'om kaspengan, yako 'iyakina pataSilotor ka kaspengan.","Weaving is a part of our culture, and I want to ensure its continuity.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini pinoSakan kayzaeh rae'oe:en.,This millet wine is delicious.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako nonak pinaskayzaeh!,I made it myself!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"So'o wa'isan, hini 'am honaehnge: ay 'am poSak?",You're really talented. Does it take a long time to make?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', 'aehae' ka Sinangayan ma' kayzaeh ila. ho'ol pilwaha:anen, 'isa:a' pa'oSa'en ka tatamol 'ilo'en, 'isa:a' kayzaeh ila 'aSkanen ray totowih 'izo'.","No, it only takes about a week. After steaming the sticky rice and white rice, we mix it with yeast powder, and then it can be stored in a jar.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' kano' katibae:iwen?,What do you sell?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ma'an hini hayza' ka silih ki 'oe'oeng, saboeh yako nonak pinamowa' o!","I have chili and lokiy, both grown by myself!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
bae:iw hini roSa' 'am koza' rayhil?,How much for both?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'am roSa' kaboehoel o monaseb rayhil.,250 dollars in total.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"yako minowa' ka hini kayba:en, 'am koza' rayhil?",I like this piece of clothing. How much is it?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini 'aehae' haseb kaboehoel rayhil.,It's 500 dollars.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"wa'isan a tomalan, waelae' sowiti' kayzaeh ay?",It's too expensive. Can't you lower the price a bit?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'aewhay, nakhini ya:o 'am 'oka' ka tinikaehaew.","No, if I lower it further, I'll lose money.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay! nakhini ya:o 'am bae:iw 'aehae' 'ima 'elngihan ka kayba:en.,"Alright then, I'll take a black piece of clothing.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am bae:iw hini ka malat ki hini koloban.,I want this knife and this pot.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"saboeh 'am roSa' siyaen rayhil, hini yako nonak pinaskayzaeh.","It's a total of 2000 dollars. I handmade these, and they are guaranteed to last a long time.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako komobae:aeh ka kapa'onhaelan mowa:i' bae:iw, kayzaeh ay waelae' naehan?",I'll introduce my friend to buy. Can you give a further discount?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay! waelae' sowiti' 'iniSo'.,Alright! I'll give you a 20% discount.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
wa'ila kita' o! hayza' ka kayba:en ki tatpo' katibae:iwen.,Come and take a look! We sell clothes and hats.,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini kayba:en koza' rayhil?,How much for the clothes?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kayba:en so'hae' to:o' o monaseb rayhil, to:o' ka kayba:en 'am 'aehae' siyaen rayhil.","One piece of clothing is 350 dollars, three pieces for 1000 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako bae:iw so'hae' nanaw, be:ay 'iyakin 'ima SaSo'.","I'll just buy one piece, please give me a new one.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"So'o kayzaeh, yako 'iyakina bae:iw ka Sinpaehpae: ki mae'aew 'ayam.","Hello, I would like to buy sticky rice and braised pork with maqaw pepper.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"Sinpaehpae: Sitil'amet ila. yako hayza' naehan ka tani' piyang, So'o 'am bae:iw ay?","The rice is sold out. I have tana pancakes, would you like to buy them?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, be:ay so'hae' 'iniman, yako rim'aen ila mowa:i' bae:iw ka Sinpaehpae:.","Alright, please give me one. I'll come back next time to buy rice.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, ya:o noka bilas potoyon 'iniSo', nakhini monaseb rayhil.","Okay, I'll pack it in a bag for you. That'll be 50 dollars.",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yaba' kakhayza'an 'inokay kiSka:at ray 'oes'oeso'an nanaw, ray taew'an patiyay, 'aewhay ka kin'i'iyaeh, rengreng nonak 'omahiwis Sa' 'okik Sekla' ka kina:at""",So: komita' ka kina:at ta'oeloeh ma' malwelwel,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako kaysa'an hinSayboSi: o 'aehae' potngor ray kakiSka:atan.,I arrived at school at seven today.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kiSka:at ila kamatortoroe' kaS'abo' ray kakiSka:atan kamatilhael Sa' ""'in'itol! te'en!""","It's time for class, the teacher walked into the classroom, and the monitor said: ""Stand up! Salute!""",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"niya'om pinayaka:i' sobae:oh Sa' ""kamatortoroe' kayzaeh!""","We said loudly, ""Hi, teacher.""",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ray 'am kiSka:at, kamatortoroe' tomotoroe' 'iniya'om nom Sempe: kapayaka:i'.","In class, the teacher taught us the SaySiyat language of numbers.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
