ssf,english,source,kindOf,dialect,row_type,split
"noma minalhopishiza sa mara'in a lhopilhopishan, lhminopish iako minfazaq miniahala inai a thao a kazakazash a minfazaq a patashan, mafazaqiza iako Tai-waan miniahala inai a thao a qbit itia manasha wa nomanoma wa kazakazash.","After I went to college, I took a course on aboriginal culture and learned that the aboriginal people in Taiwan have various and rich cultures.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"nomawan, thoini a pinangqaiza mahnariza wa qali, makonakataonan iako noma naak a tantoqash ayozi a minlhafot noma makikalhi iamin tanatoqash, mangqto iamin minfazaq sa naam a Thao a kazakazash.","So this summer, my brother and I went back to our tribe to visit the elderly, hoping to understand the culture of our own ethnic group.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"haya toqatoqash makashpashpatiza wa qamishan, noma riqazan sondaiza parhawaywan.","The old man is already eighty years old, but he still looks like a middle-aged man.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"makikalhi iako thitho mafazaq thitho nomanoma wa lalawa, mathoaw thitho malhinona Thao a lalawa mathoaw ma'ania, mafazaq mani thitho mashbonon a lalawa, noma Shpoot a lalawa noma Lit-poon a lalawa.","I asked him which languages he knew, and he was fluent in Thau, as well as Bunun, Hokkien and Japanese.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"makikalhi iako thitho, noma mafazaq iako, maqa thitho minalhopish Lit-poon a lalawa to azazakoan, to Bonon a thao thitho a binanao'az, noma mathoaw thitho to malhkakrikriw mathoaw kafazaqin thitho manasha Shpoot, nomawan mafazaq thitho manasha anto tataal a lalawa.","I asked him to find out that he learned Japanese when he was a child, his wife is an Bunu, and he knows many Hokkien at work, so he can speak so many languages.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mosoon iamin malhalhinona, noma izai tanatoqash foilh manasha moribosh a kazakazash.","During our interview, the old man talked about a lot of traditional knowledge about hunting.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"sharaqian anto shiroan iamin mafazaq sa molhthkiz a lalawa, kanoniza polaonin sa bahi iamin pasain sa ling-waa, shdoo iamin moqtha tmaza.","Although we could't fully understand it, we could record it on our cell phones and listen to it more.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"maora iako mita wa Thao a kazakazash to azazakoan, mayaw iako mzai Thao mita.","When I was young, I didn't understand the culture of my ethnic group, and I was a little embarrassed that I was an aborigine.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mafazaqiza iako thoini Thao a nomanoma wa kazakazash, mangqto iako mathoaw maqaran noma maqitan to Thao iako.","The more I know, the more I feel that being a Thau is unique and something to be proud of.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thoini a saqaziza, amotaoniza shashoaz ayozi a minlhafot.",My younger brother is going home this evening.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"motosi iako noma naak a apoki'ay farifariwan sa pania'an fariw sa ranaw, kontanlhoan apintata iamin maqitan a akaanin pakaan naak a shashoaz ayozi a minlhafot.",My grandma and I went to the market to buy chickens and prepared a delicious dinner for my younger brother.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mon'ioto iamin farifariwan shanglaw a taon, farifariwan shanglaw a taon itia manasha wa maqitaqitan a shanglaw.","We passed the vegetable stand, which had a lot of fresh green vegetables.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"finariw iamin sangriz, sipo noma maqolha wa sai-poo.","We bought water spinach, yams and carrots.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"isa shirshir farifariwan ribosh a bonlhaz a taon a talima mzai, ""mathoaw madahon naak a ong-lai noma qalop. fariwoan!""","The owner of the nearby fruit stand said: ""My pineapples and peaches are very sweet. Buy some!""",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
finariw iamin ong-lai noma qalop.,We bought pineapples and peaches.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mon'ioto iamin farifariwan bonlhaz a taon talima mzai, ""noma sa afariwin oho qa? mathoaw mara'in noma maramo thoini a ranaw, latata wa ranaw toro a shaba.""","We passed the meat stall, and the boss said, ""What do you want to buy? Today's chickens are big and fat, and one is 300 NTD.""",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naak a apoki'ay mzai mathoaw manasha toali, zaiwan thitho talima potladado sa toali.",Grandma thought it was too expensive and asked the boss if it could be cheaper.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kanoniza mzai s talima mathoaw ladado a toali, anto potladado sa toali.",But the boss said that it is already very cheap and cannot be reduced any further.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shirshir a talima mzai, ""onaiwan fariw naak a rosaw, mathoaw mara'in noma ladado a toali naak a rosaw.""","The boss next door said, come and buy my fish, my fish is big and cheap.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"mingqarayza finariw iamin ranaw noma finariw iamin mani rosaw, noma motaon pintata noma tata wa pangka manasha pania'an.","In the end we bought chicken and fish, and went home to cook a table of food.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mindaaq mitalha, minqosomiza sa qali.","After waiting for a long time, it was already dark.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shashoaz ayozi a minlhafot malhinona sa ling-wa mzai, kanshitashan anto dai pangqa, amoqtha wa pangqaiza wa qali amotaoniza.",The younger brother called back and said that the army suddenly couldn't take a vacation and would not be back until the next Sunday.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"noma apoki'ay mzai, ""pania'an mathoaw manasha, palalawa pashtay monai mosoon kmaan!""","Grandma said that she has cooked so much, so let's eat together!",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"malalawa iamin piathaothaon noma horoy, monai mosoon kontanlhoan kmaan.",We invited friends and family to have a great dinner together.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"itia naak a tata wa tataal lhmopish a horoy zain Rongqoan, miaqay min'a'aora kmatho thitho a aniamin.","I have a classmate named Rungquan, he often forgets to bring things.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya malhopish miaqay thitho mashimol tataal lhmopish a horoy patatash, tatitish noma patashan.","During class, he borrowed pencils, erasers or notebooks from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"motal, moposhaz, motoroz, mashtay pashimol thitho aniamin.","Once, twice, three times, everyone would lend him something.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma maqa maqarman thitho minzawash miaqay mashimol anto poshoqish thitho.,But he has a bad habit of often borrowing things but not returning them.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mingqarayza mashtay anto pashimol thitho aniamin.,"In the end, no one wanted to borrow anything from him.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"tata wa qali, mashtay iamin mosoon motosi kilhnaqoalh.","One day, we all went on an outing together.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"makontosi iamin isa saran, apishtopoan sa Rongqoan, noma min'aora thitho kmatho sa qahil.","On the way, Rungquan wanted to go to the bathroom, but he forgot to bring toilet paper.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"amashimol thitho horoy qahil, zain thitho a horoy mzai, ""ani iako mani kminatho""","He borrowed toilet paper from his classmates, but everyone told him that I didn't bring them either.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"noma izai Rongqoan minsasalpo noma thmanit. minboqnor thitho mzai, ""minoiza pashtay manion anto pashimol iakin qahil!""","Rungquan burst into tears. He said angrily, why don't everyone lend me toilet paper!",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"tataal lhmopish a horoy foilh thitho, maqa miaqay iho anto min'ananak makatho sa qahil, noma iho ya shimimol nomanoma anto poshoqish!","The classmate told him, because you didn't bring it yourself, and you wouldn't return the things lent to you!",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"simaqiza malhopish iamin, Rongqoan mathoaw matinhomhom motosi lhopilhopishan a taon, thitho shmimol a nomanoma polhthkizin poshoqish lhai sa tataal lhmopish a horoy.","The next day at school, Rungquan arrived at school early and returned everything he had borrowed from his classmates.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Rongqoan mathoaw amazayza thitho a tataal lhmopish a horoy, noma foilh thaithoy dai ya kahiza thitho amin'ananak kmatho nomanoma aniamin, noma anoniza thaithoy sa tataal lhmopish a horoy pashimol thitho aniamin.","Rungquan apologized to the students and said that he would definitely bring his own things in the future, and thanked the classmates for their willingness to lend him things before.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
kataonan a moribosh a thao naak a ama.,My dad is a hunter of the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"to azazakoan iako, naak a ama noma pan'amaan motosi hodon ya tanlhoan, kmatho thaithoy sa fonosh noma pothoom.","When I was little, my dad and uncle would go out at night with hunting knives and guns.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya shashanoiza, kmatho thaithoy mara sa matiqto a lhkaribosh makonataon.","At daybreak, they returned with their prey.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya to soma wazish, ya to soma rawaz, itia mani sa alhoa masa lhizashan.","Sometimes it was a boar, sometimes a flying squirrel, and occasionally a pheasant.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mapa'inqbit thaithoy lhkaribosh a bonlhaz isai kataonan a pitaw, patara thaithoy soma wa thao.",They would divide the prey at the entrance of the village and share it with the tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
miaqay iako miko ontal naak a ama moribosh.,"Every time I quarreled with my father, I wanted to go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
naak a ama mzai ya mara'iniza amakatho iakin montal moribosh.,Dad said that he would take me with me when I grew up.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kataonan a ayozi mafazaq mani kmalawa sa toqris, potoqris noma kmalawa qadop thaithoy ya moribosh.","The men of the tribe also trap their prey, making lasso traps and rock traps.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mathoaw naak a ama ma'ania tmoqris, ama mzai, ""haya wa toqris apoqto sa alhoa, amariqaz iamin lhkaribosh a sapaz, noma atmoqris iamin pisoi sinaranan lhkaribosh.""","My dad is very good at making lasso traps. Dad said that this is used to catch pheasants. We have to carefully observe the footprints of the prey, and the traps should be placed on the path of the prey.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mangqto iako mohiaw montal parhaway noma tanatoqash motosi hodon moribosh, nomawan tatata wa qali minfazaq iako kmalawa sa toqris, amohiaw naak a toqris shdoo mara sa lhkaribosh.","In order to go hunting with adults as soon as possible, I practiced making traps every day, and soon my traps can really catch prey.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"minriqaz naak a ama iakin mzai, ""aminma'ania wa moribosh a thao iho ya kahiza.""",Dad saw it and told me that I will be a very good hunter in the future.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mara'iniza iako thoini, mapa iako naak a fotolh noma lhpazishan montal naak a ama iakin mosoi moribosh.","Now that I have grown up, I carry my bow and arrows and go hunting with my father.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
motaon iamin kataonan ya itia matiqto sa lhkaribosh patara pakaan soma wa thao.,"When returning to the village, share the hunted prey with the tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ama mzai apaplish iamin, piakalingkin manion molhthkiz tanatoqash, mathoaw maqitan pimbahi iamin moribosh mara manasha wa lhkaribosh.","Dad said, we want to thank the ancestors for their blessings, so that we have a lot of prey to harvest.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
motosi iako malhopish shashano saqazian.,I was late for school this morning.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"motosi iako lhopilhopishan a taon, min'aora iako kminatho sa antotoan patashan.","When I was going to school, I forgot to bring my backpack.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
nomanoma wa aniamin anto kminatho iako.,I didn't bring anything with me.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ya lhmopish, iako miasoon naak a tataal lhmopish a horoy mriqaz sa patashan.","During class, I and my classmates read the textbook together.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"ya motazam, tataal lhmopish a horoy shimolik sa patatash noma tatitish.","During the exam, a classmate lent me a pen and an eraser.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"foifoilh patashan a shinshii mzai, ""milhhomhom ya moqthawan, niza to saqazian!""","The teacher told me, \Wake up earlier next time and don't be late again!\""""",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naak a maqitan a horoy mzai Hoqo, Thao a azazak thitho mani.","My good friend's name is Huqu, and he is also an Thau child.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
miasoon iamin isa Baraobaw a kataonan lhmopish.,We study together in the Baraubaw tribe.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"miarain miasoon iamin tonmaza apo malhinona kahiwan a lalawa, mathoaw ma'ania iamin ya malhinona Thao a lalawa.","We often listen to the elders telling stories together, and we both can speak the Thau proficiently.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"mathoaw marotaw iako mani maramo, mathoaw Hoqo matompiq mani mashiqarman.","I am tall and overweight, while Huqu is short and thin.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Hoqo mathoaw ma'aloz'oz, pashtay madadoo thitho.","Huqu is very energetic, and everyone likes him a lot.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"lhopilhopishan a taon pinkazakaza sa boot a makakakri thoini, lhopilhopishan a taon kmalawa piza wa qbit malantatnor.","Today was the school's sports day, and the school organized many competitions.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ianan sa shmoroz klhiw, psaq qarimosoz, malalia, minparaw, kmolhpazishan.","There were tug of war, soccer, running, dancing, and archery.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
malantatnor iako malalia.,I participated in the running competition.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"malalia iako taobokbok, mathoaw qarof paktalhom.","When I was running, I fell down, and my knees were bleeding.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kanoniza milhilhi iako, moqthawan makonamoqtha malalia.",But I stood up and continued running forward.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"shaonapispis iako, pashtay a thao mathoaw ma'alah'a.",Everyone was happy when I reached the finish line.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"sharaqian anto mara sa makintata, kanoniza mathoaw ma'alah'a iako, maqa mokaktoniza iako malantatnor.","Although I didn't get first place, I'm glad because I completed the race.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
minontal iako naak a ama tilha mriqaz naak a pan'amaan.,"Yesterday, my father and I visited my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
pan'amaan a koskos siangiza,My uncle injured his foot.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mzai thitho iamin, taon a tafoq ianan latata wa tabraqan.",He told us that there was a hole in the roof of his house.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kashiqitan thitho sa tafoq, initafoq panthathak panaproq.",He fell off the roof while repairing it.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ama kminatho sa qnoan a bonlhaz masa shawiki lhai pan'amaan.,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"iako masa pan'amaan isa laqop malhalhinona, mathoaw mzai thitho manasha sa kahiwan a lalawa patmazan iakin.","My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"amoshaiza iako, noma pan'amaan lhomfaan iakin mzai minrotawiza noma mindirodiroiza.","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"zaik ""pan'amaan a koskos ya minqitaniza, moqthawan monai naak a taon kilhnaqoalh.""","I said, When your foot gets better",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"isa 2022 wa kawash, zing-hoo pishfazaq miniahala inai a thao sa thao a tnoran shdooiza moqayza matash sa thao a qbit a lhanaz.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
iako makikalhi sa mathoaw monsai zing-hoo thmadoq mindaaq sa thao a tnoran moqayza matash sa thao a qbit a lhanaz kataonan a parhaway Pano.,"I interviewed Panu, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
amatilhdoo iako thitho inai pangqaiza wa qali motosi thitho a taon makikalhi thitho.,We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"makikalhi thitho to isisoa, thitho pishfazaq iakin miakoza thitho a lhanaz minakanai, noma kmatho iakin mani mafazaq sa thitho a taon a thao, noma thitho a kataonan.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"makikalhi iako thitho mino amingqtha sa lhanaz, sasaz a pinatash anto taodoo qa?",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho montazaikin mzai, maqa pasain Shpoot a matash anto pobalabalay pishfazaq thitho a lhanaz, soma wa thao amalalawa thitho mzai ""Pa shinshii."" nomawan kafazaan soma.","He told me that using Chinese characters could not accurately convey his name, and others would still call him \Ba Xian Sheng",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"Pano mzai, ""miniahala inai a thao matash a lhanaz shonda sa naam a lhanaz, naak a lhanaz mia'azo naam a thao a qbit, naam a taon a qbit, naam a tnoran, mangqto ianan manasha sa thao a qbit aposhoqish ananak a lhanaz.""","Panu said, \The names written in indigenous languages are our true names. My name represents our ethnic group",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"tilha montal iako naak a apoki'ay mosoi farifariwan pashatalha sa aniamin, kathon apoki'ay manasha mat'anak malhoyza wa shanglaw mo'ioto, noma kmalawa miniahala inai a thao maqitan a akaanin lhai pashta.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pashtay miko apoki'ay a pashatalha'an, makamon noma lhari manasha sa thao finariw, manasha sa thao monai kmaan pintatan thitho a pania'an.","Everyone loved my grandmother's stall. Many people bought the chilis and taro, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thitho sa pintatan a tazakas noma sonda wa afo mathoaw maqitan ya kaanin, noma ianan pasain rafon masa romrom poqana'an, shmorawath shazik manasha sa kilhnaqoalh a thao, pashta molhthkiz monai naam a pashatalha'an mododor.","The ferns and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apoki'ay ya pintata sa aniamin, ishirshir iako malalawa kilhnaqolh a thao. ishirshir minbabaw iako mzai az'az mat'anak iamin malhoiza wa shanglaw, min'ananak maqitan, ohiawan monai fariw!","While my grandmother was cooking, I was on the side attracting customers. I shouted, \The vegetables are self-grown",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"naam a aniamin mohiaw fariwiniza, apoki'ay mzai, ""maqa ianan iho to mindahip.""","Our goods sold out quickly, and my grandmother said, \It's all thanks to your help.\""""",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"izai a makakakri, mafazaq iako sa izai miniahala inai a thao a pinalhoiza noma kakaanin a infazaqin, noma ananak shmozap pashatalha sa aniamin a shkoda.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"mriqaz naak a apoki'ay mathoaw miko sa kahiwan a kakaanin, mathoaw iako pazazai noma matingqaran.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makthin tata,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makthin tosha,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makthin toro,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makthin shpaat,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,test
makthin rima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makthin katoro,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makthin pito,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
makthin kashpat,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
makthin tanatho,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
maposhaz tata,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
maposhaz tosha,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
maposhaz toro,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,test
maposhaz shpaat,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
maposhaz rima,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
matoroz tata,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makalhtorotoro makthin,sixty,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
makashpashpat makthin,eighty,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
makatanatho makthin,ninety,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tata shaba,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,test
tosha shaba,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
tata matilaw,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
tata fzii,bunch,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
ladado,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
manion,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,test
haya,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
lapiza,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
alhakaiza,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,sentence,train
