pwn,english,source,kindOf,dialect,row_type,split
boro / mari,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
kaosoa / ljaong,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
kala / alay / kalaolay,fine line,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
sara / vitay,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
qecap / kaciyan,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sipanadinadip,fishing rod,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
kongay / ngelec,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
ami / bangtjay,net,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sangpolo / cangpolo,rice cooker,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
laqolj / qadopo,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sipanadinadip,fishing tackle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
siciyaciyan / siseresereser,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
kindraljom / kadraljo,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
piyaq / osara,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sapong / cako,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
pacegeceg / kezekez,Iron nail,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
hotjo / siyotjo / pakopako,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
ami / aray,fishing net,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
kasikasiven,wooded mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
ngasa / magac,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
ljinaveljavan,at the foot of the mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
namincelaq a kadjonangan,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
vogovog,lofty mountains and steep hills,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
qaqomain,dry land,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kori / kiyaping,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
maljeveljev a qadav,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
gakko / kakitoloan,school,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
tjekeza / tadalj,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
poqacangan / kaya,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
linodrolodr / namapacolocolo,rock pile,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kobav / salang,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
lemivek / qemapaz,building a fence,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
toco a voaq,today,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sikatjelowan,day before yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjaokaljiya,early morning,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
vecekatan a vengin,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kasikasepatjan a qadav,three days ago,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
no saoni,in a minute,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
no sikasepatj a qadavan,three days later,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
no sikatjelo,the day after tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
no kadjamadjaman,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
no tjaivililj,future,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kamaqacovocovonganan,at an early age,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
makodakodanga a qadav,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
ljemita to qadav/ djemedje,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
i yainoinoan,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
i vavav,above,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjaiqayav / tjaisangas,front,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
i casav,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjai kanavalj,the right side,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjai kaviri,the left side,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
i potopotong,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kemasi...,(from somewhere) to somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
masino...,from somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kemodra / gemoacoy,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjemogot / venosam,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
capan,grain drying box,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kora / tjatjokon / vatjokon,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kobav / salang,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
paparatan,grain sifters,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
takit /tjait,hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sipakadrosa,straight hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
caqeljip / qezetj,stone trap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
seloc / draqar,noose trap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
alatjoqan / vetjowar,bird trap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kitimitim / kiciloq,misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
gemalalj / gomalalj,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
kikapalisi,witchcarft appliance (witch doctor use it for treatment),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjopi,belly band,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
vacevac,women's earring,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
teqic / teqican,netting needle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
obi / siyat,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
merem / remoljem,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
moremmerem,floating fabric,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
cinoacoan,women's long pant,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
ravaravain,makeup and accessories,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
ljongpav,traditional blouse,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjokap / koco,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
tevet / tjevet,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kavikavican / poararadjan,men's mesh bag,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
vayar / koval,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
tjokor,headband (for women's backpack),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
alay / kala,vegetarian linen thread for weaving,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
siceljiceljis,scrape ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjatjokodran,bamboom back basket,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kadrango,round bamboo basket,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
vava / vawa,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
aljo / tjainan,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
caitav / taicav,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
qinasav / okayo,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
odong / mintiyav,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tawiyo,soy sauce,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
coparang,indica rice,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
qemo / lamog,flour,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
voqavoqalj / vocelacelay,white,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
selangedangeda/seladengadenga,it is said...,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
varovarongen / vinarongan,target,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
pocekelj,get married,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
keljo,come here,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
mekelj / mintoloq,run (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
posao,see a visitor out,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tedep / semaqomaqan,enter,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
saoin,get rid of...,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
pacacipilj,turn back,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
vavaiko / ljacadjao / pisangaso,get out of the way,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
gemadogadoan,along the mountains,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sasoav / makelo,drop,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjemljo,crossing the stream,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
djalot / dalot,slip off,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
mitong,put on,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
minqot / piljavak,appear,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
mori mangtjez / ori mangetjez,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kasimazanga,have been here before,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
no tja paconan,look like...,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
sasav / casav,go out,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
minbok / minkob,jump,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
dremaiyan / zimiyan,dance,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
qemiladj,sit down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
ljemaljokoan,bend over,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
matjani / maipoq,stumble,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
remomed,smash to pieces,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kiveliqad /cemekalj,flip,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
masalitj / maroqo,roll down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
secevong / secogecog,bump into,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
djemapes / djemasep,blow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
venelak / venelaq,cut open,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
venengetj / djemaljeng,tie it up,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
venaljes / venlaq,split,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
veneljoc,pull out,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
cemekecek / temecek,plug,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
veneljoc / veniljevilj,pluck,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
qemezetj / zemepetj,hold it down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
kigocegoc,scratch and itch,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
maligemgem,make a fist,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
lemaing / qemaljop,hunt and capture,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kemadrang / tjimingkav,cross over,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tembiljaq,pry open,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
qemapipi / djemapipiq,squash,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kigidi,lie on the side,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
semeqas,cut off,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
marivo / maqaqoljoc,fight,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
kizoken / zemokom,lower your head down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
tjemoljit,peeling the bark of a tree,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
gacaljo,stand up,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
semerep / temepetep,suck in,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kincengelj,have lunch,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kaiv,have dinner,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
qivo / patjekai,say,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
madraodrav,forget (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
djemaolj / semeged,invite,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
pokeljo,calling (e.g. calling before feeding the chickens),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjemapis / madromolj,touch (as in touching the body),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
lemangda / lemadenga,listen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
cimerav,open your eyes,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
makinamalji / madodo,angry,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
penelepel,sort out,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
posao,good-bye (say good-bye to each other),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kiipoq,lie down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
nakoyakoya a sepi,nightmare,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
mesoav / misoav,yawn,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
poalang,"pack up (imperatives, as in pack up)",Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
paqolja,shine/light up,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
poromok,fishing for fish and shrimp by cage,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
djaongo,pickle (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
piyomaomaq / kiporapalj,take care of,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
semoasav,leaf stripping,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
malingav,urge urination,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
mavonglay / caingan / ciniloqan,pregnant,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
macololj / mapiljay,lame,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kitarev ta zoma no qaljan,marry to a non-ethnic clan member,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
ika pogarang,sick,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
vocelelj / ljaljeqel,cold,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
navenerengec,poor thing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
dalowalot / djalowalot,smooth,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
maodemid,fragile (e.g. this wire is prone to breakage),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
saljovasiv / ljomesamesay,tall and thin,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
kodresol,very hard,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
saleqeseqeseq,fully wetted,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tjara namaitazoa,certain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
palemek to namaitazoa,possible,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
micelaq,split open,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
patadaod,mix sth. with sth.,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
pasekez / kemoseta,brake,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
kemarakim / kemarikim,search,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
papinseg / sikaqilji,prohibit,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
lemingedjelj,set up,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
venorovor,pick on,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
qematam,number (calculation),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
maya malomalj,you're welcome,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
pomaya,it's okay,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
ika maqati,can't,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
qaraken,don't (for the imperative),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
qadjav,don't know,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
i cengceng,in the process of (doing something or happening),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,test
ika makoda,okay,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
aya ta kemoda,because,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kimalji kikemoda / komalji kikemoda,whether,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
aota / ota,again,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
amin a..,only,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
ko vaivaikaiyanan,temporary (leave for a moment),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
niya ko pavavala,never,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
ika sedaljep,shouldn;t,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
