tsu,english,source,kindOf,dialect,row_type,split
mi'o toosa'o no peyayofʉ.,I participated in the running competition.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne mi'o seo'lʉa no peyaofʉ, mi'o smopcoko, meoino yohmoyo 'o ka'li.","When I was running, I fell down, and my knees were bleeding.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"at'inghi mi'o yac'ʉ, mi'o acʉ'cʉnʉ peyayofʉ.",But I stood up and continued running forward.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ne mi'oco seolʉa no toepaezomo mo acʉhʉ na'na kokaekaebʉ.,Everyone was happy when I reached the finish line.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'evono o'ami'o somayahea, at'inghi mi'o na'na kokaekaebʉ, maica ho os'oco aepʉnga na'e yopa toosa'o.","Although I didn't get first place, I'm glad because I completed the race.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ne hocma a'o ho amo imia osa aiti 'o amo'o coni.,"Yesterday, my father and I visited my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mo alolongʉ 'o t'ango to amoconi.,My uncle injured his foot.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"isi eʉsvʉta a'mi, 'o patingsoha to sofʉ mo meoino ah'ʉtʉ.",He told us that there was a hole in the roof of his house.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ne isi seolʉa no teovahi 'o sofʉ. i'mi to patingsoha to sofʉ ho sopeohʉ.,He fell off the roof while repairing it.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo mahafo to foo 'oachomo ho fi'i 'o amo'o ho faeni to amoconi.,My father brought beef and betel nuts for my uncle.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"a'o ho amoconi mimia yontola yoni amiocni ho yopeahngʉyʉ, mo man'i 'o isi aangaezneni ci h'oehohanva.","My uncle and I chatted in the room, and he shared many stories.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"aoyosi ne teo'co mongoi, emomoengʉa to amoconi ho mi'oco yobankake, maezo asohco mʉʉlʉlʉ.","Before I left, my uncle praised me for growing taller and becoming more handsome.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"os'o yainca, ""toteni ho tac'o yov'o 'o t'angosi, maezo sio ohta emoo'o no ta'esi.""","I said, ""When your foot gets better, come to our house next time and visit us.""",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"nemoso tonsoha no 2022, 'o 'oyonatmopsʉ kaingi ho toʉsvʉsvʉtneni te peela aleonga poa ongko ta coo 'e mivonso.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'o toocosi 'ola aoesiesi mi'osno to 'oyonatmopsʉ ho pnanfi no tata'ia aleonga poa boa cooa 'e mivnsooo ta coo ci foinana to yoo ci paso'e yasiongo.,"I interviewed pasu'e yasiungu, a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mimia yo'tasvʉtʉ hotena seolʉa no tosvo ho ohto emoosi ho aiti.,We had arranged to visit his home this holiday for the interview.,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"to taicosi ne os'o tococosi, isi eʉsvʉta na isi i'mizi to ongkosi, isi yaeza poa hongneni 'o iachisi emoo ho yoosi.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"os'o toocosi maincis'a na'no bitotonʉ no taezohi si ongkoso, o'amo ʉmnʉ 'o mico aesiei cila hia tmopsʉa?",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca to pasoya, ""na aʉmtʉ ongkoto 'aeno 'e isi oanenicoo ho tposi ci ongko na aʉmtʉ ongkoto. 'e ongko'o zoo ongko to 'oahngʉ'o, zoo ongko to mimia conoemoo, zoo ongko mia, tata'ia te asohco botngonʉ nate pela e'lʉa na iachi ongko.""","pasuya said, \The names written in indigenous languages are our true names. My name represents our ethnic group",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne hocma mimia yoyoso 'e ba'i ho ohtola toehonga hoteyoni mhinmhino te soovai, 'o ba'i mo mahafo to isi iachia emʉ'a ci machachae te soovai, maezo moyai to mafe cila ana to coo ci 'oanʉ ho faeni tomo batngonʉ.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ihe na'na ʉmnʉa 'o soovai to ba'i, 'o coc'o ho tomato mo botngonʉ 'omo mhino, botngonʉ 'omo oso ho oothomʉ to isi pei'i ci chae.","Everyone loved my grandmother's stall. Many people bought the chilis and African eggplants, and many people came to taste the dishes she cooked.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'oisi pei'i ci chae hʉngʉ ho ofi na'no mafe, ho i'o isi titheni to foo fozo ho toeteoyoni pei'i 'o ma'fʉ ci foo, 'o na'aosnasi ihe na'no kaeba tomo botngonʉ ci coo, acʉhʉ ohto soovaimia ho bitoyange.","The ferns and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"nemo seolʉa no apapeipei'i 'o ba'i, mi'o yonto ciengonasi ho meokokosʉ tomo sococafi ci coo. mi'o yonto ciengonasi tmonoi moozoyʉ, ""'e chae c'o acʉha iachia emʉ'a, acʉhʉ yʉ'ʉ'ʉmni ci chae, aopcio mhino!","While my grandmother was cooking, I was on the side attracting customers. I shouted, \The vegetables are self-grown",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'o macocomamia c'o osnia psʉepʉngneni, yainca to ba'i, ""moc'o acʉhʉ i'mi ho miso to'osno.""","Our goods sold out quickly, and my grandmother said, ""It's all thanks to your help.""",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'emo maica ci hi'hioa, mi'o tov'ohʉ ta nat'ʉca no cacʉfea ta coo ho mao'to'tohʉngʉ no ma'o'oanʉ, avinano peela cohivi na ngoseo tala soovai.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"aiti 'e ba'i ho lata aʉmtʉ soekaibʉ ta ma'o'oanʉ, os'o iachia na'na itanvevi ho yaa ta'osnia.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",Formosan-ePark/Final_XML/ep2_族語短文/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mposkoocni,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mposkooeso,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mposkooteo,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mposkoospotʉ,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mposkooemo,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mtoehoocni,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
se'conia /se'conza,hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
se'conia/ se'conza,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
se'eicha,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
posifoo,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mio pio,some,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ake'i,a little bit,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mimo,you guys,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
noomia/ noomza,our,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
eni,this one,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pio,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ho homna,when (not happening),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
nenosi,which one,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
no neno,where,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
noo no siya,Whose is it?,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
topioha / topzoha / pio,how much,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo maineno,how much (degree size),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ne homna,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
'oahngʉ ci nanat'ot'ohaesa,cousins,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oko no coo,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ahngʉ,wife's brother,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ahngʉ,older brother's wife,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
oko no coo,daughter-in-law,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
acngihi oko,grandchild,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
navconga,husband and wife,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yaa ahngʉ,in-law,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohaeva,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohaeva no mamespingi,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohaeva no hahocngʉ,older brother,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ohaesa,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohaesa no hahocngʉ,younger brother,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohaesa no mamespingi,younger sister,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oko no hahocngʉ,boy,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oko no mamespingi,girl,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mameoi,elderly people,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yatatiskova / coo,people,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pooto,"ethnic group, plain tribes""",Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
khe'eanga,Hakka people,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pooto,Min Nan,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
foinana,young people,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pooto no apihana,mainlander,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
letoatmopsʉ / seito,student,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
t'oenga,thoracic cavity,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
kelo,male genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
kot'i,female genitalia,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
p'ongo ta emoco,elbow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
cio'ʉ / czo'ʉ,phlegm,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
peecʉa,front tooth,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ngʉcʉ,nasal mucus,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
caphʉ,the sole of the foot,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
bohci,mice (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hiaemoza,pangolin (manis pentadactylata),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hofoyo,feral pigeon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
yoi,insect (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
evoyʉ,flying squirrel,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'oa,sambar (cervus eldii),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'cʉ,muntiacus reevesi,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
kelo,male reproductive organs,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'coo,head louse,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
okono feʉ'ʉ,suckling pig,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hanahana / 'ahilo,duck,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
fongfongna,animal giblets,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
'oma/ 'oasmopaevi,horse,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ba'efkoi,hundred-pace snake,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
koke,stag beetle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zomʉ no chomo,waterbird,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
h'isi no pai,paddy,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tʉfsʉ,sugar cane,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
f'oe,sweet potato,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
fi'i,betel nut,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sboko,bamboo shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
konopoepe,edible mushroom,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
bʉnʉvhʉ no yam'om'a,peach,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tafiseongʉ,wild lily,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coho,giant elephant's ear,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
efohʉ,bird-nest fern,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tahia ceo'ʉ/tahza ceo'ʉ,yard-long bean,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tahia enghova/tahza enghova,green bean,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
nengi,green onion,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
cʉfeʉ,bean sprout,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tokeiso,passion fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
taomo,wild strawberry,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
kayao,vegetable fern,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yofoyonʉ,Taiwan cherry,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
piho,stinging nettle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ma'fʉ,mountain litsea,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ecngi,pigeon pea,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
hov'o maamtanʉ,grapefruit,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
coc'o,pepper (generic term),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
kampioto/ ten-nao,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hoomzahie,clocks and watches,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
vhongʉ ci teesi,fine line,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
pngiei,wooden pestle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
konkono no chomo,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
longo,fishing rod,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poponga,bamboo tube,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mongnʉ,wooden mortar,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tngoo no naveo,rice cooker,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
macocoma no toalongo,fishing tackle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
hci'i / 'empi,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tititha / tiotha,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
foo,charcoal ash,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tʉpʉ,filter net,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tngoo no siyo,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
sosvʉhta,Iron nail,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
si'oya,the thing stuck between the teeth,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poyave no chae,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yoi,fishing net,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
foengo,wooded mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
cʉhma,at the foot of the mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'onsen / noyano ci chomo,hot spring,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hcoyo,independent hill,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mahcohcoyo,lofty mountains and steep hills,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ak'e engʉca,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
hiehoma,dry land,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mokvo'ʉ,cloudy day,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
kooli / yoho,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hofongahoa /hocmʉfeʉa,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
aaskiti ne etʉpʉ,seaside,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hotacʉmʉa/ hotoc'ʉha,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
smotosvo,stop raining,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
esmomho ci hie,sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tote'ia/ tote'za,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
fafato,rock pile,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
emonoteo'oa,chicken coop,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tonghifa /tonghifza,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ketbʉ / tvo'oanʉa,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mʉyʉ'pʉ,building a fence,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ho nʉt'ʉco,next year,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ne hocma,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ho hocma,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ne seihʉ,day before yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
moseo'ohngʉ,early morning,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'eopsi,toward evening,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
taico feʉngna,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ne mio,at that time,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
ne seeseihʉ,three days ago,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ho soni,in a minute,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ho seeseihʉ,three days later,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ho seihʉ,the day after tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
